ra,dec,period,Vmag,e_Vmag,Icmag,e_Icmag,E(B-V),source,main category,class,V-Ic,e_V-Ic,bmag,e_bmag,rmag,e_rmag,imag,e_imag,period_fo,vamp,e_vamp,bamp,err_ampb,ramp,e_ramp,iamp,e_iamp,vamp_sec,e_vamp_sec,bamp_sec,e_bamp_sec,gmag,bpmag,rpmag,bp-rp
40.2092,-34.7264,0.50578,20.826,0.015,,,0.024,Bersier Wood,Cepheid,AC,0.729,0.024,,,,,,,,,,,,,,,,,,,,,,,
40.2429,-34.7644,0.48106,20.786,0.018,,,0.024,Bersier Wood,Cepheid,AC,0.663,0.028,,,,,,,,,,,,,,,,,,,,,,,
39.5,-34.7394,,18.562,0.021,,,0.034,Bersier Wood,LPV,,1.86,0.026,,,,,,,,,,,,,,,,,,,,,,,
39.5254,-34.5219,,20.233,0.065,,,0.033,Bersier Wood,LPV,,3.765,0.07,,,,,,,,,,,,,,,,,,,,,,,
39.5525,-34.935,,18.504,0.022,,,0.033,Bersier Wood,LPV,,2.291,0.026,,,,,,,,,,,,,,,,,,,,,,,
39.5712,-34.43,,18.591,0.023,,,0.029,Bersier Wood,LPV,,2.314,0.03,,,,,,,,,,,,,,,,,,,,,,,
39.5887,-34.605,,18.335,0.021,,,0.034,Bersier Wood,LPV,,1.942,0.026,,,,,,,,,,,,,,,,,,,,,,,
39.5917,-34.8703,,17.96,0.014,,,0.032,Bersier Wood,LPV,,1.577,0.019,,,,,,,,,,,,,,,,,,,,,,,
39.5942,-34.6344,,18.731,0.023,,,0.035,Bersier Wood,LPV,,2.296,0.029,,,,,,,,,,,,,,,,,,,,,,,
39.6096,-34.4258,,18.451,0.017,,,0.029,Bersier Wood,LPV,,1.649,0.022,,,,,,,,,,,,,,,,,,,,,,,
39.6258,-34.7508,,18.324,0.017,,,0.033,Bersier Wood,LPV,,1.875,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.6392,-34.4733,,18.403,0.018,,,0.029,Bersier Wood,LPV,,1.717,0.025,,,,,,,,,,,,,,,,,,,,,,,
39.6671,-34.5403,,18.249,0.017,,,0.03,Bersier Wood,LPV,,1.993,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.6754,-34.7944,,18.415,0.018,,,0.031,Bersier Wood,LPV,,1.624,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.6854,-34.8069,,18.545,0.053,,,0.03,Bersier Wood,LPV,,2.572,0.062,,,,,,,,,,,,,,,,,,,,,,,
39.7146,-34.5903,,18.477,0.018,,,0.029,Bersier Wood,LPV,,2.483,0.022,,,,,,,,,,,,,,,,,,,,,,,
39.7208,-34.8219,,19.699,0.043,,,0.029,Bersier Wood,LPV,,3.214,0.048,,,,,,,,,,,,,,,,,,,,,,,
39.7308,-34.8211,,17.735,0.013,,,0.029,Bersier Wood,LPV,,2.271,0.018,,,,,,,,,,,,,,,,,,,,,,,
39.7371,-34.7761,,19.793,0.047,,,0.029,Bersier Wood,LPV,,3.62,0.051,,,,,,,,,,,,,,,,,,,,,,,
39.7375,-34.7969,,18.278,0.017,,,0.029,Bersier Wood,LPV,,2.218,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.7425,-34.5364,,18.385,0.019,,,0.027,Bersier Wood,LPV,,2.327,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.7729,-34.5472,,18.364,0.018,,,0.026,Bersier Wood,LPV,,1.68,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.7946,-34.6553,,19.635,0.07,,,0.026,Bersier Wood,LPV,,3.697,0.07,,,,,,,,,,,,,,,,,,,,,,,
39.7967,-34.8839,,17.819,0.013,,,0.029,Bersier Wood,LPV,,1.653,0.018,,,,,,,,,,,,,,,,,,,,,,,
39.7996,-34.6281,,18.31,0.019,,,0.026,Bersier Wood,LPV,,2.004,0.024,,,,,,,,,,,,,,,,,,,,,,,
39.8017,-34.5661,,18.151,0.015,,,0.025,Bersier Wood,LPV,,2.029,0.019,,,,,,,,,,,,,,,,,,,,,,,
39.8196,-34.5419,,18.108,0.014,,,0.025,Bersier Wood,LPV,,1.776,0.019,,,,,,,,,,,,,,,,,,,,,,,
39.8242,-34.9847,,18.474,0.019,,,0.03,Bersier Wood,LPV,,1.668,0.024,,,,,,,,,,,,,,,,,,,,,,,
39.8387,-34.3914,,18.185,0.017,,,0.027,Bersier Wood,LPV,,1.948,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.845,-34.4692,,18.904,0.025,,,0.026,Bersier Wood,LPV,,2.705,0.031,,,,,,,,,,,,,,,,,,,,,,,
39.8471,-34.485,,18.23,0.016,,,0.025,Bersier Wood,LPV,,2.21,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.8504,-34.5506,,18.491,0.02,,,0.025,Bersier Wood,LPV,,2.154,0.025,,,,,,,,,,,,,,,,,,,,,,,
39.8504,-34.6339,,18.063,0.016,,,0.025,Bersier Wood,LPV,,2.086,0.025,,,,,,,,,,,,,,,,,,,,,,,
39.8554,-34.7431,,18.31,0.019,,,0.026,Bersier Wood,LPV,,1.968,0.025,,,,,,,,,,,,,,,,,,,,,,,
39.8571,-34.7061,,18.202,0.017,,,0.025,Bersier Wood,LPV,,2.134,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.8608,-34.47,,18.216,0.016,,,0.025,Bersier Wood,LPV,,1.71,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.8717,-34.7681,,17.846,0.014,,,0.026,Bersier Wood,LPV,,1.535,0.018,,,,,,,,,,,,,,,,,,,,,,,
39.8742,-34.4564,,17.947,0.015,,,0.025,Bersier Wood,LPV,,2.15,0.02,,,,,,,,,,,,,,,,,,,,,,,
39.9083,-34.5147,,19.244,0.043,,,0.024,Bersier Wood,LPV,,1.062,0.093,,,,,,,,,,,,,,,,,,,,,,,
39.915,-34.3308,,18.12,0.016,,,0.024,Bersier Wood,LPV,,2.044,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.92,-34.5489,,18.268,0.018,,,0.024,Bersier Wood,LPV,,2.001,0.027,,,,,,,,,,,,,,,,,,,,,,,
39.9225,-34.5611,,18.593,0.019,,,0.024,Bersier Wood,LPV,,2.054,0.031,,,,,,,,,,,,,,,,,,,,,,,
39.9325,-34.5147,,17.888,0.015,,,0.023,Bersier Wood,LPV,,1.681,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.9333,-34.4361,,18.294,0.016,,,0.023,Bersier Wood,LPV,,2.101,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.9379,-34.3256,,18.317,0.018,,,0.023,Bersier Wood,LPV,,1.635,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.9546,-34.5231,,18.079,0.016,,,0.023,Bersier Wood,LPV,,2.14,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.9642,-34.6533,,18.305,0.024,,,0.024,Bersier Wood,LPV,,1.838,0.045,,,,,,,,,,,,,,,,,,,,,,,
39.9658,-34.5556,,19.13,0.032,,,0.024,Bersier Wood,LPV,,3.411,0.035,,,,,,,,,,,,,,,,,,,,,,,
39.9717,-34.7672,,18.212,0.016,,,0.024,Bersier Wood,LPV,,1.96,0.021,,,,,,,,,,,,,,,,,,,,,,,
39.9775,-34.3783,,18.815,0.02,,,0.022,Bersier Wood,LPV,,2.479,0.024,,,,,,,,,,,,,,,,,,,,,,,
39.9942,-34.4242,,18.652,0.026,,,0.02,Bersier Wood,LPV,,2.496,0.029,,,,,,,,,,,,,,,,,,,,,,,
40.0037,-34.3786,,18.242,0.016,,,0.021,Bersier Wood,LPV,,2.44,0.019,,,,,,,,,,,,,,,,,,,,,,,
40.0054,-34.3383,,18.773,0.026,,,0.022,Bersier Wood,LPV,,2.597,0.03,,,,,,,,,,,,,,,,,,,,,,,
40.0104,-34.4617,,19.386,0.034,,,0.02,Bersier Wood,LPV,,3.107,0.04,,,,,,,,,,,,,,,,,,,,,,,
40.0112,-34.53,,19.351,0.033,,,0.023,Bersier Wood,LPV,,3.353,0.037,,,,,,,,,,,,,,,,,,,,,,,
40.0108,-34.8069,,18.51,0.021,,,0.024,Bersier Wood,LPV,,2.0,0.026,,,,,,,,,,,,,,,,,,,,,,,
40.0221,-34.5383,,19.157,0.035,,,0.022,Bersier Wood,LPV,,3.278,0.038,,,,,,,,,,,,,,,,,,,,,,,
40.0229,-34.4619,,18.507,0.019,,,0.02,Bersier Wood,LPV,,2.53,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.0254,-34.4811,,18.379,0.02,,,0.02,Bersier Wood,LPV,,1.592,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.0267,-34.3369,,18.331,0.018,,,0.021,Bersier Wood,LPV,,1.81,0.023,,,,,,,,,,,,,,,,,,,,,,,
40.0337,-34.4347,,18.563,0.019,,,0.02,Bersier Wood,LPV,,2.461,0.024,,,,,,,,,,,,,,,,,,,,,,,
40.0342,-34.5436,,18.905,0.03,,,0.02,Bersier Wood,LPV,,1.343,0.038,,,,,,,,,,,,,,,,,,,,,,,
40.0375,-34.5775,,18.597,0.02,,,0.024,Bersier Wood,LPV,,2.693,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.0421,-34.5558,,19.413,0.054,,,0.024,Bersier Wood,LPV,,3.687,0.058,,,,,,,,,,,,,,,,,,,,,,,
40.0458,-34.4844,,18.198,0.018,,,0.021,Bersier Wood,LPV,,1.662,0.023,,,,,,,,,,,,,,,,,,,,,,,
40.0487,-34.5458,,18.454,0.022,,,0.022,Bersier Wood,LPV,,2.394,0.026,,,,,,,,,,,,,,,,,,,,,,,
40.0508,-34.5025,,18.659,0.023,,,0.021,Bersier Wood,LPV,,2.121,0.027,,,,,,,,,,,,,,,,,,,,,,,
40.0587,-34.9744,,17.379,0.012,,,0.027,Bersier Wood,LPV,,2.05,0.017,,,,,,,,,,,,,,,,,,,,,,,
40.065,-34.5675,,19.358,0.043,,,0.024,Bersier Wood,LPV,,3.208,0.046,,,,,,,,,,,,,,,,,,,,,,,
40.0712,-34.3697,,17.986,0.014,,,0.02,Bersier Wood,LPV,,1.826,0.019,,,,,,,,,,,,,,,,,,,,,,,
40.0737,-34.4597,,19.987,0.052,,,0.02,Bersier Wood,LPV,,3.345,0.056,,,,,,,,,,,,,,,,,,,,,,,
40.0792,-34.3128,,18.458,0.019,,,0.022,Bersier Wood,LPV,,2.445,0.024,,,,,,,,,,,,,,,,,,,,,,,
40.0804,-34.7039,,19.396,0.036,,,0.024,Bersier Wood,LPV,,1.135,0.048,,,,,,,,,,,,,,,,,,,,,,,
40.0829,-34.5525,,18.398,0.019,,,0.024,Bersier Wood,LPV,,2.053,0.024,,,,,,,,,,,,,,,,,,,,,,,
40.0942,-34.6769,,18.222,0.016,,,0.025,Bersier Wood,LPV,,2.052,0.021,,,,,,,,,,,,,,,,,,,,,,,
40.1042,-34.4828,,18.536,0.022,,,0.02,Bersier Wood,LPV,,2.189,0.037,,,,,,,,,,,,,,,,,,,,,,,
40.13,-34.4789,,20.062,0.034,,,0.02,Bersier Wood,LPV,,3.068,0.05,,,,,,,,,,,,,,,,,,,,,,,
40.1329,-34.3467,,18.893,0.017,,,0.021,Bersier Wood,LPV,,2.397,0.027,,,,,,,,,,,,,,,,,,,,,,,
40.1629,-34.5925,,18.847,0.017,,,0.024,Bersier Wood,LPV,,1.929,0.029,,,,,,,,,,,,,,,,,,,,,,,
40.1633,-34.9614,,18.091,0.015,,,0.026,Bersier Wood,LPV,,1.857,0.021,,,,,,,,,,,,,,,,,,,,,,,
40.1658,-34.5258,,18.178,0.014,,,0.022,Bersier Wood,LPV,,1.694,0.024,,,,,,,,,,,,,,,,,,,,,,,
40.1912,-34.5817,,17.855,0.014,,,0.023,Bersier Wood,LPV,,1.65,0.024,,,,,,,,,,,,,,,,,,,,,,,
40.2012,-34.5933,,17.375,0.013,,,0.023,Bersier Wood,LPV,,1.922,0.021,,,,,,,,,,,,,,,,,,,,,,,
40.2175,-34.6231,,18.37,0.015,,,0.023,Bersier Wood,LPV,,2.1,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.2646,-34.8014,,20.412,0.097,,,0.024,Bersier Wood,LPV,,3.793,0.101,,,,,,,,,,,,,,,,,,,,,,,
40.295,-34.5308,,18.513,0.015,,,0.022,Bersier Wood,LPV,,2.107,0.025,,,,,,,,,,,,,,,,,,,,,,,
40.2979,-34.9178,,18.392,0.018,,,0.025,Bersier Wood,LPV,,2.28,0.023,,,,,,,,,,,,,,,,,,,,,,,
39.564875,-34.840639,0.4502879,21.323,0.026,,,,Braga,RRLyrae,,,,21.611,0.024,21.143,0.059,20.925,0.031,0.36726727,0.61,0.07,0.76,0.06,,,,,,,0.19,0.03,,,,
39.572042,-34.520583,0.89228848,21.408,0.028,,,,Braga,RRLyrae,,,,21.646,0.025,21.089,0.048,,,0.379218,0.56,0.05,0.68,0.06,0.64,0.34,,,,,0.19,0.02,,,,
39.574,-34.829028,0.61226688,21.341,0.022,,,,Braga,RRLyrae,,,,21.616,0.023,21.215,0.04,20.948,0.047,0.445591,0.38,0.04,0.45,0.04,,,,,0.2,0.04,0.21,0.03,,,,
39.768792,-34.116944,0.38717016,21.496,0.028,,,,Braga,RRLyrae,,,,21.819,0.026,21.36,0.216,20.937,0.061,0.397034,0.32,0.04,0.38,0.04,,,,,,,,,,,,
39.777833,-34.138028,0.53613751,21.328,0.026,,,,Braga,RRLyrae,,,,21.618,0.025,21.308,0.046,20.969,0.082,0.399472,0.5,0.06,0.68,0.06,,,,,0.3,0.05,0.42,0.04,,,,
39.83675,-34.072,0.5557318,21.376,0.033,,,,Braga,RRLyrae,,,,21.689,0.024,21.244,0.147,20.934,0.081,0.413946,0.26,0.04,0.41,0.04,,,,,0.28,0.06,0.3,0.03,,,,
39.872208,-34.020083,0.5104532,21.353,0.028,,,,Braga,RRLyrae,,,,21.627,0.026,21.163,0.086,20.901,0.066,0.373546,0.36,0.05,0.66,0.05,,,,,0.24,0.04,0.37,0.03,,,,
39.8875,-33.960306,0.46174616,21.389,0.027,,,,Braga,RRLyrae,,,,21.754,0.024,,,21.003,0.07,0.353489,0.66,0.07,0.74,0.04,,,,,,,0.25,0.03,,,,
39.899333,-34.117556,0.47121154,21.442,0.029,,,,Braga,RRLyrae,,,,21.743,0.026,21.29,0.041,21.099,0.103,0.36132912,0.39,0.05,0.56,0.05,,,,,0.48,,,,,,,
40.018208,-34.888556,0.547649,21.336,0.026,,,,Braga,RRLyrae,,,,21.518,0.019,21.074,0.101,21.054,0.098,0.409556,0.26,0.04,0.56,0.05,,,,,,,0.18,0.03,,,,
40.123792,-34.832667,0.53040093,21.346,0.024,,,,Braga,RRLyrae,,,,21.631,0.021,21.071,0.145,20.825,0.049,0.39631588,0.38,0.04,0.43,0.03,,,,,0.2,0.04,0.16,0.03,,,,
40.129625,-34.825083,0.54836918,21.247,0.025,,,,Braga,RRLyrae,,,,21.458,0.021,21.085,0.07,21.041,0.184,0.409456,0.55,0.06,0.72,0.07,,,,,0.18,0.03,0.36,0.04,,,,
40.135167,-34.860528,0.92749814,21.268,0.027,,,,Braga,RRLyrae,,,,21.543,0.023,21.124,0.215,20.997,0.038,0.390693,0.46,0.04,0.36,0.03,,,,,,,,,,,,
40.173208,-34.819694,0.45487919,21.391,0.029,,,,Braga,RRLyrae,,,,21.692,0.022,20.991,0.209,21.038,0.038,0.37556043,0.37,0.07,0.45,0.04,,,,,,,0.19,0.03,,,,
39.75375,-34.698611,0.443853,21.35,0.055,,,,Braga,RRLyrae,,,,21.691,0.029,21.216,0.024,20.911,0.187,0.390711,0.3,0.07,0.51,0.04,0.52,0.06,,,,,0.36,0.03,,,,
39.761375,-34.376111,0.504611,21.399,0.041,,,,Braga,RRLyrae,,,,21.671,0.024,21.119,0.066,20.98,0.143,0.376265,0.4,0.04,0.57,0.04,0.44,0.08,,,0.21,0.04,0.23,0.03,,,,
39.7615,-34.643611,0.538795,21.273,0.038,,,,Braga,RRLyrae,,,,21.568,0.026,21.117,0.037,20.693,0.073,0.402288,0.36,0.04,0.6,0.04,0.37,0.03,,,0.26,0.04,0.22,0.03,,,,
39.767833,-34.398722,0.518892,21.329,0.04,,,,Braga,RRLyrae,,,,21.637,0.024,21.051,0.04,20.936,0.194,0.386945,0.45,0.04,0.47,0.03,0.37,0.07,,,0.23,0.04,0.23,0.03,,,,
39.767458,-34.637389,0.5791228,21.266,0.045,,,,Braga,RRLyrae,,,,21.59,0.034,21.029,0.043,20.776,0.085,0.414201,0.41,0.04,0.55,0.06,0.33,0.05,0.2,0.08,,,0.15,0.04,,,,
39.770042,-34.338111,1.0322,21.337,0.046,,,,Braga,RRLyrae,,,,21.678,0.026,21.068,0.054,20.894,0.099,0.37757,0.58,0.05,0.52,0.04,0.44,0.07,0.41,0.12,,,0.24,0.03,,,,
39.7785,-34.36825,0.542329,21.169,0.03,,,,Braga,RRLyrae,,,,21.513,0.023,21.006,0.039,20.729,0.049,0.404526,0.34,0.03,0.44,0.03,0.32,0.07,,,0.23,0.05,0.29,0.03,,,,
39.780208,-34.55925,0.495334,21.451,0.047,,,,Braga,RRLyrae,,,,21.73,0.027,21.28,0.203,21.075,0.094,0.368629,0.49,0.07,0.47,0.04,,,0.41,0.11,0.39,0.05,0.29,0.03,,,,
39.781542,-34.450333,0.489709,21.426,0.041,,,,Braga,RRLyrae,,,,21.694,0.028,21.199,0.191,20.932,0.061,0.365162,0.54,0.04,0.52,0.04,,,,,0.23,0.05,0.44,0.03,,,,
39.78325,-34.718944,0.554887,20.932,0.037,,,,Braga,RRLyrae,,,,21.326,0.019,20.643,0.034,20.28,0.026,0.414059,0.32,0.05,0.38,0.03,0.23,0.05,,,0.17,0.04,0.19,0.02,,,,
39.78375,-34.755667,0.51232538,21.365,0.042,,,,Braga,RRLyrae,,,,21.629,0.026,21.154,0.1,20.903,0.042,0.377539,0.33,0.03,0.51,0.04,,,,,,,0.22,0.03,,,,
39.790042,-34.411111,0.559401,21.26,0.037,,,,Braga,RRLyrae,,,,21.55,0.023,20.968,0.048,20.729,0.086,0.418381,0.39,0.04,0.51,0.03,0.34,0.07,,,0.1,0.04,0.23,0.03,,,,
39.796292,-34.435444,0.516595,21.395,0.041,,,,Braga,RRLyrae,,,,21.651,0.023,21.16,0.056,20.961,0.086,0.385575,0.41,0.05,0.55,0.03,0.33,0.06,0.23,0.11,0.18,0.06,0.16,0.02,,,,
39.797542,-34.461944,0.52798839,21.348,0.051,,,,Braga,RRLyrae,,,,21.653,0.026,21.112,0.14,20.847,0.104,0.380843,0.38,0.04,0.39,0.04,,,0.35,0.08,,,0.31,0.03,,,,
39.798208,-34.6655,0.55471404,21.292,0.043,,,,Braga,RRLyrae,,,,21.625,0.024,21.15,0.123,20.795,0.091,0.41171884,0.48,0.04,0.37,0.03,,,0.36,0.1,,,,,,,,
39.804333,-34.574944,0.557393,21.267,0.036,,,,Braga,RRLyrae,,,,21.591,0.026,21.023,0.05,20.796,0.105,0.41565,0.47,0.04,0.56,0.04,0.33,0.06,0.36,0.15,0.24,0.04,0.26,0.03,,,,
39.809458,-34.380111,0.506208,21.395,0.037,,,,Braga,RRLyrae,,,,21.672,0.024,21.201,0.067,20.993,0.104,0.37742,0.42,0.04,0.54,0.03,0.31,0.07,0.53,0.12,0.23,0.04,0.23,0.03,,,,
39.816292,-34.358806,0.536982,21.411,0.064,,,,Braga,RRLyrae,,,,21.651,0.042,21.15,0.042,20.841,0.094,0.377936,0.43,0.09,0.55,0.06,0.42,0.07,0.36,0.11,0.31,0.07,0.28,0.04,,,,
39.818167,-34.462306,0.51992528,21.34,0.048,,,,Braga,RRLyrae,,,,21.663,0.027,21.185,0.046,20.969,0.082,0.387234,0.49,0.06,0.63,0.04,0.33,0.07,,,,,0.3,0.03,,,,
39.82525,-34.461889,0.497056,21.428,0.048,,,,Braga,RRLyrae,,,,21.7,0.029,21.224,0.115,20.941,0.073,0.370152,0.55,0.06,0.64,0.04,,,,,0.23,0.04,0.3,0.03,,,,
39.830917,-34.425444,0.51835669,21.298,0.037,,,,Braga,RRLyrae,,,,21.622,0.026,21.106,0.063,20.825,0.053,0.38645599,0.43,0.04,0.4,0.03,0.34,0.08,,,0.24,0.04,0.31,0.03,,,,
39.833958,-34.689028,0.54298409,21.32,0.048,,,,Braga,RRLyrae,,,,21.623,0.024,21.103,0.042,20.768,0.051,0.405049,0.33,0.05,0.49,0.04,0.32,0.06,,,0.16,0.05,0.23,0.03,,,,
39.836042,-34.363111,0.48409,21.393,0.051,,,,Braga,RRLyrae,,,,21.795,0.031,21.336,0.054,20.991,0.081,0.360673,0.61,0.06,0.53,0.04,0.54,0.09,,,0.15,0.05,0.3,0.03,,,,
39.842375,-34.515361,0.86865827,21.36,0.047,,,,Braga,RRLyrae,,,,21.65,0.026,21.132,0.045,20.835,0.101,0.379121,0.48,0.05,0.54,0.04,0.38,0.06,0.44,0.13,,,,,,,,
39.842917,-34.495944,0.50179657,21.354,0.053,,,,Braga,RRLyrae,,,,21.652,0.025,21.103,0.158,20.925,0.08,0.372578,0.51,0.04,0.52,0.04,,,0.37,0.08,0.11,0.06,0.2,0.02,,,,
39.84475,-34.580028,0.52895917,21.386,0.05,,,,Braga,RRLyrae,,,,21.664,0.028,21.201,0.062,20.945,0.193,0.394098,0.46,0.06,0.49,0.04,0.47,0.08,,,0.23,0.04,0.36,0.03,,,,
39.848792,-34.678833,0.36469755,21.251,0.047,,,,Braga,RRLyrae,,,,21.552,0.024,21.059,0.046,20.856,0.114,0.382269,0.48,0.06,0.52,0.04,0.32,0.06,,,,,0.18,0.02,,,,
39.857333,-34.555611,0.52352,21.355,0.05,,,,Braga,RRLyrae,,,,21.592,0.028,21.078,0.051,20.912,0.135,0.390365,0.48,0.05,0.63,0.05,0.39,0.07,,,0.3,0.04,0.27,0.03,,,,
39.859625,-34.651861,0.511808,21.236,0.042,,,,Braga,RRLyrae,,,,21.596,0.025,21.053,0.056,20.764,0.097,0.381021,0.34,0.05,0.42,0.03,0.33,0.07,0.43,0.11,0.13,0.04,0.26,0.03,,,,
39.860208,-34.427417,0.5391,21.329,0.039,,,,Braga,RRLyrae,,,,21.654,0.023,21.14,0.181,20.868,0.154,0.402161,0.38,0.04,0.47,0.03,,,,,0.24,0.05,0.31,0.03,,,,
39.861917,-34.565222,0.548331,21.28,0.041,,,,Braga,RRLyrae,,,,21.588,0.024,21.071,0.139,20.819,0.087,0.409301,0.34,0.05,0.45,0.04,,,,,0.16,0.06,0.25,0.03,,,,
39.885125,-34.560667,0.521803,21.315,0.046,,,,Braga,RRLyrae,,,,21.62,0.027,21.135,0.064,20.861,0.074,0.389267,0.41,0.04,0.51,0.04,0.4,0.13,0.43,0.12,0.26,0.04,0.28,0.03,,,,
39.887125,-34.611778,0.56080448,21.328,0.047,,,,Braga,RRLyrae,,,,21.64,0.026,21.163,0.047,20.836,0.051,0.409201,0.39,0.04,0.57,0.04,0.26,0.06,,,,,,,,,,
39.887958,-34.272722,0.520874,21.336,0.048,,,,Braga,RRLyrae,,,,21.693,0.025,21.105,0.041,20.838,0.083,0.389392,0.45,0.06,0.43,0.03,0.29,0.06,0.23,0.1,0.13,0.04,0.22,0.03,,,,
39.888042,-34.427444,0.560812,21.215,0.037,,,,Braga,RRLyrae,,,,21.565,0.022,21.03,0.095,20.767,0.099,0.418408,0.36,0.04,0.42,0.03,0.41,0.07,0.28,0.16,0.14,0.03,0.21,0.02,,,,
39.888042,-34.589278,0.51460542,21.254,0.043,,,,Braga,RRLyrae,,,,21.532,0.025,21.012,0.053,20.664,0.107,0.383961,0.47,0.06,0.56,0.04,0.29,0.06,0.35,0.1,0.18,0.04,0.2,0.03,,,,
39.89375,-34.38175,0.534993,21.267,0.049,,,,Braga,RRLyrae,,,,21.622,0.024,21.105,0.079,20.832,0.103,0.399223,0.4,0.06,0.45,0.03,0.34,0.17,0.42,0.12,0.16,0.04,0.22,0.03,,,,
39.894625,-34.38225,0.55631066,21.301,0.046,,,,Braga,RRLyrae,,,,21.641,0.026,21.119,0.234,20.811,0.083,0.405591,0.38,0.07,0.53,0.04,,,0.34,0.13,0.17,0.04,0.31,0.03,,,,
39.896792,-34.251917,0.5262395,21.276,0.043,,,,Braga,RRLyrae,,,,21.625,0.024,21.072,0.074,20.743,0.101,0.392755,0.41,0.04,0.39,0.03,0.31,0.06,0.42,0.1,0.17,0.05,0.18,0.03,,,,
39.897875,-34.555361,0.4990414,21.415,0.059,,,,Braga,RRLyrae,,,,21.726,0.041,21.198,0.123,20.99,0.109,0.27097496,0.46,0.07,0.58,0.05,,,,,,,,,,,,
39.89925,-34.267778,0.496261,21.447,0.058,,,,Braga,RRLyrae,,,,21.755,0.028,21.132,0.084,20.96,0.088,0.35679363,0.53,0.07,0.51,0.04,0.36,0.13,0.39,0.12,,,0.34,0.03,,,,
39.904583,-34.37375,0.51474501,21.337,0.043,,,,Braga,RRLyrae,,,,21.661,0.024,21.177,0.042,20.843,0.084,0.382051,0.46,0.04,0.48,0.03,0.32,0.05,0.28,0.08,0.18,0.05,0.31,0.03,,,,
39.905292,-34.40175,0.54366477,21.315,0.041,,,,Braga,RRLyrae,,,,21.589,0.022,21.003,0.138,20.737,0.093,0.405672,0.36,0.03,0.57,0.03,,,0.41,0.12,0.22,0.04,0.3,0.03,,,,
39.910125,-34.219083,0.49183496,21.336,0.05,,,,Braga,RRLyrae,,,,21.646,0.03,21.149,0.192,20.953,0.097,0.366929,0.55,0.05,0.53,0.05,,,,,0.2,0.05,0.36,0.04,,,,
39.909167,-34.674583,0.525143,21.272,0.048,,,,Braga,RRLyrae,,,,21.552,0.024,21.057,0.043,20.861,0.099,0.392051,0.43,0.05,0.53,0.04,0.32,0.06,0.26,0.1,0.13,0.06,0.16,0.03,,,,
39.910042,-34.631472,0.523204,21.343,0.05,,,,Braga,RRLyrae,,,,21.632,0.028,21.045,0.218,20.602,0.195,0.390472,0.4,0.07,0.53,0.04,,,,,0.14,0.04,0.31,0.03,,,,
39.914,-34.403667,0.516434,21.321,0.061,,,,Braga,RRLyrae,,,,21.663,0.027,21.175,0.215,20.792,0.136,0.385027,0.38,0.06,0.44,0.03,,,,,0.2,0.06,0.28,0.03,,,,
39.918167,-34.72475,0.486956,21.386,0.05,,,,Braga,RRLyrae,,,,21.646,0.028,21.186,0.131,20.881,0.1,0.362703,0.42,0.05,0.5,0.04,,,,,0.23,0.05,0.39,0.04,,,,
39.91925,-34.591694,0.32775335,21.414,0.068,,,,Braga,RRLyrae,,,,21.688,0.039,21.215,0.153,20.931,0.145,0.363032,0.54,0.07,0.68,0.05,,,,,0.2,0.07,0.34,0.03,,,,
39.9195,-34.652667,0.55992034,21.373,0.052,,,,Braga,RRLyrae,,,,21.627,0.025,21.148,0.057,20.849,0.102,0.415004,0.49,0.06,0.55,0.04,0.51,0.09,,,0.14,0.05,0.38,0.04,,,,
39.922417,-34.685972,0.52149973,21.38,0.047,,,,Braga,RRLyrae,,,,21.61,0.026,21.085,0.056,20.899,0.087,0.388468,0.35,0.06,0.49,0.04,0.34,0.08,,,0.34,0.07,0.42,0.03,,,,
39.922708,-34.639194,0.49298381,21.351,0.044,,,,Braga,RRLyrae,,,,21.696,0.028,21.065,0.045,20.954,0.093,0.363601,0.48,0.05,0.53,0.04,0.35,0.06,0.23,0.11,0.13,0.06,0.22,0.03,,,,
39.927083,-34.520806,0.53607576,21.256,0.059,,,,Braga,RRLyrae,,,,21.558,0.034,21.11,0.067,20.761,0.114,0.41223988,0.48,0.07,0.61,0.04,0.43,0.08,,,,,,,,,,
39.940542,-34.343194,0.4811755,21.379,0.061,,,,Braga,RRLyrae,,,,21.801,0.038,21.334,0.06,21.032,0.094,0.360766,0.51,0.06,0.5,0.04,,,,,0.21,0.06,0.35,0.05,,,,
