diaObjectId,dec,ra,i_psfFluxErrMean,i_psfFluxLinearSlope,i_psfFluxMAD,i_psfFluxMax,i_psfFluxMean,i_psfFluxMeanErr,i_psfFluxMin,i_psfFluxNdata,i_psfFluxSigma,i_psfFluxStetsonJ
604070726227460163,-34.55201038922743,40.53731806796704,728.837,-2058.843464237407,3987.88,-2146.64697265625,-11358.00390625,420.67718505859375,-26574.85546875,3.0,13105.009463991428,13.21926109766767
604070726227460348,-34.58458791830345,40.52258128073992,405.722,-606.7714404016531,264.036,9260.2138671875,5128.974609375,233.5369110107422,2503.43798828125,3.0,3827.083546915421,6.441577638970088
604070726227460289,-34.569748836794545,40.49755636068234,259.405,187922.89053883828,189.297,2555.192138671875,2361.040771484375,183.38169860839844,2176.597900390625,2.0,267.7065532068275,0.234178574318681
604070726227460164,-34.47957430739196,40.506653783954576,390.289,-125.04342835983655,864.417,-1203.03076171875,-3715.5986328125,173.6195831298828,-5720.17138671875,5.0,2052.641405316477,4.116721525011107
604070726227460337,-34.545313630507486,40.48115991618936,282.366,-113.83549794911607,167.466,2978.072509765625,2235.458251953125,161.81365966796875,1651.4697265625,3.0,722.440134338913,1.2474663913578472
604070726227460347,-34.57931017723307,40.52547060783984,273.641,-124.87623558550683,681.3,2913.33984375,2348.322998046875,191.3573303222656,1550.74072265625,2.0,963.5030785642202,2.552525772213251
604070726227460303,-34.613213638387734,40.51664777117605,328.272,-145.75368231987756,795.354,-1707.1514892578125,-2261.789794921875,223.8777008056641,-3297.85888671875,2.0,1124.7999876282336,2.3060510191316888
604070726227460304,-34.46106207911888,40.44740582845529,253.558,-446982.5143649255,137.581,1714.4141845703125,1585.460693359375,179.0279541015625,1439.2528076171875,2.0,194.56847556418248,-0.6404582028713264
604070726227460301,-34.5995858763687,40.40040561926823,253.674,546.045559014283,2892.14,4094.657958984375,-55.57205581665039,100.4685287475586,-2387.521484375,6.0,3282.545189608931,10.86284655793778
604070726227460199,-34.46910967962564,40.44652763746655,319.908,-1.2169958643840533,100.084,2822.486572265625,2633.017822265625,158.7783660888672,2355.362548828125,4.0,198.04663019163917,-0.5976894961205049
604070726227460218,-34.61737551908673,40.455337904762494,406.714,-597.0536701848105,3257.34,3404.578857421875,482.33697509765625,286.4443664550781,-3110.097900390625,2.0,4606.572112687611,10.190342611688608
604070726227460189,-34.57782902370723,40.52465156428971,374.571,-395906.14051606617,500.419,5814.56591796875,5311.34228515625,264.8585510253906,4813.72802734375,2.0,707.6992593293777,1.6022814808323578
604070726227460309,-34.53270651475724,40.48305253201565,255.371,209614.73048473315,277.752,2080.54541015625,1826.5897216796875,180.07650756835938,1525.041748046875,2.0,392.80040645149967,1.1349820596348694
604070726227460192,-34.60060115628828,40.39887667917229,355.231,-129116.45870197564,683.624,3567.421142578125,2807.206298828125,204.82083129882807,2055.923828125,3.0,756.8950019504938,1.2527976020190212
604070726227460306,-34.46278817277185,40.45306839948043,266.493,179116.15145737384,15.4761,2203.84375,1865.9764404296875,153.63943481445312,1710.1470947265625,3.0,280.67502574023416,-0.1306261207279319
604070726227460305,-34.46273175406307,40.45032601217983,349.63,-121.19560323498212,476.358,4434.04931640625,3796.567626953125,173.80186462402344,2741.246337890625,4.0,790.2048663899304,1.6142111314481842
604070726227460217,-34.55575936396451,40.415321297415225,217.201,-255107.949743448,46.6006,-1121.9053955078125,-1239.67529296875,125.1949234008789,-1450.5704345703125,3.0,177.8354474546522,-0.3384492894580348
604070726227460194,-34.584463364389926,40.46617507940445,659.428,-1344.0642872266255,6180.95,16058.318359375,6610.0615234375,329.609130859375,-5675.90771484375,4.0,9521.23792691088,12.59826072021298
604070726227460296,-34.58354285963061,40.51421183511796,293.153,-1926849.5176563668,315.614,2573.28955078125,2255.74072265625,207.2878570556641,1942.0611572265625,2.0,446.3458775600103,1.1479616593312114
604070726227460202,-34.581444952913266,40.42651440379559,343.476,343828.5146512632,138.741,-2031.1884765625,-2429.15283203125,198.2624969482422,-3095.776123046875,3.0,578.7612084653731,0.4175855643775801
604070726227460209,-34.463659562731,40.45350665188887,395.146,-245.19515243247295,1164.01,6295.2021484375,4593.83203125,175.92274475097656,2176.6435546875,5.0,1666.4036717701572,3.213005108229055
604070726227460297,-34.59411951691139,40.50248657279708,359.608,-440.2073077661248,49.8625,2939.547119140625,1549.388671875,206.7158203125,-1888.4656982421875,3.0,2773.172492155197,4.351859979743001
604070726227460207,-34.49831047891168,40.48786232391231,356.969,101495.3505380372,145.689,3665.41650390625,3403.094970703125,205.8836212158203,3053.78564453125,3.0,319.48372909792295,-0.2392208438358358
604070726227460203,-34.612535614997185,40.42238163156998,394.347,-99.92699365680276,545.501,3342.102294921875,2735.487060546875,277.527099609375,2251.099609375,2.0,771.4553972429298,1.512751323037647
604070726227460205,-34.57611636431882,40.47135041219799,480.667,-381.6970520973987,1831.6,7789.3974609375,5578.24462890625,277.3307189941406,2726.856201171875,3.0,2563.3003276609024,3.889821181038034
604070726227460299,-34.592758639687034,40.527490876353845,243.541,-194388.6690358652,168.547,1859.679931640625,1685.1138916015625,172.1268768310547,1522.585205078125,2.0,238.3619670545688,-0.0985896161004904
604070726227460213,-34.57687875444033,40.45070448492555,432.007,-536.2604081480256,1880.67,6442.474609375,2859.635986328125,215.8734588623047,-3131.76220703125,4.0,4196.434202949743,7.688086797267278
604070726227460212,-34.518373128795055,40.42574562307187,324.47,-3689902.6015501786,1804.71,1336.6414794921875,79.560546875,221.24069213867188,-2272.77099609375,2.0,2552.2400375861403,6.222505364621678
604070726227460298,-34.58873938332192,40.50928665533267,269.258,-256443.69265561245,50.9305,1494.8367919921875,1443.9864501953125,190.39390563964844,1392.9757080078125,2.0,72.026663224364,-0.9635577020004608
604070726227460321,-34.549302689981815,40.51607108639004,287.049,62996.16257839224,92.0809,2460.856201171875,2369.973388671875,202.9616241455078,2276.6943359375,2.0,130.22210374318965,-0.8911793294271726
604070726227460336,-34.53939668009366,40.46958300847498,309.266,52925.35747738893,38.1241,3585.795166015625,3545.165283203125,218.3294677734375,3509.546875,2.0,53.915683631033744,-0.9847026757965586
604070726227460335,-34.537074292651546,40.46639369167252,246.754,-50915.22997677106,70.6167,1436.46728515625,1360.237548828125,174.06710815429688,1295.23388671875,2.0,99.8670937651778,-0.91454737315484
604070726227460334,-34.55429144689431,40.56542514290629,469.931,-375.3933508660412,2048.72,-3940.31689453125,-5760.79541015625,330.7377014160156,-8037.7666015625,2.0,2897.334473412629,5.202727028940584
604070726227460333,-34.45835010144123,40.510062217676186,277.648,1397708.9686914624,324.709,-1550.91259765625,-1868.4190673828125,196.2905120849609,-2200.330322265625,2.0,459.2076768940269,1.3140228544747092
604070726227460332,-34.503353471832824,40.44890218328535,409.03,57.21084248149969,331.085,-2586.09619140625,-3046.43505859375,233.9312896728516,-3508.133056640625,3.0,467.08198999936417,0.2584155787406921
604070726227460331,-34.484395252542754,40.456281452521225,244.898,285.31331974344937,1557.27,1981.8619384765625,-85.43722534179688,165.92218017578125,-1132.68701171875,2.0,2202.318683020548,7.1230831316954895
604070726227460327,-34.583769420827984,40.53847814788461,391.534,-641.4802364263049,3501.39,9301.080078125,6176.181640625,275.6511535644531,2298.294921875,2.0,4951.716871176872,11.427679474013496
604070726227460326,-34.545918697520044,40.55134259259641,794.109,-1865.2267781779296,4927.16,-2483.044677734375,-11397.0908203125,458.282470703125,-25267.5703125,3.0,11988.16882058499,11.221490670472065
