diaObjectId,dec,ra,g_psfFluxErrMean,g_psfFluxLinearSlope,g_psfFluxMAD,g_psfFluxMax,g_psfFluxMean,g_psfFluxMeanErr,g_psfFluxMin,g_psfFluxNdata,g_psfFluxSigma,g_psfFluxStetsonJ
579577386731831548,-72.12738815940153,5.17576618050106,750.426,2040943.820153911,2383.38,-1617.012939453125,-5797.314453125,433.2586975097656,-9079.7802734375,3.0,3811.683486121176,3.69474890450664
579577386731831338,-72.13673915361947,5.256157509858429,498.714,-46.51099813430374,697.796,-1514.570068359375,-3667.555419921875,202.99188232421875,-4829.69482421875,6.0,1278.9969853119476,1.817748295581339
579577386731831553,-72.13032548281967,5.268453484205291,478.986,19356769.295415778,1743.38,5781.0732421875,3986.33984375,338.5838317871094,2294.304931640625,2.0,2465.517516814057,4.395335590707531
579576081061773828,-72.4701963559719,5.097005677808777,422.486,912.908732934025,2890.64,5505.7734375,1879.597900390625,242.6317138671875,-1933.9952392578125,3.0,3750.5676064627,7.182057251289656
579576081061773702,-72.43529205779062,4.963927420428419,436.069,-59.44856996782682,1201.46,-4035.489013671875,-5489.87744140625,250.1980438232422,-7503.70751953125,3.0,1761.1658591361977,2.937181637878199
579576081061773704,-72.36288221993112,4.982053403847339,354.852,-19.93004560964412,416.972,-1010.4244384765624,-1992.2640380859373,176.9535369873047,-2732.46044921875,4.0,757.7210460546067,1.2319953673855344
579576699537073146,-72.21339230473207,5.28736257625471,1684.07,4339.057282887907,9672.96,83072.1171875,56630.3046875,971.6820068359376,39039.36328125,3.0,23141.03415240372,10.170286322241962
579576012342299100,-72.46694303213178,5.179988855067808,297.459,49.807231259899886,149.707,2056.63330078125,1931.5565185546875,208.1793212890625,1757.218505859375,2.0,211.71823187683728,-0.7006480358691145
579576081061773673,-72.43063723746216,4.951068303957893,371.335,-223.47719155769505,333.389,-2344.111328125,-3302.826171875,213.18150329589844,-4883.333984375,3.0,1379.8854032667443,1.9565297956744545
579576012342299096,-72.47481516424787,5.22374099579848,315.252,-23.571780467046235,70.8625,2284.2509765625,2201.475341796875,220.5299072265625,2142.52587890625,2.0,100.21477761706004,-0.9484604463867792
579576081061773681,-72.39750665678591,4.806582083719304,439.808,466.0991032608004,1552.14,3483.691162109375,-1030.5599365234375,252.69021606445312,-4570.31884765625,3.0,4272.98796881434,7.709914007800195
579576012342299084,-72.4147835887293,5.217229182476175,325.812,113.58722836587398,341.32,-1372.4990234375,-1630.8594970703125,225.1697235107422,-2055.13818359375,2.0,482.69877924997405,0.6582753603563425
579576012342298981,-72.32406112111278,5.216191806477271,296.8,23.53335903341353,12.7224,2430.157470703125,2247.756591796875,171.3104705810547,2154.91064453125,3.0,155.37145977003524,-0.8426199150718044
579576012342298999,-72.41285563278441,5.227991078868651,351.574,-770.3164571253168,2315.73,2099.818359375,-769.9017333984375,243.15354919433597,-2531.647705078125,2.0,3274.9410610101763,7.726524525797298
579576081061773686,-72.38364419701202,4.800178251594301,362.103,-191.94938881771668,686.116,-3468.038818359375,-4275.25,208.4555511474609,-4943.11962890625,3.0,738.1377572908274,1.1904692726278143
579577386731831302,-72.14636582728508,5.286436917723536,282.092,-772940.1320902229,351.59,2214.69580078125,1854.2587890625,199.42202758789065,1511.5155029296875,2.0,497.22355700761614,1.4446974360047775
579576012342298574,-72.4108523376359,5.253036648136856,299.434,-55447.55502570165,125.506,1966.58056640625,1842.0853271484373,211.72689819335935,1715.569091796875,2.0,177.49191585192395,-0.8053817407338926
579577386731831305,-72.14557323096803,5.293010259331782,254.548,-117.13629306938074,1094.22,-341.8408508300781,-941.1180419921876,128.49526977539062,-2586.578125,3.0,1122.4862684791915,3.843943922437628
579576012342298578,-72.38468785683322,5.16696208715856,474.843,-116.3862914158681,349.798,11779.76953125,11311.689453125,320.7451477050781,11080.1728515625,2.0,494.6895563026242,0.04300050906312
579577386731831307,-72.14326738054719,5.245766069532764,595.347,-355.6585474690711,719.649,9327.7607421875,7088.0283203125,335.32830810546875,4892.580078125,3.0,2380.2624250195936,2.960313601717647
579576012342298564,-72.40354236574078,5.235302568529637,424.94,-492.7173993550083,1481.49,4965.28466796875,2744.176025390625,269.5052185058594,2002.3138427734373,2.0,2095.136762953506,3.294637099193504
579577386731831308,-72.14356177626797,5.282126244846951,483.72,306.7988640594321,1280.52,3539.380859375,622.8782958984375,196.90399169921875,-1606.0513916015625,6.0,2248.023788859937,3.539413053242468
579577386731831309,-72.14114828934467,5.229342076305645,340.273,-32.246051531289126,265.554,-642.3740234375,-1389.0513916015625,192.84202575683597,-1768.8997802734375,3.0,588.9045801732952,0.4605850569965157
579577386731831312,-72.1417032963989,5.25590400291355,394.778,46.4501869107438,76.9453,-871.4451293945312,-1229.2105712890625,195.91212463378903,-1831.7967529296875,4.0,436.9194679822576,-0.1514614091413302
579576081061773753,-72.33676385596685,4.686600617169874,492.881,4786043.57289538,9566.15,-5084.5498046875,-13746.9501953125,347.3492736816406,-24216.859375,2.0,13528.58583692825,25.672082385510755
579576081061773751,-72.3539137203708,4.86343806644618,309.668,2302222.5867018383,7.99475,1623.3751220703125,-382.2643127441406,177.4451141357422,-1729.5859375,3.0,1933.5292165995904,4.149441389708167
579576081061773752,-72.34966820071296,4.867077689556639,322.027,276999.2999484494,297.78,1819.886474609375,-354.9316711425781,184.4917755126953,-1972.10791015625,3.0,2108.610548166915,4.482448497939882
579577386731831297,-72.14744378684946,5.250901105191079,320.937,178.4685714991943,965.639,1840.28076171875,-665.651611328125,140.6392822265625,-2186.62158203125,5.0,1541.3638220583075,2.896715141151584
579577386731831298,-72.1467858595934,5.273867570213975,585.539,-372449.9660616728,3542.64,-5965.44384765625,-10635.0341796875,261.8357238769531,-15813.9794921875,5.0,3794.340706086122,4.68091112832074
579577386731831299,-72.14405796473683,5.228938583993067,407.875,281.329141151908,286.192,1357.11083984375,-842.3949584960938,202.9881591796875,-2004.580810546875,4.0,1521.862797180533,1.8621167400284293
579576699537072939,-72.25043669568326,5.233364467183911,2917.73,41550588.813798524,25387.4,888256.875,807114.625,1684.3623046875,755193.375,3.0,70645.30115368644,18.112294478671192
579577386731831328,-72.1403518909833,5.28088725297228,326.826,256.1892397501798,770.434,1659.7618408203125,1046.8570556640625,227.4225311279297,118.89474487304688,2.0,1089.557572451534,2.3350273898778666
579577386731831329,-72.14077816470402,5.271002454674113,391.789,344.9306515914868,288.747,2161.960693359375,-94.54395294189452,224.8018341064453,-1597.0113525390625,3.0,2091.8773681466314,3.320094728306916
579576012342298528,-72.42439380431728,5.231312342006769,314.945,-85.67532907678256,614.077,3705.500244140625,2713.58544921875,179.9574737548828,1645.033447265625,3.0,1057.8797652826868,2.4850009157225896
579576012342298522,-72.34603806868516,5.275742526141741,285.122,-2981671.645925773,219.566,2040.4844970703125,1815.8251953125,201.5708465576172,1601.353271484375,2.0,310.51266744257595,0.4271688847828598
579577386731831335,-72.1379175734727,5.275082728801163,644.478,-1039023.545645548,1913.57,7073.34521484375,713.053955078125,288.2112121582031,-2575.197021484375,5.0,3950.908155698787,4.715681448417688
579577386731831316,-72.14137944574108,5.293503400299581,360.97,159.56208919540603,699.57,4939.1474609375,3015.240478515625,178.34759521484375,1821.887451171875,4.0,1360.7419219065034,2.571882049910616
