diaObjectId,ra,dec,g_psfFluxMean,r_psfFluxMean,i_psfFluxMean,g_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,g_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,g_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,g_psfFluxMAD,r_psfFluxMAD,i_psfFluxMAD,g_psfFluxNdata,r_psfFluxNdata,i_psfFluxNdata,nDiaSources,Region,Class
579583915082121525,7.3535884390348345,-72.22912852749285,2547.851806640625,7081.205078125,6912.53173828125,,11309.498279485264,9132.99480358027,0.0,14873.1,924.684,,30.792938443149005,15.387652200929713,0.0,10557.5,119.558,1.0,14.0,3.0,18,47,RR Lyrae
579575943622821082,6.130545897044335,-72.470369513098,-1671.506103515625,2118.0498046875,616.7496948242188,10797.35861730576,6742.034191804132,5754.89578545267,5936.57,7784.43,1295.8,31.359475984928142,18.700457334974594,12.297333318699254,9785.33,6547.54,877.987,6.0,20.0,7.0,33,47,RR Lyrae
579575943622820400,6.204066104390644,-72.44527099815494,-546.7649536132812,11600.3232421875,15824.5908203125,7442.443462578545,8315.43919577885,532.4675811136691,2729.15,8218.05,3.65324,21.916320254326276,20.03982435492479,0.0849635517391267,6661.4,8348.12,297.445,6.0,13.0,4.0,23,47,RR Lyrae
579575943622820639,6.189965643869846,-72.40925725084783,722.380126953125,-1499.5447998046875,-2425.275390625,2587.537772036702,5724.9834574430215,5689.725805867898,252.836,8539.89,2157.86,5.754541081982252,14.830120427051593,11.927216738072145,137.013,5648.07,5395.3,5.0,28.0,13.0,46,47,RR Lyrae
579575943622820700,5.742526871893774,-72.40803852896842,850.4437255859375,-5900.01611328125,-2725.8212890625,3617.217596163244,19448.74941908314,15151.946922480001,321.395,64883.7,13819.8,8.764028834446941,55.48940667504449,28.745481430115333,223.823,9699.88,3627.18,3.0,18.0,11.0,32,47,RR Lyrae
579575874903343319,6.635536785604163,-72.34698447230583,-1289.5426025390625,3684.148681640625,5210.2001953125,1312.2325220882624,1279.227096132185,,185.082,114.017,0.0,4.838807052521808,2.41746737090578,,385.073,418.611,0.0,5.0,6.0,1.0,12,47,RR Lyrae
579583983801598676,6.9678509681005485,-72.27769908533114,,-13132.189453125,,,417.6554459997588,,,4.34995,,,0.2554016626625991,,,282.121,,,4.0,,4,47,RR Lyrae
579583915082122929,7.141261981791081,-72.16915659182797,,,,,,,,,,,,,,,,,,,3,47,RR Lyrae
579583915082121417,7.2526964650721055,-72.16547197084435,-4273.51806640625,2343.88916015625,2599.393798828125,,1039.8608571400976,,0.0,10.4471,0.0,,2.3591602239875424,,0.0,735.293,0.0,1.0,2.0,1.0,4,47,RR Lyrae
579583915082121454,7.217666139358351,-72.15863137269268,-17803.17578125,2011.809814453125,-2326.461181640625,15695.019338245538,14405.047474073965,10436.032109310388,4514.89,35758.8,5768.4,38.06720999912612,29.507046109892492,18.996528155002977,13563.2,1289.04,2279.06,4.0,21.0,10.0,35,47,RR Lyrae
