diaObjectId,ra,dec,g_psfFluxMean,r_psfFluxMean,i_psfFluxMean,g_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,g_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,g_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,g_psfFluxMAD,r_psfFluxMAD,i_psfFluxMAD,g_psfFluxNdata,r_psfFluxNdata,i_psfFluxNdata,nDiaSources,Region,Class
604062136292868436,39.721231771808284,-34.822228701898624,,1255.7464599609375,-1176.4818115234375,,4756.755742704064,6837.252163599385,,1624.99,955.788,,16.132358097692208,11.674339206092148,,812.437,948.742,,5.0,4.0,9,Fornax,LPV
604062136292868111,39.731093226059045,-34.821301256909834,,30657.326171875,-24979.875,,11864.569939162035,14538.944563621286,,773.749,212.709,,10.654765673913388,8.058605768988926,,4195.24,13860.8,,5.0,3.0,8,Fornax,LPV
604062823487635476,39.73750813909616,-34.77613843696847,,-1975.4864501953125,7770.81982421875,,5815.5903200617995,11218.910108387503,,1489.38,1547.1,,11.56144629574849,12.22178804619628,,5719.52,4961.6,,9.0,6.0,15,Fornax,LPV
604062823487635481,39.74958958890967,-34.757470327175724,-2282.761474609375,2336.666015625,323.0459289550781,,15395.788292142748,15792.817602567296,0.0,5039.05,1727.77,,23.183274522120378,12.1744547826422,0.0,11159.5,1777.9,1.0,9.0,6.0,16,Fornax,LPV
604064197877170578,39.751273656317615,-34.37594353810525,-701.5479125976562,2871.048828125,,764.0578002929688,2261.052383756376,,8.08931,107.278,,1.8475437810758626,3.0244039690497537,,540.27,2027.55,,2.0,8.0,,10,Fornax,LPV
604064197877170214,39.796922891235695,-34.44081304033795,1671.8553466796875,-3994.01025390625,9752.5048828125,1243.9615478515625,12246.309594078959,22301.735256591353,13.633,10688.6,4212.34,2.8766768366941617,14.699487011819636,22.781848683113033,879.614,2509.96,8118.1,2.0,21.0,7.0,30,Fornax,LPV
604062136292868158,39.79703710147398,-34.88392927345871,,-2512.483642578125,-10700.67578125,,7980.221224994452,20278.8057541152,,216.582,1218.29,,8.09795193224823,16.81871997848537,,6749.94,13818.5,,3.0,4.0,7,Fornax,LPV
604062823487635461,39.800106556399456,-34.62818031269477,-2735.6259765625,-3504.249267578125,-6002.7724609375,,5162.00698732247,9669.05842096987,0.0,1708.34,927.203,,6.90485299119927,6.920775938281733,0.0,971.062,2016.47,1.0,17.0,8.0,26,Fornax,LPV
604062823487635493,39.80118710486327,-34.74410237088674,1825.546630859375,7521.9189453125,-1436.664794921875,906.5633740625701,14937.705855325372,18809.814528511655,8.51378,5803.96,3206.46,1.8467812506821173,25.707985194590712,17.664072553243397,641.037,13524.9,1996.41,2.0,10.0,6.0,18,Fornax,LPV
604062754768158954,39.8102759649969,-34.661586937049016,2085.685302734375,-9583.3251953125,-9240.0146484375,810.6508178710938,17166.87597212306,26247.739075278554,17.9957,15798.8,4933.38,1.9429071850963877,27.532244144749352,16.009466044027437,457.978,3179.3,2054.49,3.0,15.0,8.0,26,Fornax,LPV
604062067573391466,39.81593128641304,-34.80578743439112,1636.975830078125,-1429.734619140625,-689.2401733398438,921.5001831054688,22928.32076472242,33509.16343761593,7.62515,12793.3,8182.86,1.9836191598633068,32.50546841294086,27.124823852900086,651.599,11715.9,6357.92,2.0,10.0,7.0,19,Fornax,LPV
604063441962927329,39.819881362006974,-34.542049086625745,-302.4353332519531,9655.6416015625,2921.7470703125,1372.48193359375,27162.394204198154,29619.351632707097,29.8024,43936.3,11506.9,1.833394915770404,41.3906800901593,25.069972183996157,220.096,3213.29,4119.89,3.0,17.0,10.0,30,Fornax,LPV
604063441962926194,39.82364453731942,-34.57734858016917,87.59451293945312,2554.235595703125,-753.5802612304688,,6229.243806817867,14808.163125043822,4.83884e-16,2126.81,2731.38,,8.64074300354217,13.370787698386987,0.0,3052.25,7379.77,1.0,14.0,10.0,25,Fornax,LPV
604063441962926218,39.836232589199746,-34.55084114699588,-650.3555297851562,564.9044189453125,-459.6080322265625,723.7083740234375,1666.0261986299727,7222.308609414787,13.0118,209.464,603.897,1.6285011522765924,2.647037017458447,5.9741302164778824,604.109,1450.92,4859.42,3.0,17.0,12.0,32,Fornax,LPV
604064129157693466,39.83890160484816,-34.391457183678895,-7.0427470207214355,5999.48681640625,-2804.79248046875,1939.3021240234375,14325.8271484375,23528.704982741172,51.3575,10913.5,7431.08,6.091955594264316,16.488986423326075,25.25119191792137,1371.29,3369.97,7292.08,2.0,19.0,11.0,32,Fornax,LPV
604063441962926277,39.845530555408224,-34.46938155963651,7.639153957366943,-1331.668212890625,1317.909423828125,,2412.143511714416,7435.457961543422,0.0,761.986,480.584,,4.9153581348153,5.093542287958512,0.0,1921.64,2298.84,1.0,21.0,9.0,31,Fornax,LPV
604063441962926266,39.84739583200602,-34.485262052328935,110.07018280029297,296.6126403808594,-1781.95947265625,,3943.955588677619,12169.28119562504,2.99694e-14,789.524,1683.5,,5.405411822791299,10.009689344024766,0.0,2886.55,7182.95,1.0,20.0,12.0,33,Fornax,LPV
604062754768158741,39.85097692683211,-34.63412022535152,-309.6614074707031,2137.558349609375,-18405.935546875,1857.3515625,5793.854964774359,19404.85180782877,25.8033,2093.96,3699.65,3.974538274237503,8.785205466743378,12.845547421944985,1313.35,2228.58,10797.2,2.0,20.0,11.0,33,Fornax,LPV
604062754768159026,39.85563929339103,-34.7432131735197,2502.46728515625,-141.94967651367188,23914.251953125,,5846.356525204494,11065.714945159174,0.0,1211.97,1031.44,,8.87052234551099,11.30350718619115,0.0,4237.64,7907.64,1.0,14.0,6.0,21,Fornax,LPV
604062754768158769,39.85743852624963,-34.70614594140356,,-8115.77587890625,-8092.7060546875,,9740.925338008381,19973.797460507423,,3846.3,2877.67,,11.257901309269846,21.087043162439823,,2565.83,8790.98,,17.0,5.0,22,Fornax,LPV
604064129157693460,39.87431910827001,-34.45642617796842,,-5132.900390625,-435.9085693359375,,10107.4208984375,18923.920959873565,,5793.45,3606.23,,9.364631290436684,14.722381515176023,,1110.68,7378.58,,23.0,11.0,34,Fornax,LPV
604064129157693530,39.8777018589508,-34.40218151288485,,-4202.91455078125,-8433.501953125,,12729.58984375,19037.65301740077,,9572.42,4800.03,,13.53230383106802,15.913188228505994,,3715.1,5886.54,,21.0,11.0,32,Fornax,LPV
604064129157693567,39.88103340825476,-34.38295246934403,,-4928.267578125,22841.2421875,,14292.4287109375,18853.12781937,,11212.5,2599.18,,14.871361409111357,11.164024895085152,,3543.15,4687.69,,19.0,8.0,27,Fornax,LPV
604063441962926086,39.88243627685106,-34.61110187886298,-44.90635681152344,-6489.26220703125,3261.816162109375,1019.9458618164062,11845.011986447538,30957.092074925746,63.3985,10856.2,10121.9,5.221357688482497,16.452164128525865,31.17037353070018,721.211,3438.35,15078.3,2.0,19.0,9.0,30,Fornax,LPV
604064129157693958,39.88328143756529,-34.3231978423016,,-2011.6943359375,4020.3818359375,,6505.91015625,13614.39921757193,,3137.44,3393.66,,9.753682999547124,14.365722157031062,,2430.12,3935.76,,18.0,9.0,27,Fornax,LPV
604063441962926087,39.89335628241844,-34.620614299492935,110.8335952758789,1945.240478515625,-207.30679321289062,642.2288818359375,3130.310135166422,12276.332854157497,65.4738,713.479,1576.98,4.428986660603063,4.183488848074029,9.862695152406559,366.697,1805.84,7283.41,3.0,20.0,11.0,34,Fornax,LPV
604063441962930156,39.90289089861722,-34.50685725616281,,1983.7518310546875,,,,,,0.0,,,,,,0.0,,,1.0,,1,Fornax,LPV
604063441962926133,39.90571743266283,-34.60748602344956,,-228.65057373046875,9908.3740234375,,1892.3841922609101,9801.599431911953,,481.332,1332.06,,4.306157602004534,9.811244079150557,,1555.29,5581.29,,19.0,10.0,29,Fornax,LPV
604064129157693595,39.914280884079446,-34.41607104934564,,-2428.67041015625,-6958.9345703125,,3856.73193359375,13171.869697096,,756.656,2409.96,,4.750822699087379,12.320436317369545,,1583.83,3457.86,,16.0,9.0,25,Fornax,LPV
604064129157694036,39.91523602643856,-34.3311825595521,,-4700.44921875,5295.8154296875,,7740.97216796875,20214.67532661328,,2648.87,3652.18,,7.522172780297448,14.37055860434971,,3363.18,4535.54,,20.0,10.0,30,Fornax,LPV
604063441962926137,39.915964419621005,-34.60483906491815,,-105.29265594482422,-10066.125,,3243.56964607438,5202.639289319775,,1324.01,597.03,,5.786009093404394,6.582368075816973,,1153.75,3318.63,,18.0,10.0,28,Fornax,LPV
604063441962927825,39.9205811478671,-34.549051662500645,,599.2857055664062,-9851.31640625,,3485.516299552184,12940.942251869217,,145.533,176.407,,6.001811127984972,12.37830802646509,,2203.61,9150.63,,3.0,2.0,5,Fornax,LPV
