decl,diaObjectId,iPSFluxChi2,iPSFluxErrMean,iPSFluxLinearSlope,iPSFluxMAD,iPSFluxMax,iPSFluxMean,iPSFluxMeanErr,iPSFluxMin,iPSFluxNData,iPSFluxSigma,iPSFluxStetsonJ,iPSFluxSkew
-44.5188528,1250804427757981927,297241.7800284,1222.8000143,-6556.7485436,284567.1150367,71488.6960861,-388118.0233061,579.4572969,-682910.6127474,4.0,381508.1085736,277.426685,-0.19523
-44.5806008,1250804427757980505,6.4567131,653.1113525,-9.6905163,497.4123386,3757.3000265,2785.4576888,376.1153992,1572.7587891,3.0,1144.9922397,0.7958924,-1.3716213
-44.5586393,1250804427757980419,18905.6855459,896.1495315,5270.811429,8255.8824,410973.7894304,345945.7050059,509.9866487,265299.7208784,3.0,81825.8839732,75.346577,-1.7122356
-44.6128052,1250804427757980948,20357.1680734,953.2600936,791.6495073,30248.442373,-162761.8491533,-289246.4976518,546.2165555,-351275.179397,3.0,101242.2990308,74.6520613,1.5597384
-44.6579923,1250813223851000981,17688.417863,595.6413713,-2542.3514862,46152.430326,151269.626775,84551.3006503,341.1712749,38090.5529758,3.0,56909.4609977,76.0907518,0.5419705
-44.6514603,1250813223851000983,56.7227496,469.7914377,20.3539093,2361.136132,2342.2088472,-121.3402267,269.6864134,-2447.0356088,3.0,2394.700271,3.9663223,-0.0419466
-44.6580677,1250813223851000992,3290.4192986,539.8350339,-89.6063134,9622.5184652,54327.3026721,30205.8786806,269.9110803,11602.16819,4.0,17917.4003589,25.9834949,0.8346623
-44.6291744,1250813223851000956,4.2087238,382.0413063,2.5060723,283.339011,-1695.5953275,-2067.9079307,216.9083924,-2788.6391393,3.0,567.2518009,0.4074808,-1.2587208
-44.6534182,1250813223851000931,39.3881728,672.9265209,-5.5895194,1685.0534905,321.1103472,-2077.2108007,299.6575575,-4847.5353075,5.0,2104.7227222,2.3141657,-0.5928131
-44.6551518,1250813223851000934,135.4430422,450.8215195,133.4229256,700.8060809,3773.5111294,901.9786171,212.5283512,-1847.9835045,4.0,2546.7537289,4.7890491,-1.7047754
-44.6219474,1250813223851000945,6.121717,482.559245,3.124058,132.570843,-1980.4935447,-2708.2331491,229.5959595,-3298.7916094,4.0,605.0812857,0.0570707,1.8110935
-44.62873,1250813223851000946,81.5058501,1026.0809374,-1.3277148,1525.8406107,5265.8489247,1876.4846559,307.1709152,-3490.1978244,11.0,2740.8755305,1.4830062,-1.0793993
-44.6440557,1250813223851000950,40.1733605,439.7322235,-2.710988,1888.7911015,-99.4942286,-2395.9458018,250.2448855,-4289.1145323,3.0,2098.1843394,3.2587409,0.2933054
-44.6252075,1250813223851000952,168.3078945,860.4835069,-0.1689793,2016.0440456,3913.0872383,-2009.0399514,256.6713205,-7180.5117777,11.0,3445.9236257,2.7382795,0.6543898
-44.6466654,1250813223851000953,6.3874722,419.2110103,-0.5662559,257.4455416,3066.1378433,2552.2164331,119.2933618,2131.1809226,12.0,306.6274074,-0.4456229,-0.0274393
-44.6325365,1250813223851000955,191858.7694259,1325.1008377,-173.3249471,6301.6463674,74684.2195858,21370.8766123,243.6231131,-359150.4620783,29.0,84224.6294191,25.7471016,-4.2377168
-44.6323786,1250813223851000935,287.6274234,967.7757564,3.0253415,1923.4156217,11743.6949276,3733.8372448,220.8361961,-4039.8082228,19.0,3830.9090386,2.3779686,-0.2623225
-44.6507793,1250813223851000939,63968.3624596,1241.2474967,-97.7728815,5306.2841597,33662.4871894,-397.7844503,246.8354755,-180679.1405057,25.0,56145.7586418,18.8700767,-3.2309309
-44.6306454,1250813223851000940,182.5384114,744.9645557,8.7366255,2625.1188134,4443.4411689,358.053923,220.832523,-3030.5709798,11.0,3007.9876499,3.2664758,-0.0017446
-44.6314059,1250813223851000942,85.8893759,666.30055,0.5502283,667.4931912,1766.3388258,-2648.8499667,199.5314624,-4581.733676,11.0,2029.3141873,1.5151879,1.0486054
-44.6579949,1250813223851001135,51746.9841187,607.621476,196.8984601,14930.77904,85291.9549563,36908.5898439,207.7983791,-26316.18814,8.0,45696.7250988,63.7121658,-1.2670388
-44.6140883,1250813223851001044,56374.352944,462.0827111,-109.4331127,31886.6639002,64697.3789524,-19663.5884047,182.7517482,-64714.0076688,6.0,54150.8485554,85.5747448,0.6952775
-44.652149,1250813223851001038,2.2805505,462.7055904,0.142627,224.5692969,3195.1742265,2681.742252,173.0598021,2404.5596741,7.0,288.2425886,-0.6667694,0.7578874
-44.5867173,1250813223851001041,1518107.962402,1186.6083204,44.1538019,92809.521578,2195991.910557,48348.5295559,375.5383414,-166618.5868328,7.0,890530.9529371,341.1039848,1.6888323
-44.6581453,1250813223851001043,23731.270347,561.4171883,91.6753313,31614.4067384,43576.5757619,-21352.1766107,278.1818133,-78145.8502067,4.0,49743.2890844,65.4664218,0.0216278
-44.631632,1250813223851001032,7.5845443,536.8339033,1.4189052,345.1654654,1252.9818817,45.2931134,309.6316694,-702.3496985,3.0,1043.6391222,0.6592883,1.521354
-44.6032849,1250813223851001034,133156.0821585,988.0808249,-499.6980878,89940.7006854,443859.7334039,236673.5279534,395.7977674,50643.8761706,6.0,153912.6152323,135.570615,-0.6138218
-44.6141721,1250813223851001035,59951.755415,578.4271222,757.06356,17782.224613,205788.4438165,36086.2735477,312.2543924,-5962.5261352,3.0,117458.1875647,119.0830286,1.6874976
-44.6140465,1250813223851001076,13565.8498704,561.2805822,-11850.1781846,14658.9584614,120580.0036509,58035.17928,320.4437898,29259.7648384,3.0,49042.8774731,60.6974081,1.559592
-44.4865002,1250813223851000740,3931.8170962,612.4489574,-22.8560032,8836.4986069,-147148.4450418,-171422.4666724,268.5303886,-190259.41583,5.0,17856.5280927,24.782388,0.8503047
-44.5950184,1250813223851000716,115.9171557,534.5212295,-0.0306796,806.545727,5189.1417406,3470.2221271,110.3121114,325.185446,23.0,1283.7464814,1.2492503,-0.9752395
-44.5087753,1250813223851000751,308076.0695328,1199.7941871,-584.1315206,297471.7708051,929140.4933129,404954.5886585,565.1722538,100786.2371717,4.0,382127.8112225,279.3751652,-0.1595032
-44.6143515,1250813223851001916,41472.6512255,526.1649111,-811.6104895,30160.1236225,110427.6638331,11243.0111152,260.8136016,-43841.2378588,4.0,66363.1075812,95.0653855,1.2049849
-44.5141358,1250813223851000775,16895.1156279,438.3320818,-69.2443557,31109.5576138,12551.2745316,-40303.3267247,244.7873032,-68152.2962602,3.0,40703.065111,74.9905328,0.6655845
-44.5174668,1250813223851001440,83.1934705,475.3070464,-15.670461,1090.0829921,3440.4080267,960.7474409,273.2413127,-2142.9512286,3.0,2959.496384,4.7949421,-1.4714563
-44.5400402,1250813223851001685,67.9351099,700.047683,31.2743582,892.3816767,3858.445735,1484.7223924,396.9139912,-4166.7208448,3.0,4398.4138081,3.6555586,-1.6521867
-44.6582224,1250813223851001769,52760.3189824,535.5242361,110.2925904,15733.7206328,31847.3878795,-98291.3955176,235.1524796,-135202.0080403,5.0,68419.8907366,80.8863868,2.047707
-44.6550288,1250813223851001210,207.5610291,393.2930125,19.052759,1787.5818581,4728.1435768,-567.0203625,221.9443393,-3480.2214972,3.0,4316.6183368,7.3965892,1.4039187
-44.6581447,1250813223851001167,19102.5639317,498.3548997,35.4277702,18274.8786271,-32224.2638471,-89650.2081206,196.9840283,-115392.5332737,6.0,30702.0640503,49.5746741,0.9839328
-44.6143972,1250813223851001393,37260.2288355,814.9607575,98.6608027,66695.4683684,339236.4063327,231497.9572203,354.1559491,157679.1669171,5.0,76209.1853474,78.5193824,0.1656373
-44.5294114,1250813223850999954,142.7940345,756.1982267,-0.8971722,856.3264533,1296.4894312,-3498.6721872,172.4562132,-7759.9336854,19.0,2152.2830665,1.3943712,0.1130753
-44.5189901,1250813223850999955,162.5001134,575.617181,-1.2862322,2309.7952106,4276.459698,-371.4220899,233.3779214,-3987.3339335,6.0,3110.2802246,3.9669353,0.2325666
-44.4721542,1250813223850999962,124.8025967,678.2403935,-0.8793036,3231.5062599,3053.9350771,397.9524904,316.5097414,-6224.109503,4.0,4560.8273692,4.9110741,-0.310242
-44.586777,1250813223850999996,4882764.7118164,1589.7618627,137.5755425,906947.5534076,2790321.265292,574053.7298823,335.1494858,-33625.3527545,16.0,904122.7079026,522.0591022,0.1815544
-44.574054,1250813223851000001,4462980.6048213,1562.0939434,-1000.1459344,442869.692662,1214573.5469705,240409.8934624,291.3607777,-461384.4142808,22.0,603911.7113723,380.9694726,-0.3929233
-44.5432578,1250813223850999984,207.1868776,997.4389242,2.2953071,2133.4608976,7287.094516,477.0699418,263.3883505,-5844.4230026,14.0,3609.4830736,2.3112888,0.2526027
-44.5143696,1250813223850999988,86843.1096204,619.6435214,-132.225828,51326.2016637,268304.4261742,115295.1563203,246.5310588,34510.7504985,6.0,83132.4803078,104.1167303,0.5063953
-44.5087408,1250813223850999992,33230.8028656,843.6462442,-6.9813241,26113.9104617,-190010.4199488,-280498.1495455,314.366484,-370386.3648347,7.0,65033.7116744,63.0878132,0.4216182
-44.5845964,1250813223850999994,214.0866965,679.8523283,-1.7473304,1643.7523317,474.5128581,-4099.5715108,147.715165,-8069.8249819,21.0,2240.099609,2.1685373,0.3120133
-44.5564888,1250813223850999913,429.4723606,861.7926152,-0.626698,1842.8188687,3096.8756904,-3636.3919962,150.3485591,-8392.411503,32.0,3048.897664,2.5417889,0.6998765
-44.5457758,1250813223850999904,66.0445243,579.6648201,-1.3070392,1686.0016353,1256.2301601,-1293.5371895,232.0483662,-3763.3772571,6.0,2143.5905166,2.8801196,-0.1710492
-44.5147526,1250813223850999918,2631.7874881,510.3342826,2107155.4473736,12236.0007163,39056.2518703,22016.6915934,294.0778993,3286.8555297,3.0,18179.6137551,28.9942193,-0.8921509
-44.5123164,1250813223850999901,93.7123508,566.6819054,0.7665967,792.6002799,4237.2860675,2778.5419009,122.9264261,-661.7117477,21.0,1241.2347542,0.8284472,-1.2792934
-44.5042534,1250813223850999939,135.267193,486.3397185,-0.708681,1208.2951414,3237.6016848,1145.5810753,161.1772315,-2787.3498248,9.0,1953.0572448,2.7220703,-1.0374086
-44.5247501,1250813223850999929,89.0088026,506.1318186,4.5503339,433.3229352,2789.0479888,1154.6111433,224.9066149,-2590.7657439,5.0,2387.2202488,2.8091806,-1.0538732
-44.4901261,1250813223850999926,381110.9639858,761.191745,-3.5015659,117571.3623029,551623.9836465,167371.7241299,250.1366822,27977.597393,8.0,196133.5740326,188.9893279,0.7334915
-44.5122933,1250813223850999934,0.9062261,574.0406401,1.05826,70.9198727,4064.2592878,3800.3690324,323.7944961,3404.5080473,3.0,362.1748444,-0.6735375,-1.6576341
-44.50785,1250813223851000080,107.6093129,915.4235457,4.5373932,7086.2300594,5270.0919453,-2048.4155883,519.0395594,-9132.6171806,3.0,7201.6612962,5.6201617,-0.047952
-44.5142535,1250813223851000132,98247.7144563,505.5110586,-55.0944354,25823.4254434,79116.1494913,27556.8978066,165.1072573,-69396.6024059,9.0,46116.2481413,82.4904922,-1.8321842
-44.5248646,1250813223851000134,19.1557398,564.7808203,3.2851507,1118.8364422,3195.579074,1204.2712387,325.1273945,-211.8828687,3.0,1736.8745184,2.0425371,0.9593361
-44.5175686,1250813223851000107,20.2366586,541.2216577,-2.480816,353.794711,2959.8652487,1864.0959925,311.8028943,-265.426019,3.0,1768.8587156,1.49813,-1.654424
-44.4708706,1250813223851000040,42719.8345596,791.932315,-23.5596688,46241.5573665,-152020.2806752,-254094.1140031,295.1783544,-360267.7565862,7.0,71054.7198187,73.183502,0.0458885
-44.4901103,1250813223851000026,387829.9898803,644.7520817,-42.2831362,60245.7391166,373439.1264768,53386.4816761,160.3629693,-53632.0246899,14.0,123768.0122113,130.5935326,1.007267
-44.6032855,1250813223851000057,7405099.3314642,1436.520941,219.4234108,858001.2113237,3155233.2419959,539946.2558227,238.1894921,105944.3665774,24.0,896713.8195846,484.4960741,0.5359151
-44.4990586,1250813223851000070,0.3314077,348.5288916,0.1326648,80.8620728,-1687.913528,-1810.9751373,173.5558328,-1921.5393648,4.0,114.9310287,-0.9426703,0.3201743
-44.5071629,1250813223850999852,224.8149827,970.0388648,2.1721272,1721.2078542,5939.260132,1190.4612294,215.8706409,-7596.953378,20.0,3282.1253954,1.9252986,-0.9061331
-44.4975104,1250813223850999846,214.891102,767.5882152,-1.7553187,1579.5540666,5977.6730722,2045.0954995,155.5761822,-3067.8856764,24.0,2309.9927405,2.0594394,-0.1766363
-44.489946,1250813223850999847,70670.2133395,708.0012362,-198.1310734,29993.2224823,251952.0277332,62549.3349101,399.6234905,-9141.6160626,3.0,142873.4223924,134.6457758,1.6465731
-44.4721187,1250813223850999849,490.7391229,930.3743638,2.12898,1948.6699394,3541.4654068,-1753.2843102,131.8727971,-8614.7242514,49.0,2913.636669,2.1551738,-0.4987713
-44.5652567,1250813223850999844,445.2761747,1180.4300118,-7.537581,2482.8197399,-3224.4914619,-10784.6381173,226.6777848,-22774.3345724,27.0,4795.9713228,2.6561097,-0.9599582
-44.498994,1250813223850999859,10.1486776,414.7124924,1.1002477,531.8877659,-99.5966786,-1013.3484467,231.3623257,-1759.8152192,3.0,847.7775392,1.3825558,-0.9972681
-44.4902373,1250813223850999834,8797.2834446,586.1791678,56.6001103,10730.9151579,126205.0546686,73201.240375,334.2937051,49967.9416049,3.0,41268.0504193,48.2527561,1.60123
-44.5089049,1250813223850999835,1626019.7201287,1238.1612507,51.8633258,365038.7872898,1153843.9027057,473753.5699291,298.2420844,60610.6755965,15.0,415530.6941621,316.1257715,-0.0924257
-44.5080762,1250813223850999837,117.8356256,748.1602449,-5.4437417,233.8666527,3696.841989,-1670.371439,411.1601117,-5453.6713901,3.0,5216.8505434,5.0483599,1.7281357
-44.48662,1250813223850999838,123863.1645507,688.907164,-29.4892501,31072.5424024,175933.2135733,-100517.3073457,237.1297492,-167492.3192069,8.0,113172.5299983,91.3089201,2.0520732
-44.5078857,1250813223850999843,286.4995143,1177.6418673,2.7019031,2261.8495534,8136.1351027,-157.0519804,224.4497267,-9118.4527993,27.0,3733.3000815,2.0661755,-0.0447854
-44.486761,1250813223850999876,242277.4192604,811.4221611,155.0901468,71928.9301515,400914.4580167,110416.4791936,262.2946105,-58503.4899011,9.0,145544.3447248,129.4714441,0.7231925
-44.5269273,1250813223850999877,162.4540227,681.1761983,0.899521,1073.9166587,6926.2399111,3472.5650099,130.2195782,131.3542697,27.0,1715.456564,1.3694424,-0.3094838
-44.4864823,1250813223850999864,912649.9007765,801.7111137,2.3554548,55383.5950977,802738.3262682,-72311.1353602,224.932691,-203896.9777492,11.0,333882.7032596,214.973678,1.7117321
-44.5682348,1250813223850999867,101.9194107,1031.6233878,10.5780662,2748.9771374,5867.1630148,1242.9232655,296.6861053,-2937.3754056,12.0,3096.468211,2.1574473,0.2471682
-44.5203253,1250813223850999868,326.545889,782.1875179,2.7270949,1859.178493,5281.6680939,1596.5171097,158.6210375,-5682.3345334,24.0,2867.6934772,2.6450141,-1.0746622
-44.5508587,1250813223850999870,304.9052888,1219.0067367,3.5164474,2379.9989938,10495.9102902,935.1191362,259.0684211,-11763.6762796,22.0,4604.1477183,2.1431177,-0.3910586
-44.5401145,1250813223850999871,170.0595064,885.4238522,0.0926637,1064.1132587,4719.0534264,-1031.5963123,220.8562573,-6254.8989857,16.0,2986.1948252,1.9431891,0.1357591
-44.4709998,1250813223850999809,11839431.0959252,1448.336837,135.7154889,606658.015282,2987770.0500913,589783.6558799,179.0554266,-7012.9378588,48.0,810554.517604,427.0037566,0.6978197
-44.5080214,1250813223850999821,378.5000778,994.8418363,-1.2058097,1916.2915017,10084.7865156,-3735.2519939,175.3058664,-9883.5602753,32.0,3552.7845007,1.7651396,1.7938089
-44.5321576,1250813223850999830,2294067.0968447,1519.7907976,265.5541827,16733.1907508,134340.0221286,-108498.7446365,258.4119912,-1044933.1111778,33.0,296760.2763382,142.1203425,-2.8561174
-44.4865392,1250813223850999812,294916.3527743,769.9043361,-298.6965953,119089.5558142,240060.2008928,5611.2255585,276.8846048,-170209.7663412,7.0,159408.8103732,177.7903873,-0.561084
-44.4862142,1250813223850999814,217.7226076,1233.5662881,0.8528159,1953.9949878,1700.8207664,-6605.20163,211.0694449,-10319.6421683,34.0,3119.4253707,1.5461775,0.7912031
-44.5620721,1250813223850999818,342.2947583,992.9183007,-2.3662508,4046.7587843,9235.2173145,-405.3074669,244.6341627,-8051.1603704,15.0,4933.4685512,3.7588116,0.3170301
-44.5088656,1250813223850999819,3637161.6644316,1536.8701525,910.9279878,697450.3665334,2531324.3409562,648293.8612456,403.0940176,-82084.3241194,11.0,832483.1654081,512.3523002,-0.0507648
-44.4899521,1250813223851000508,25659.9411992,870.5579093,172.8140486,3570.8718848,327062.2425249,258837.3331931,497.2571547,163161.3558228,3.0,93614.4268076,85.6123217,-1.7292161
-44.5443173,1250813223851000512,10744.3427662,787.4862025,-34.2332533,27779.8782111,330791.5191378,284875.1635766,350.9225158,238772.9452768,5.0,40337.2507808,45.2715329,-0.4090441
-44.5144254,1250813223851000514,50858.684012,841.4951937,11.1204588,30272.01357,512418.6292779,344388.690991,313.760442,254298.8280103,7.0,81974.4454749,70.0727727,1.0455196
-44.5441938,1250813223851000396,57273.2943817,565.58914,-151.5666518,53567.7901327,131021.0006175,40763.3198438,276.0418399,-35095.6683429,4.0,76280.4113725,121.4837546,-0.3987698
-44.490213,1250813223851000428,276743.647014,713.0629399,-6000.4095184,103272.9099038,534589.6677304,24850.9391428,348.1269271,-73139.9129704,3.0,325186.3747378,285.8313967,1.5376012
-44.5740756,1250813223851000615,6278.0529656,1203.539055,484.6197063,21701.2778546,288261.4562549,212014.8943764,694.8490963,162438.4246725,3.0,67260.3403902,42.5103499,1.5314183
-44.5077156,1250813223851000536,4.3221279,751.6642891,-2.1381124,959.2300605,-2822.2746864,-3454.5773579,390.154713,-5133.8524769,3.0,1161.3468168,0.6569981,-0.5012879
-44.5089904,1250813223851000546,106960.1396096,1147.1400181,-185.065428,246756.8243174,692781.4701601,365055.1018496,647.2677241,157426.3819844,3.0,267949.9202852,191.1663756,0.2335963
-44.5400678,1250813223851001975,76.6945032,669.565112,-627.0410217,1412.2193206,4408.9774781,938.2590011,376.9752376,-3196.4289423,3.0,4045.411736,4.5023332,-1.4976261
-44.5438371,1250813223851000203,28737.4891167,498.5183582,-98.5639767,40965.510618,38868.1752629,-24224.9394284,214.7077017,-61793.7681307,5.0,39738.324673,71.6860338,0.3894414
-44.4866853,1250813223851000206,327640.2817631,785.502245,100.3417431,22781.8419924,547355.0762919,-120796.621781,301.4870676,-191880.5673324,6.0,291438.2711024,158.9432697,2.4033134
-44.5439985,1250813223851000213,1229.8903755,483.9464433,23.3881483,6264.4596651,19642.4309058,5855.9574892,241.0135576,-4660.7616108,4.0,10143.1921834,16.5763461,0.5056586
-44.6005085,1250813223851000247,106.1103308,646.6941094,2.6708846,1880.5013843,3640.1838598,599.3640994,224.9208646,-3523.1641127,8.0,2510.1790406,2.6908015,-0.3007717
-44.4862516,1250813223851000258,22.3428389,1214.778209,4.2681898,933.194917,-1653.9262098,-6361.3869192,606.6457355,-8899.6292037,4.0,3294.8939071,1.1461454,1.6854276
-44.5092924,1250813223851000156,10416.1884894,484.8758374,9.4987705,521.8553139,2522.4414349,-4967.1621991,170.6847507,-49047.6243901,8.0,18018.2523355,15.1147964,-2.8188286
-44.5508423,1250813223851000147,80.928856,858.4484252,3.8793208,2676.3988978,6169.651336,707.8601219,476.8264981,-3519.2169087,3.0,5003.5321735,5.1163037,-1.1914333
-44.4903024,1250813223851000139,439086.2084731,691.7463829,-49.9465305,94629.6470093,743712.5691031,6257.0670607,295.8648273,-76355.0310511,3.0,448650.9152966,352.7267973,1.6457673
-44.5440534,1250813223851000188,11678.3885892,518.9573383,-58.8041343,26610.0861625,88565.425617,35147.4333592,293.0189139,6942.882753,3.0,41626.7273546,60.7794572,0.9705249
-44.6115041,1250813223851000195,142.9810974,455.6126423,-4.1803705,595.6555685,3050.7468217,1304.5308237,183.5406301,-3490.2460138,6.0,2426.5543515,2.5956136,-2.0565964
-44.5088617,1250813223851000197,588290.0373227,1056.0764298,-316.361351,222425.3726389,626347.2307985,126096.8372176,322.379609,-174372.9672218,10.0,284772.7192151,206.3099999,0.4263533
-44.5682705,1250813223851000168,0.0690037,952.8257433,0.0948762,69.1241623,5349.4166494,5108.6064725,542.9954875,4993.9024023,3.0,188.4974847,-0.9824802,1.4737142
-44.5441787,1250813223851000356,48857.7600724,651.036691,49.8124319,55687.6882073,263512.2859078,140089.8877791,318.1859762,81187.9974993,4.0,86326.8266278,111.5081949,0.5327549
-44.5436645,1250813223851000333,109441.6576039,552.9857184,48.260565,7035.408553,227819.4998046,-17810.1586203,284.6917945,-57592.8403262,3.0,162789.9551094,148.9507584,1.7284121
-44.5702923,1250813223851000385,198.8047471,458.4570415,0.2349668,1705.0291207,3678.5428027,684.7144496,148.0680554,-2541.7746339,9.0,2236.1171002,3.8217961,-0.3679211
-44.4899479,1250813223851000361,335407.9005441,834.0529893,-132.5539272,67300.1029659,683921.2934998,223329.738608,296.0187505,111060.6901504,7.0,223602.7121262,185.6011603,1.0413551
-44.4709548,1250813223851000276,74905.3640656,1122.7122979,-211.2809745,120552.3742502,457278.2471328,307401.8941442,499.9187117,93193.0524687,5.0,149461.5806556,108.7064312,-0.9081402
-44.4914287,1250813223851000312,0.4779695,429.4864229,0.4759979,95.205682,-1993.3019709,-2218.5074696,247.2168014,-2384.8266281,3.0,204.1897051,-0.8661782,1.318154
-44.4866729,1250813223851000302,310345.0934308,1149.899096,322.1596076,179685.9856409,1249569.7122628,484069.8283041,483.9151951,284271.4450231,5.0,384982.2788707,217.1438819,1.6584123
-44.5215291,1250804427757977934,144849.5189321,535.5812743,51.3978841,6721.6460685,190068.47834,23333.8917046,219.1707537,-22558.765097,5.0,112943.3944932,137.9946408,0.6079719
-44.5824386,1250804427757977993,181.9755178,913.6028323,3.5205337,3331.1917481,5203.2398204,221.8048244,252.704125,-5058.6651498,13.0,3494.8782383,3.2137663,0.0583338
-44.5788031,1250804427757977994,3662576.4074805,1261.50806,-33.9445894,470876.3125304,2835356.8362553,380338.2732701,273.1472129,-81231.0487588,16.0,760424.8228901,422.0170667,1.4334872
-44.6127285,1250804427757978048,5476309.3000538,1602.5382956,-2081.0704922,166540.0683984,1403626.9843967,477866.4168338,261.9369307,-377005.4313264,30.0,594146.9310351,372.5151791,-0.4576671
-44.4918727,1250804427757978035,6991.5562004,419.4560846,-54.1485072,16996.8158355,-15659.4778471,-40992.7575099,205.7631108,-58160.3877627,4.0,20572.065124,44.0296486,0.048254
-44.5681593,1250804427757977952,2519828.311397,1534.020364,-569.2558764,303418.5691163,635128.9649214,74316.9233505,260.6202532,-648627.0208933,31.0,394928.9657405,244.6158509,-0.6387851
-44.546295,1250804427757977955,72.7260957,545.5662435,-2.6633234,1437.8918889,1304.3831726,-1109.1132772,181.0004965,-3074.389563,9.0,1639.1807282,2.2555176,-0.0174803
-44.4926139,1250804427757977944,778490.1873501,749.6417148,70.4724483,56027.3744345,800032.2416195,44235.7862651,208.820622,-84763.5505875,10.0,304661.1461507,211.7893173,1.3497034
-44.4917279,1250804427757977943,55861.5311994,592.3271327,-40.464426,41725.7362004,190199.015649,49082.0421838,288.71677,-12832.7710294,4.0,89921.8056961,121.0382013,1.2023816
-44.544266,1250804427757977970,6243.8952111,480.5782708,11.6081748,8820.3628164,-36656.6087717,-57714.3575842,213.7264212,-89518.2245965,5.0,19722.515417,27.2312431,-1.2492354
-44.4877386,1250804427757977645,2177.4500539,611.5474688,11.9866868,2238.1171178,-85484.8181712,-110909.248646,271.3431501,-121321.7638813,5.0,14237.1292347,14.0821633,1.9823801
-44.5865355,1250804427757977647,594944.6991014,734.6120919,206.6049106,67533.7030371,328265.9429192,-152151.1525499,192.8787822,-275527.7331529,14.0,180275.5517327,162.970501,1.6164699
-44.4957806,1250804427757977650,16.378311,403.7429851,-3.4645164,317.0366714,366.6905863,-756.5817326,217.4903923,-1573.7576787,3.0,1040.9384326,1.6567969,-1.5530553
-44.4764699,1250804427757977652,264.7968276,482.4342571,1.0937505,919.1610361,2830.1445955,-490.4224334,110.4516498,-3318.620578,18.0,1787.0546603,2.5659003,0.082234
-44.474987,1250804427757977653,131.1131542,611.7306894,-0.6253059,866.1039089,2133.1607886,-810.7542028,135.8794844,-3995.7810544,20.0,1560.0940391,1.4429772,-0.5366535
-44.4925695,1250804427757977632,215524.9281873,803.9962893,-31.3685679,25806.1852509,566600.4842939,172624.9818658,332.8443642,83823.2408825,5.0,218055.0145937,170.3218618,0.9767781
-44.5214513,1250804427757977633,62266.218295,555.2148238,-95.9216385,71829.3614392,148063.8276616,42857.3762625,239.3924804,-15989.651558,5.0,68648.4423983,113.2907995,0.0906711
-44.4878049,1250804427757977635,401479.7586195,722.4253064,-63.2400342,60242.3222751,514590.3327949,-44221.3335764,265.2312417,-176863.8691884,6.0,267646.1537732,197.0035288,1.4028622
-44.4864698,1250804427757977657,81.7762707,552.2624405,-0.4546585,564.2279234,3065.583843,-568.9979828,206.3916702,-3109.1439537,7.0,1998.0839777,2.0187681,0.5406355
-44.5444434,1250804427757977678,20701.6045284,549.4609179,2177.4543851,49016.5515334,51971.358674,2912.8566137,308.8613753,-48683.1811214,3.0,50332.9589457,82.7859706,0.0780993
-44.551685,1250804427757977682,6541426.835446,1529.6242902,-121.6293786,663434.1802267,1530781.8162263,209234.6491871,253.5874259,-491742.4985879,29.0,763791.5338961,406.4713661,0.150236
-44.505236,1250804427757977683,121.9949805,395.5102014,-1.3829125,999.3494952,1803.7303799,-20.1744815,140.001745,-2193.1586712,7.0,1645.2911245,3.9280943,0.5169229
-44.4875329,1250804427757977660,186083.460224,823.249546,63.2093938,81121.8205154,581611.7142286,171237.440603,387.9874508,59335.4349911,4.0,238968.3521847,217.5910861,1.532441
-44.4927033,1250804427757977661,307835.371629,998.5281987,65.5885921,184481.8077905,753423.5991654,383317.6382312,337.5055908,203053.7619208,8.0,218022.0942595,185.7332109,0.3180558
-44.4877984,1250804427757977669,100.3425459,583.0716028,0.4811367,787.5381712,1650.3110758,-1112.2698562,169.9665071,-5079.1907596,11.0,1822.4624812,1.5803946,-0.7940251
-44.4989722,1250804427757977619,181.9488605,792.8222854,-3.8640202,1475.0717842,4835.8510663,1327.2405247,216.6465539,-3635.6462348,13.0,2849.4648223,2.296576,-0.9485781
-44.555882,1250804427757977621,6743358.8477348,1722.5842176,118.5112128,773999.7057884,2597019.4666971,836450.6569054,318.5942679,-81735.3288125,21.0,915184.7425688,483.0634241,-0.0536846
-44.5152889,1250804427757977615,3164236.4825876,1542.1269107,-57.4589139,103115.9798966,601627.0948857,138664.9397251,234.4403562,-657285.2636814,41.0,388894.8115032,237.7258701,-1.0567801
-44.5188359,1250804427757977623,1602672.5666024,1399.1443402,-38.4464438,11551.5898058,86921.5386778,-97065.9754004,230.6246691,-871320.1462647,35.0,222393.8445181,139.4772417,-2.6677527
-44.5494986,1250804427757977625,3222248.8711027,1511.3671918,715.5685972,529052.1337332,2470555.5260306,574189.6515346,408.0824583,-88613.8231805,10.0,839071.3045254,550.1217016,-0.0565708
-44.4815357,1250804427757977606,722969.9988698,1309.1257148,-40.4292827,8671.9207672,62121.1124382,-18426.8575315,172.7169604,-481857.0383649,56.0,114943.3050313,40.4556828,-3.313776
-44.4876053,1250804427757977608,1077216.7137141,737.3774721,-16.1387118,52497.3626507,979562.8155626,-75523.0169443,175.1212964,-188289.0401457,15.0,314285.7610543,175.3410711,2.531603
-44.4926436,1250804427757977609,81722.9718651,621.1810409,15.7541451,37860.1521239,131443.8057058,-14346.0249599,231.6347437,-107068.1552851,7.0,76391.857607,90.1631692,0.7197339
