decl,diaObjectId,gPSFluxChi2,gPSFluxErrMean,gPSFluxLinearSlope,gPSFluxMAD,gPSFluxMax,gPSFluxMean,gPSFluxMeanErr,gPSFluxMin,gPSFluxNdata,gPSFluxSigma,gPSFluxStetsonJ,gPSFluxSkew
-44.5473869,1248640588874514886,11.6166989,144.805781,-0.2536767,115.5116369,-109.1595647,-598.2252638,52.743023,-825.5245674,7.0,232.7160381,0.1636278,1.3898579
-44.5036866,1248631792781492674,4.4143874,240.7319775,-0.0649357,86.3051031,334.9194068,-4.6530917,97.7435165,-341.3238448,6.0,222.0147906,-0.238261,0.3315763
-44.6405579,1248649384967537999,716941.7254836,612.9878302,-2591.5550147,109113.9509294,753556.8151598,419.5161472,265.640188,-119010.0734761,4.0,408641.4042482,362.2082396,1.6782151
-44.613208,1248649384967537982,154174.4452028,433.2872803,-562.3849178,1032.2135421,103413.7474937,-80101.7003829,238.4664686,-128517.9082615,3.0,133608.8263181,180.3844662,1.7319345
-44.583316,1248649384967538188,75486.1602131,492.9966872,-293.4223528,11391.804659,258345.0906404,143890.2722512,215.1481032,100295.8919724,5.0,72743.3565725,104.3012873,0.7797167
-44.5109406,1248631792781492598,0.1020763,202.9833024,0.0258508,2.530637,1097.1892667,1046.3203125,90.4451465,1023.4378123,5.0,32.7148262,-0.9870725,1.2168371
-44.5654108,1248649384967537811,93822.1875773,487.9236813,-567.9820217,13940.4872511,345538.4542926,169228.9383261,262.1272196,127452.8935833,3.0,122086.6222483,146.5389077,1.7066795
-44.5897223,1248631792781492609,3316.9186079,284.8364296,-40.27582,2723.8773393,-23402.1495758,-33822.6662443,139.5351469,-42646.5129796,4.0,8466.4720671,24.0512609,1.5817624
-44.640419,1248649384967537832,924517.6191205,750.6515348,-1855.3842345,148973.8801531,1104364.1731872,253828.2234491,294.8241626,18122.863727,5.0,408788.0992074,381.7885068,1.3350009
-44.6230655,1248640588874514824,90.4221928,296.0319367,-1.3235288,663.9793842,1884.2053367,385.3154492,93.252063,-930.2444858,10.0,922.5318346,2.0011414,0.3982333
-44.5874934,1248640588874514828,232.0722575,431.3368224,-0.7121972,1525.9699298,4463.3102322,1101.1564056,142.6512924,-2659.3223942,9.0,2311.4793266,4.4012907,-0.2268895
-44.5529149,1248640588874514855,332.1029824,312.6864851,0.6773605,1291.9306111,3943.4683177,-210.122065,91.0214798,-2489.4439682,11.0,1872.3754099,4.4830854,0.6476518
-44.6263156,1248649384967537936,92.6123793,387.2786378,2.1945439,891.1161191,2010.3911446,487.1934775,172.0459792,-2349.9088403,5.0,1879.1074327,3.9103954,-0.9361943
-44.6538216,1248649384967537970,81.7496711,538.1392759,1.5549172,1800.307279,1941.5040267,-901.1141519,218.5861732,-3710.6913936,6.0,2166.1796239,3.3819069,0.0936024
-44.5653534,1248649384967537861,116399.3297987,495.4710879,985.0591194,85247.9593065,302824.1678089,161563.2184068,211.4451907,99382.1817545,5.0,85328.4232026,155.9134295,0.3126284
-44.6585522,1248649384967537894,20.5326551,136.431767,0.1584184,176.1990996,710.9644154,473.6980333,55.3805202,-4.6821324,6.0,280.0118343,1.1780339,-0.8571299
-44.5837302,1248649384967537892,96391.6373306,445.6708389,-175.7511838,52631.8384355,186847.4337115,81407.8768764,208.0341772,18137.5844791,4.0,75204.8832133,153.1680455,-0.4020624
-44.6283649,1248649384967537890,68.2634577,163.8238527,-0.5865608,333.4938122,635.9538685,-51.3665023,66.7567323,-1009.5658869,6.0,580.5735827,2.0770972,-0.9984748
-44.6289581,1248649384967537888,26.245209,189.2091841,0.0731882,245.2833972,248.751986,-349.6534688,68.7990688,-711.4893149,7.0,362.4005893,1.0641892,-0.1227118
-44.6329766,1248649384967537886,36.0596644,218.5459737,0.1900255,265.026981,157.7513189,-847.8301601,76.0324951,-1305.7024802,8.0,525.8179811,1.2260798,0.9437277
-44.6121547,1248649384967537885,4.131487,243.8226264,0.4052406,61.3971203,-702.4418008,-1178.0391442,98.1400709,-1400.3191824,6.0,243.1076185,-0.4507411,1.8045798
-44.588746,1248649384967537882,4.5193811,196.9219283,-0.718043,139.7086954,-355.7693455,-721.4656669,96.786765,-945.2664008,4.0,252.1349205,0.1578582,0.8705203
-44.6028819,1248649384967537897,8.235145,127.8323905,0.011469,221.0888971,-173.7655377,-463.6469558,73.026877,-676.8172012,3.0,252.1389426,1.1729782,0.3597994
-44.6129478,1248649384967537876,3956.7404919,638.8901011,-26.0647184,18727.4722984,279536.7688862,254993.0974535,319.1071108,231054.8860592,4.0,23138.6446199,34.3950299,-0.0861571
-44.5559201,1248640588874516405,0.3613417,103.1484942,-10.8143924,38.7194828,-527.8979364,-571.401331,59.436654,-613.7415745,3.0,42.9903372,-0.9025977,-0.2920068
-44.5697156,1248631792781492765,25.4915915,283.3097306,10.9149191,560.15437,1016.2384781,-138.5010518,163.4745005,-952.9794277,3.0,1014.6470755,2.4079953,1.1573735
-44.5620961,1248649384967538745,744.3567316,235.9659986,-21.3671019,2377.1973601,-9247.5461401,-14632.7004847,136.0596863,-18196.0402269,3.0,4635.1654839,14.7665027,1.2337931
-44.5910353,1248640588874516346,1012.7465639,249.0016123,-92.9313504,4818.3381498,5585.7000203,-474.3097123,143.6322407,-5766.8466018,3.0,5697.8442955,17.9464514,0.447164
-44.5917622,1248631792781492770,62.2412895,797.9996874,-3.1426218,1208.997388,3263.3831969,-611.2974509,251.0906301,-3547.835716,10.0,2062.2085154,1.4392358,0.2802138
-44.4735796,1248640588874514964,73.7117094,225.0787454,-0.4673825,588.6191785,1158.1726122,209.1560719,106.420329,-1254.8100589,4.0,1084.5490684,3.7716473,-0.9333766
-44.5859623,1248649384967538320,5.952311,121.2305855,-0.8595623,104.6803556,920.0480345,710.6573207,58.8607266,510.1396363,4.0,174.2735931,0.3678549,-0.6816439
-44.6380836,1248649384967538305,45.2674226,191.9620787,49.782521,262.5215216,918.4103981,73.451552,109.329647,-690.2227403,3.0,863.00199,3.3190842,1.5534885
-44.6398099,1248649384967538308,33.397602,223.3059292,7.9741911,194.0146951,1161.0830137,192.245126,128.6661597,-467.9886563,3.0,889.8412526,2.3076265,1.6398796
-44.6419094,1248649384967538497,2877.6143247,244.0210379,-8.1287026,860.5932476,6005.1535936,31.9884949,137.6671238,-9580.1959444,3.0,8760.3480598,28.6373153,-1.713265
-44.5323489,1248649384967538454,4.029188,149.9199784,0.5017374,172.2351529,-567.0301994,-703.0425503,79.0508015,-976.8352553,3.0,205.7687175,0.6581673,0.4709381
-44.4749932,1248649384967537051,148969.6381699,477.8573366,110.9980737,47976.6335495,300829.5204123,138184.0074274,201.4933711,55203.6736504,5.0,89492.0111737,157.227262,0.4210441
-44.5098562,1248649384967537057,315603.5223359,502.317705,1.619364,15196.6881038,560920.5235924,140410.8183407,207.8948776,88588.2092982,5.0,202335.0349813,152.9423825,2.2091357
-44.5034617,1248640588874514455,1455519.5733796,1061.975333,126.8830366,14545.6042806,128268.7485271,-72426.6272711,205.2231976,-601924.5773511,26.0,220491.8253529,159.4825587,-1.7264225
-44.5014521,1248631792781492332,36.7516681,244.1136098,-0.9511467,469.2709374,1145.5785093,336.6849966,117.9411846,-801.8807424,4.0,796.5091648,1.9754908,0.2577185
-44.4820112,1248640588874514446,94.0294103,211.4172928,0.3932794,342.7460907,312.1106746,-578.4425464,51.875214,-1431.4372529,16.0,500.8782843,1.5338612,-0.2558204
-44.5078534,1248631792781492330,77259.6211601,611.8928441,343.881066,39259.4368765,147245.3185789,-26520.2977797,343.5545972,-94128.3047853,3.0,129520.0588194,144.9221818,1.554743
-44.5634291,1248649384967537090,183.5311992,607.5615237,3.2587793,835.8701064,8530.9525691,4095.3855285,150.7772022,-1664.5985797,16.0,2183.3229333,1.8514496,-0.6422429
-44.5590387,1248649384967537089,142.2320702,393.1972806,-0.1110453,907.0698133,-937.8658537,-3434.0320663,95.0951493,-5396.2509641,17.0,1188.5019925,2.168189,0.1835379
-44.4745906,1248649384967537087,804800.427429,637.1088371,-263.0655419,188457.4387078,775868.8423854,249570.7127379,216.1199472,92455.4126871,7.0,247070.111095,307.7771458,0.6794515
-44.5014944,1248649384967537069,83.3998999,659.3130704,-1.8597445,1601.6264053,11804.1364242,7746.4277197,220.4355878,5372.5448609,8.0,2207.9838466,2.5192351,0.3552495
-44.5101255,1248640588874514438,4813334.2595187,1305.5676357,-848.2501819,535746.4336795,1931526.3563481,734220.0577765,322.6312899,13048.59926,12.0,718211.8062309,563.464906,-0.5320156
-44.6236324,1248640588874514467,400.0521618,770.11594,-5.228812,2147.8682478,5629.1253237,-3312.2131528,241.1792883,-12494.7002495,10.0,4934.7012562,4.4166457,0.1156323
-44.5713347,1248640588874514470,823.8768252,493.952931,-1.1650087,3097.912671,5681.7047695,-597.9219794,141.3599662,-6804.3464816,12.0,4261.6567809,7.1981072,-0.3638963
-44.4747098,1248649384967536998,963915.8809304,770.8256711,1467.6622544,299358.7331671,986955.1676844,284059.5407556,357.8708898,64612.6003943,3.0,470538.7550701,662.5201499,-0.9774398
-44.5310614,1248649384967536652,18050.5271893,862.2959239,-4.0795429,4426.5284244,43634.7262076,21530.6993245,178.8259574,-72932.5911858,23.0,21883.6526398,11.4673252,-4.115832
-44.5532342,1248649384967536648,4018112.5011184,1030.7245816,-1155.9614837,299644.3942716,1785939.1658429,440330.1447627,241.0967432,9569.2983696,13.0,601527.5343749,500.030542,0.5250153
-44.5294243,1248649384967536649,4733774.8036538,1166.7896207,-1088.1652658,344711.1296054,1473202.1750111,564258.6218485,253.449837,56369.4724335,15.0,559933.0554394,525.5062041,-0.652825
-44.4761184,1248640588874514477,98.7245158,444.8176047,-0.276568,694.4208856,1877.0595927,-181.4546919,109.3089749,-3345.9591546,16.0,1234.9963301,1.3566039,-0.940004
-44.6154686,1248631792781492323,67.6853856,240.3350698,-0.2848398,146.3855144,1091.9084044,292.6060182,77.3282333,-679.1150547,9.0,595.0097673,1.298369,0.878493
-44.4897013,1248631792781492326,601518.6249306,590.2540529,-610.6562205,99699.8798881,865115.1065148,231897.887028,234.2252729,136345.2369596,5.0,303716.635937,297.4539085,1.7820163
-44.5459338,1248631792781492325,384985.9053554,781.2423634,-1319.9419874,151763.990225,830451.1526468,287112.5013351,359.8259012,132066.1392812,4.0,316503.3835815,287.1150688,1.1259037
-44.5371017,1248631792781492316,49.76624,516.7213395,0.8793608,518.4205015,1426.5911336,-779.0457408,124.9642031,-2003.6849338,17.0,920.3049022,0.5035909,1.0112909
-44.4732895,1248640588874514462,294.3555846,417.5935068,-1.0426835,1329.1542882,3210.7434363,343.7666907,96.0978208,-3971.6980305,18.0,1739.4360545,2.7701697,-0.7885291
-44.5455562,1248631792781492314,9787.6177413,284.8264309,39.7469851,18537.5772133,-46762.0946665,-65306.5928366,163.9184912,-87473.2309419,3.0,20382.6114914,56.7234241,-0.2666336
-44.5098453,1248649384967537015,916696.4305101,621.2242246,-1639.2057054,273661.0893598,720047.5606117,152114.4046604,239.9664845,8853.7675899,4.0,335149.0811121,478.5679036,-0.0587962
-44.4988402,1248631792781492319,1669880.9252237,733.4237079,39.9847123,117363.5238948,1761494.7484466,86456.4707968,292.984302,-46755.089381,3.0,1011816.6994232,634.8723542,1.705871
-44.561707,1248649384967537167,7106.2620671,263.897681,448.3392403,8191.7791559,30526.0628401,16588.7708387,151.7907105,706.0636423,3.0,15406.2622553,47.4299546,-1.1976493
-44.5968375,1248649384967537164,191.2558264,607.5150565,-2.1095835,2256.1769225,4323.9650858,928.5824666,180.7178117,-2812.8678331,11.0,2656.7686761,3.7510598,-0.139303
-44.6182887,1248649384967537163,129.8457352,315.0933397,-0.2674132,710.5200484,1264.8570603,-239.7484528,86.7735294,-2227.2565483,13.0,1028.2055237,2.2860727,-0.1387786
-44.6360642,1248649384967537162,35.2880644,261.3407675,-1.7437617,602.3838942,661.4693969,-268.1660997,98.7197219,-1021.4675277,7.0,634.3300037,1.4474822,0.1442121
-44.5354709,1248631792781492387,45.0942916,639.3845434,-0.1339833,1157.9768668,-333.1163334,-2006.7912348,176.7412384,-3721.2798424,13.0,1242.8890755,1.1350793,-0.0445024
-44.5056337,1248649384967537199,4.7650661,981.3082364,-2.6357613,1162.0900418,36215.2955301,34825.9958112,566.0007102,33263.2981743,3.0,1487.0838267,0.7148067,-0.6207289
-44.4748487,1248649384967537114,414642.6995626,586.0512587,-122.6334525,51184.6250012,606703.3917775,223042.786603,223.587499,132097.1918996,6.0,199384.423899,203.9645304,1.1127094
-44.4795217,1248649384967537122,21799.2048275,294.1274459,667.3156136,3074.1629317,57411.4836348,13044.9164517,166.4913785,-2013.4697685,3.0,33456.9054942,71.2848252,1.7156142
-44.5727991,1248649384967537155,63.9086113,232.482086,61.4892252,36.0599804,1430.8432576,-563.6928363,128.7352015,-1108.8489947,3.0,1455.9940254,2.9677063,1.7308557
-44.5677154,1248649384967537154,56.3433255,503.8145398,0.8247412,501.5267686,2577.9919483,37.544887,177.7488719,-1286.6559308,8.0,1372.9734519,1.1703761,1.2980527
-44.5060538,1248649384967537132,21.4532952,504.4727419,-0.6013309,900.2767255,-1342.3927888,-2122.0220784,210.8926627,-3708.4102091,4.0,1109.3871435,1.9494086,0.069614
-44.5910988,1248640588874514632,43.8543577,184.9159935,-0.0523187,268.8842659,1271.9106122,720.8192094,52.6511366,-71.4709642,12.0,389.0230599,0.9394273,-0.6314335
-44.5019686,1248640588874514551,352.5491558,522.6371643,0.2355531,1316.8303756,-708.3380188,-5041.253317,108.0917592,-9881.7329043,23.0,2110.9856485,2.4856631,0.206961
-44.5907684,1248640588874514637,6.01832,176.4259365,0.6736116,143.2294164,335.0196419,-7.6905139,78.5064632,-190.881068,5.0,214.6577497,-0.1362702,1.4207383
-44.5916242,1248640588874514636,1675519.5353944,1065.9408584,335.9750849,193642.1150659,902454.6382695,411685.4683365,264.4778339,-137894.3243457,14.0,327688.6791802,314.307348,-0.8139744
-44.5062876,1248649384967536738,34.631518,200.2177968,0.4717078,75.0419225,-164.9061679,-677.8645472,70.4023379,-1456.909793,8.0,417.8169409,0.6705805,-1.283361
-44.4972431,1248649384967536846,77.4688861,304.3047554,0.366209,551.3579616,-390.7533692,-1811.2086201,75.1522022,-2945.8874522,16.0,707.4370548,1.1610835,0.2795473
-44.4780163,1248649384967536741,7566479.5635318,1063.8597653,-318.5262845,490686.6808321,2075245.5076707,403752.3303976,231.7758982,-61883.1462339,11.0,734003.4686971,819.5954419,-0.4662832
-44.5601241,1248649384967536830,3111519.0574636,1050.1122513,72.4911095,286159.2002722,1495810.6397949,484973.9600459,239.6588485,45896.736498,15.0,530318.2681736,392.0321894,0.4511344
-44.5059048,1248649384967536753,3.2594281,555.2007961,0.8825198,349.9276691,-2536.23505,-3208.2974604,265.0500299,-3977.1224485,4.0,590.6507138,0.0223827,0.3318996
-44.4749313,1248649384967536836,719511.9579604,479.5008142,-700.5986802,36114.5109056,735233.6217989,21927.0252231,196.4149031,-34500.8169075,3.0,434356.5283833,396.5004214,1.71859
-44.4798362,1248649384967536750,57958.7172955,302.2765513,82.8390819,41653.4541377,89813.78787,19432.9553353,168.946984,-20662.6790947,3.0,55792.2740906,138.0770816,0.7112181
-44.5101979,1248640588874514564,297.9560963,308.9919417,0.0288679,794.2733023,1854.76382,-206.5429625,63.7367692,-1741.5764369,23.0,1095.5330639,2.7029957,0.3245453
-44.4780009,1248649384967536870,229423.7791472,459.5983113,-71.5046227,46912.3494181,163328.1311764,-101566.8027558,213.9051599,-176041.1716791,4.0,152295.2561841,227.8113799,1.6326985
-44.5399791,1248649384967536867,36.1246476,176.5522182,0.2515252,76.1275954,910.4343057,149.151175,66.1283911,-280.0542711,7.0,389.8429263,0.7412881,1.8347867
-44.482669,1248640588874514656,43.1451275,209.9322698,1.618087,438.7565274,1357.9030994,839.7448531,78.477615,-186.9274127,7.0,571.8636687,1.7773996,-0.6862052
-44.547984,1248640588874514654,29.5491352,167.1426786,1.2494866,150.814322,682.9240291,160.0677233,80.0963265,-292.6937033,4.0,458.5625754,1.7426208,1.4964481
-44.6001455,1248649384967536858,238.8225595,478.3539073,0.8704036,1099.9987705,7371.3030118,4147.3702901,122.5413374,1127.3027524,15.0,1928.7639189,3.0140529,0.3955805
-44.5019,1248649384967536852,60.6511503,225.1044676,0.7958925,416.5877004,234.7023666,-365.5895366,79.2207588,-1492.8035705,8.0,629.6520719,2.2611552,-0.892824
-44.5100385,1248640588874514646,261790.1655312,721.5194026,754.2254158,160945.7870211,261029.5086265,-16167.5794293,351.00222,-217044.7084661,4.0,212800.3051829,258.9342337,-0.193584
-44.5422701,1248649384967536777,51.1187603,247.7329291,0.4805583,452.2331619,395.5885608,-437.9973367,86.8603942,-1556.0673012,8.0,631.8788605,1.4943527,-0.706775
-44.5786974,1248649384967536807,2536.6846388,347.9787639,3.5293021,3118.3341282,6068.6715012,-1488.6386504,86.1700899,-7017.5979648,16.0,4588.2871708,10.6359246,0.5001388
-44.5321962,1248640588874514600,22.9175191,181.8621726,-2.0463362,195.6900755,723.166643,45.6867839,73.9074052,-364.0420639,6.0,386.4964337,0.8395562,1.0766364
-44.5798688,1248640588874514617,694.481974,721.0203377,2.9310536,1545.1016753,16069.5648517,5311.8600778,179.1228214,-639.3611301,16.0,4640.4992818,3.8256408,1.4721614
-44.5099266,1248649384967536821,102398.9579522,385.8131962,-68.8881128,48820.8530904,191855.7134855,71586.0811394,179.3981093,26437.3686085,4.0,75153.6580915,155.4254711,0.5724497
-44.5957231,1248640588874514616,202.3296789,414.4694135,2.7446499,1223.9799012,2429.4282606,-1719.4574257,124.3132426,-3940.2464667,11.0,1822.1291855,3.0803116,1.1717828
-44.4762687,1248640588874514620,26.2729974,160.4419665,-0.7205092,112.392602,227.5956689,-111.2613197,64.7029036,-714.7070742,6.0,332.6545885,0.5935013,-1.7873926
-44.5722981,1248640588874514615,213306.2235665,542.0272215,117.7388843,54496.5383785,401002.374551,198608.5118463,208.4187367,92947.3435172,6.0,105654.8312362,165.8920958,0.2969673
-44.5672124,1248649384967536811,48.4570219,209.5682851,0.6232321,325.6725897,624.2535448,14.1863042,71.1112594,-683.3331592,8.0,451.299458,1.2210361,-0.5341316
-44.5264277,1248640588874514585,711.8264043,780.4247793,1.6557892,2706.2115055,19817.2154871,3741.5219453,224.416562,-2782.2455636,12.0,6415.2346489,5.2855335,1.6624997
-44.4728841,1248649384967536767,172.5956882,278.2911487,1.1813231,520.7588457,-27.0939632,-1407.0375099,64.9544225,-3305.624385,18.0,887.4579903,1.9172701,-0.5248068
-44.5040502,1248649384967536764,1.0976261,157.3168606,0.1340413,20.1782489,-704.7421115,-811.3665649,70.0140948,-884.4649203,5.0,79.403333,-0.8354102,0.9033297
-44.5101213,1248649384967536765,2.8240732,146.102419,0.0303272,66.9985785,-760.080982,-886.0392573,72.8727095,-1070.3216135,4.0,137.482064,-0.2543395,-1.1276798
-44.5139715,1248640588874514577,63.8138454,202.7882239,-0.5567144,54.702101,384.8398856,-432.9905331,89.3004488,-1674.825863,5.0,765.2420258,1.7858634,-1.5283869
-44.5875496,1248640588874514614,3017356.6046329,1005.0344641,-1974.4311145,358210.9293854,1432480.6434048,451961.6883164,225.6629771,59155.220778,15.0,479731.34285,390.5526311,0.3458137
-44.5227703,1248631792781492281,13.5806244,183.9178603,0.0443319,293.5337975,164.5199926,-265.2885947,80.1387383,-644.6448895,5.0,319.4332667,0.8334272,-0.4595192
-44.5836238,1248649384967536686,263875.3494994,497.0281902,-1342.5599615,65580.3130843,421077.2286737,74889.1018641,246.7127414,5579.4541173,3.0,223376.143149,273.5530669,1.5656139
-44.4848058,1248640588874514502,140.2610901,216.9377946,-1.7151605,538.2506641,786.9982407,-408.1566662,56.4372797,-1273.3713713,14.0,637.4085891,2.1373855,0.5117497
-44.546022,1248631792781492278,6043140.3584335,1237.809559,-1226.6245243,1040617.7759547,2680230.4514031,426164.4477691,313.9042322,27157.1403993,7.0,1190691.3105597,921.6319273,-0.159801
-44.5453306,1248631792781492277,73263.7108622,309.9836838,91.5424073,34068.2756294,5336.5639597,-61321.4592068,151.1302811,-107222.0585213,4.0,50800.6800742,151.3328777,0.5062211
-44.5059831,1248649384967536681,195.5031904,723.2775874,0.3806656,1969.0991068,6245.2364217,-509.9472687,207.155694,-3939.1508546,12.0,2946.2428082,2.7312422,1.1207129
-44.4988885,1248631792781492283,1091463.2185573,496.5672458,31.6636374,86271.8303757,622929.7283949,-44793.3325048,137.1078664,-149129.0404799,11.0,226776.4318969,260.4773,2.021997
-44.489413,1248649384967536682,263.3156105,524.0628789,2.1889892,1251.806495,8607.4301229,4380.4931397,108.6138562,1339.3486986,23.0,1762.9597141,2.4871018,0.5511082
-44.5095099,1248649384967536697,1111096.3663509,584.0496288,-365.7055748,114668.2719072,751234.1094543,140820.9848011,181.0195728,3733.7631645,6.0,251305.3221148,395.2332025,0.774298
-44.4951275,1248640588874514511,6021351.092739,1115.5305703,209.5098415,461984.4268685,1288290.6371862,373784.9632999,212.3225983,-262234.1063167,21.0,546195.9264377,476.799604,-0.308606
-44.5006124,1248649384967536699,228.3150328,513.474229,0.6441246,565.8460249,1757.3373231,-2162.9782316,127.328965,-7822.7123848,16.0,1968.8790807,1.5937615,-1.2456127
-44.5539963,1248649384967536689,1427613.4216506,1096.729254,-489.9456655,144099.3885027,813782.5167886,425819.6987219,247.938447,-132853.7066492,18.0,286010.9571072,243.8367657,-0.8807416
-44.4781208,1248649384967536692,1292102.4418562,711.6133493,-389.5841088,156176.2097488,1145860.6926663,240192.68664,212.4589693,86303.335813,8.0,378395.3098087,331.6680541,1.110615
-44.5082715,1248649384967536693,344.1693425,627.278861,3.0688272,2437.447507,8686.0009753,2934.0612196,150.938063,-922.4809758,17.0,2910.800682,3.7310004,0.3919487
-44.4747543,1248649384967536662,956088.8860401,498.1936492,-204.7269408,39321.2666816,526101.8792798,12223.4031621,171.7987046,-63099.5209848,5.0,307203.4740794,354.9069097,0.6015197
-44.4897591,1248631792781492290,1287707.2653527,584.0360704,-179.6377827,77056.6141939,981228.9013813,123752.0291701,193.3974629,29223.2708592,5.0,429596.9908205,429.6898238,0.8982371
-44.535508,1248649384967536661,438.107419,669.1960939,2.8986999,2394.7920419,10757.7726261,4533.4603943,138.8415708,99.097259,23.0,2948.6496766,3.2407164,0.5332152
-44.5013243,1248649384967536967,121.6954308,717.9384325,-0.5010628,4024.1620918,8986.0773092,4799.3896316,309.4418568,-144.4301112,5.0,3957.3961341,4.9242212,-0.2615712
-44.4847668,1248640588874514487,70.7164124,170.7875493,-0.3538958,177.2174057,975.4299055,419.8356907,80.3841253,-870.3302867,4.0,864.451347,3.0255881,-1.8224588
-44.505663,1248649384967536654,693828.54869,961.7747076,-35.9445513,6844.8567264,50441.9548047,-28371.8372445,186.050915,-449220.0822939,26.0,123716.8588809,59.9005167,-3.2745317
-44.5014066,1248649384967536659,12581.0522525,841.355121,-8.1403096,4047.9253437,27435.6448599,1660.3948543,232.1064708,-75150.2693527,13.0,25201.1985723,16.4576903,-2.8110192
-44.4854867,1248631792781492288,192.783635,463.1814297,0.405167,1056.2796427,1709.1336633,-346.9118697,98.3007798,-3308.7008452,22.0,1420.2946139,2.0752588,-0.5883894
-44.5101832,1248640588874514664,221003.8793222,589.4859013,297.1150615,105685.2616898,96058.5483159,-149028.0348286,254.0705868,-263338.6863388,5.0,148486.247588,206.6842479,0.5615048
-44.5100005,1248649384967536901,47.8744584,203.8736944,0.1806096,285.2888669,107.721079,-434.2359072,63.2585432,-1376.9600793,10.0,459.4426499,1.2225064,-1.0476808
-44.5722457,1248640588874514534,8612.712401,376.6448225,77.6873658,19565.7668257,151271.0025877,126495.6371892,211.2835803,106400.5950249,3.0,22496.2869127,53.8889261,-0.3798878
-44.5859712,1248649384967536889,7.3485233,108.6050303,-0.5855347,173.2248712,-374.4863749,-586.6475907,61.763372,-808.467267,3.0,218.4566979,1.0611998,-0.5902983
-44.6015398,1248649384967536888,404363.5997951,1000.1801458,-291.8575775,16102.8243481,79216.9537331,-28895.4243854,254.8556434,-433281.5850797,15.0,143947.4143538,89.7093968,-2.356961
-44.6198683,1248649384967536886,61.7332053,403.9742645,3.5464756,1051.1661642,1518.198785,-1017.4311415,163.7087386,-2429.5220317,6.0,1483.6582447,2.2876809,1.0610566
-44.6055227,1248649384967536890,57.3634371,700.4130034,-4.2162432,1412.6117738,-2189.0351325,-4113.0835352,232.4858807,-7796.2967773,9.0,1882.6719046,1.6353966,-0.6829155
-44.6084018,1248649384967536883,14.3980183,140.2633648,-0.2096807,190.7699091,214.0822576,-53.0703256,62.1007188,-412.6217656,5.0,255.3380398,1.1221306,-0.6757202
-44.5008955,1248649384967536881,27.6255978,215.3233058,0.471335,159.4971486,274.2946883,-398.0129559,80.935664,-1229.3569084,7.0,450.8676954,0.5226438,-0.753112
-44.5323407,1248649384967536900,11.603653,171.6004956,-0.377844,86.0988576,112.6537624,-521.4970589,79.5089042,-720.6246686,4.0,374.4584587,0.3968662,1.7716486
-44.5155985,1248649384967536892,25.4575377,220.9592435,0.5468179,178.7871619,-246.45388,-1071.0216674,90.0007409,-1550.6518906,6.0,505.5318438,0.9835874,1.0253762
-44.4716453,1248649384967536721,4.2630954,147.1219155,0.2813643,126.4352562,-181.7986993,-404.1174917,69.8672323,-545.7791316,4.0,166.8311207,0.4267713,-0.2217285
-44.5373008,1248631792781492260,3695492.2441222,1018.1214669,-142.3276227,479597.4677043,990525.5322903,273747.8650148,199.1030701,-204054.3564925,21.0,414422.9686742,380.865777,-0.2588694
-44.5089205,1248640588874514514,658.550259,442.0609298,2.8442348,2235.7797774,4566.6983859,-296.6718678,103.602662,-4048.9537957,18.0,2724.4047269,4.5840846,0.5310129
-44.5079238,1248631792781492264,5499188.1445297,1271.3157682,-480.4548034,345390.0195442,1961842.1508855,719312.4544907,296.0366633,63438.7622824,13.0,757839.4949404,597.8947595,-0.3732713
-44.5153277,1248631792781492263,604.1324652,764.9521658,2.2132371,2639.1991486,10083.0116641,1395.9543645,160.8913495,-5732.6595509,22.0,3933.5643052,3.8691263,0.2461584
-44.5563881,1248631792781492252,118.5598745,425.3577801,3.9169182,1098.2656828,3394.8126494,509.7464774,116.8445205,-959.370378,13.0,1291.4053747,2.3300485,0.8803374
-44.5582879,1248631792781492253,809112.9049518,1069.6998763,83.369235,90685.084452,422142.7253392,166809.7258541,254.3521569,-275685.2294152,17.0,220839.12174,187.8405326,-1.1343414
-44.4879788,1248649384967536705,11.3003233,138.0161378,0.7039035,217.0000936,-512.9620345,-797.9441608,68.5244009,-1098.7839819,4.0,270.9067842,1.5031103,-0.0894063
-44.563155,1248640588874514523,170.0565307,343.4352562,-1.069826,661.725674,77.7073199,-2680.2517728,98.4007319,-5651.9771833,12.0,1397.8960905,2.2979191,-0.2092216
-44.5729125,1248640588874514524,47.0878287,388.1737288,0.2100642,380.4607293,1538.8253446,172.0046359,103.0262033,-773.0384225,14.0,711.5712435,0.7014344,0.8422191
-44.4780623,1248649384967537560,100779.4646378,704.3169345,-472.6998989,57811.9453644,567170.2293566,324630.3465859,382.4480428,245749.4779943,3.0,171339.39177,167.8957489,1.5128624
-44.6057886,1248640588874514791,390264.4613678,531.2983001,-154.1001637,21158.8817994,350697.7964122,-96297.4427575,217.6906344,-165862.7736978,5.0,219839.7878773,209.9367004,1.8709326
-44.4896626,1248631792781492518,204272.5468321,612.5012926,-203.7744507,121972.6127004,482132.1560056,252851.7272561,324.8519025,130626.4872334,3.0,178474.5440567,285.8686848,-0.8675163
-44.50929,1248631792781492488,1.5434548,126.5895821,-0.0343068,62.8861301,-569.6090784,-662.0313021,62.5201572,-766.7144116,4.0,91.275664,-0.5603543,-0.4347342
