decl,diaObjectId,rPSFluxChi2,rPSFluxErrMean,rPSFluxLinearSlope,rPSFluxMAD,rPSFluxMax,rPSFluxMean,rPSFluxMeanErr,rPSFluxMin,rPSFluxNData,rPSFluxSigma,rPSFluxStetsonJ,rPSFluxSkew
-44.6242786,1248640588874516174,308.973098,476.1228294,109.9610795,4341.2497833,98463.4578452,92881.6707901,274.5126903,86693.1160547,3.0,5952.2937259,9.7102612,-0.7548795
-44.5898342,1248640588874516173,81.5026315,242.1863991,30.1757881,114.1245429,883.0427152,-245.3214015,130.7170072,-1548.2769567,3.0,1371.9653193,4.5915953,1.7185776
-44.6146876,1248649384967539097,104.3545226,200.2184868,22.5629814,74.2963893,1588.0124011,761.4866958,88.923969,-1094.1169329,5.0,1046.2410872,2.326088,-1.9355141
-44.5600237,1248649384967539265,23767.4977799,677.6117377,-1941494.4056784,42776.9148709,-89857.7377409,-156674.025316,338.0075523,-216703.3483515,4.0,59487.6103394,82.6139787,0.3371406
-44.5235969,1248631792781492793,0.7339573,331.2889959,-0.5548996,195.1277613,-1541.7468031,-1737.4810848,190.8186622,-1948.6899323,3.0,203.5285826,-0.7805581,0.1228953
-44.6029227,1248649384967538915,0.1624949,196.1290946,-0.4354631,35.9964845,1058.7937632,990.0521396,112.2199714,943.5307384,3.0,58.9696196,-0.9579543,1.0348074
-44.4953321,1248640588874514979,14871.6522456,642.4250205,23.3020652,32562.6355592,-120454.3573933,-186869.802759,365.5405965,-226895.6848592,3.0,54540.7226225,68.0022482,1.0638394
-44.6417883,1248649384967538820,1468.1809512,361.6010789,-72.6019066,5828.004068,66791.7002877,54754.5455483,207.6348066,46908.7426228,3.0,10221.2145196,21.0070349,1.1204268
-44.5898731,1248631792781492790,11214.243332,315.0757299,-19.8784692,12745.8249815,31671.908501,12156.2063825,155.6079964,-7105.5792199,4.0,18624.1334524,55.274601,-0.4038906
-44.6129691,1248649384967538855,163557.3864004,481.3620282,3408.9345944,75605.0457314,155533.378732,-29167.790546,227.0485958,-93193.9119785,4.0,120394.3313746,196.824122,0.5337247
-44.5531359,1248649384967539037,2891.0163743,612.4304211,596819.1340111,22909.952528,-118698.4253626,-140425.0890986,352.5737733,-165233.5044028,3.0,23268.4554309,30.7842658,0.0460988
-44.4932647,1248631792781492827,30032.2692125,420.9932578,183.8446929,2599.4227173,109675.6802418,69118.5803169,234.8624952,26826.1058883,3.0,47100.7710599,98.6915808,-1.7261178
-44.5602052,1248649384967539047,57469.7736776,872.879296,-3852.6347643,57705.7334532,488834.2269223,371848.1865735,433.1991991,228652.2785643,4.0,115774.4914493,114.4946521,-1.0888682
-44.5721531,1248640588874514991,143027.3306049,603.5172457,-129.4668905,53214.9785966,339964.6099207,171121.5274355,238.4308352,53275.2357209,6.0,97208.7004861,131.7556843,-0.096237
-44.6057439,1248640588874514990,121135.5329884,644.6772118,-94.91207,21819.2289335,226691.1465624,124560.1880354,273.4547176,8192.6966565,5.0,92040.6713012,140.7355989,-1.5352213
-44.6163474,1248640588874514989,227.6094635,348.3550037,-1.516592,863.2302972,2544.2740383,-661.8299691,97.1407394,-2169.9776959,12.0,1629.0953349,3.2169216,0.842645
-44.6259478,1248640588874515929,6888.9327377,298.6192385,-345.562232,7569.7290799,24018.3292321,688.2827984,147.0940389,-9988.3762382,4.0,15375.8057048,43.6796265,1.0888466
-44.6420121,1248649384967539552,3494.3482898,298.8273369,-418.2516248,3628.9721112,5169.798545,-2887.88035,170.5033556,-19375.705493,3.0,13248.6006488,30.4716443,-1.5870008
-44.5905703,1248640588874515950,27736.0985703,319.4066291,-335.236467,15058.2506722,18725.2964432,-33083.6754314,153.4302323,-50003.71166,4.0,32411.2965423,76.4996999,1.0734877
-44.625908,1248640588874515957,387.5014189,254.2473353,-624.7462279,1968.0121208,-6449.002979,-9641.8610812,144.7789945,-12951.8721423,3.0,3334.7990309,11.0555187,1.0785682
-44.5908521,1248640588874515902,4364.2240128,300.9801547,-215.6223005,4883.9226018,4993.2340342,-13472.7722782,132.4168002,-21630.6743074,5.0,10511.1731739,24.4273906,1.464077
-44.4900034,1248631792781492912,7275.6953186,479.7270385,-69.281959,17551.6985145,96311.953019,65838.2334747,238.3957124,43625.6385916,4.0,23664.5774751,44.1187824,0.2604316
-44.4928535,1248631792781494100,2427.3517249,389.073002,238.7831701,8624.9382828,77611.2788802,61912.3805449,224.3447789,50718.4046933,3.0,13731.5556573,27.4052423,0.9956565
-44.4804982,1249968798920868249,16.2365,320.6501701,-1.7284728,379.1476336,1620.0142822,997.2075786,176.232425,-290.5890164,3.0,1011.5593858,1.5917415,-1.4623446
-44.6310873,1249968798920869623,373.6860948,221.8365207,9.1114363,548.5713391,1469.4775757,55.4870886,89.609045,-3387.6269271,6.0,2022.170754,6.3000666,-1.114982
-44.6338029,1249968798920869595,73359.1746306,330.9122183,-604.4651878,3759.0393051,118374.7630773,-1441.495005,170.7724609,-21052.0929434,3.0,79435.2304803,122.4392087,1.7276883
-44.61584,1249968798920869597,411572.2982836,594.626156,-1066.2162545,127485.6878788,491167.1806833,88512.6352043,237.9569307,-15570.1314991,4.0,210473.4946744,314.5011857,0.5063859
-44.5773026,1249968798920869618,2.2182301,674.2017644,3.5190045,280.3218338,2975.1806035,2477.0766975,384.470671,1551.2542824,3.0,754.3184254,-0.102227,-1.4668514
-44.6111595,1249968798920868265,118.8188202,343.2199278,-11.3002545,522.5906907,-1386.6565857,-2771.2711311,152.9097199,-5780.8823869,5.0,1781.7954184,3.0192998,-1.8954926
-44.6512816,1249968798920869947,116578.8843911,876.5402786,723.3290981,40741.5959563,564810.4480658,270291.623022,348.3462938,141586.7000646,6.0,142927.6864257,108.5553882,1.405716
-44.5945343,1249968798920868264,846.1432791,472.7258256,-2.780471,1004.1091123,1905.2588096,-2913.9726356,97.4519193,-9913.2434892,23.0,2585.8074782,3.7798782,-0.3121896
-44.639214,1249968798920869477,320.9541618,937.0934107,-44.2886426,1031.1863537,27851.5049667,18945.6935524,531.1547661,8213.8964789,3.0,11052.1337084,9.2002702,-1.7151035
-44.5315728,1249968798920868152,52964.560147,325.6699637,11.6866422,8546.9974736,88677.6629341,-6156.7090669,153.3883037,-24284.6315868,4.0,53745.4036189,95.5466568,1.8864554
-44.4801613,1249968798920868252,106.3947014,362.3230227,-0.28472,246.5900813,2243.473983,-689.5158973,180.4591209,-2168.735885,4.0,2070.4256513,3.0736891,1.9362267
-44.5419999,1249968798920868146,545921.6849999,828.6716484,3.6477074,44959.4192971,644580.9465607,137386.7905852,223.3915863,-118700.2791442,13.0,193937.1974648,145.4456566,1.1836709
-44.5079043,1249968798920868148,108040.6338822,711.479718,-219.49786,31516.8324084,136467.4399749,-88848.0293231,405.0412219,-180706.1644608,3.0,174734.177863,165.9826584,1.6688729
-44.5356014,1249951206734825444,110105.3260104,667.0501117,47804.5542035,91888.4913023,12646.4778494,-148471.4802562,374.0945115,-275261.8203439,3.0,147059.1987919,196.6303366,-1.0029647
-44.4760093,1249951206734825557,673.9638791,383.8590577,-116.4144886,3208.8908736,-88844.8737819,-95805.1210596,184.8717873,-103906.267119,4.0,6224.9008088,10.7544941,-0.7302167
-44.6018446,1249968798920869880,27446.7433728,423.4503589,-2104.0168632,13546.5072336,98317.7866645,27271.831367,239.7041363,-1039.96131,3.0,53881.1020957,84.8042413,1.6096976
-44.5314646,1249968798920868169,29428.4155444,291.2049534,2.1298874,16964.6958344,14186.1360222,-17880.1200651,107.059938,-40179.712709,7.0,20359.096709,58.9326327,0.0894855
-44.5093194,1249968798920868176,1233995.9216839,708.527031,71.2291835,33189.6446588,634935.7590062,-183496.5282788,197.239103,-305201.5579462,11.0,339659.7221,263.2937382,1.6824283
-44.5138076,1249968798920868177,41043.5540288,352.5256984,22.9246848,21008.177207,-38772.5717995,-71368.8973374,103.2702544,-95216.9026902,11.0,21290.8760329,56.9024284,0.0542472
-44.5772056,1249968798920868167,774.7018267,986.9676789,-8.0476758,4317.6549964,13252.7660704,-1961.1894929,210.0987901,-11882.0603217,22.0,5918.4216101,4.6701902,0.5268617
-44.583971,1249968798920869893,252.9568205,449.0378014,591.8913722,1111.1843915,5361.7133655,2324.3035835,216.1129051,-3835.0362697,4.0,4110.2927254,5.9341678,-1.7047181
-44.6224167,1249968798920869723,69.9712784,339.0374571,11.2356527,313.3125739,2039.6450096,-880.4921633,184.279924,-1902.09519,3.0,2190.9270338,3.2905258,1.6922872
-44.5716875,1249951206734825428,388259.2316759,633.1788156,7032.832265,257087.2137088,420530.6375156,19819.6935438,313.5648658,-119536.989993,3.0,270137.2467006,412.3036736,-0.1436313
-44.4828648,1249968798920868233,1077233.2426888,748.4534724,-485.4967126,226424.1398144,942008.0506975,228374.2762579,229.1728274,34083.3694198,8.0,305299.8617241,345.2392899,0.6918359
-44.6422963,1249951206734825425,1603.8559562,639.5342619,-681074.9344937,6259.5232192,-227924.421073,-242717.4384116,367.0169264,-261207.6383458,3.0,17688.1986235,21.8969494,-1.491236
-44.5314755,1249968798920868180,1321.0559292,286.5170506,-42.0481611,2774.3439044,-17223.1053418,-22805.878265,165.4131065,-31090.0583977,3.0,7337.5217086,19.5132422,-1.4576641
-44.480537,1249968798920868552,80.5946034,347.0407024,5.0598351,136.4069104,1556.2631087,-1091.8082552,173.2315098,-2141.8625904,4.0,1784.9750322,2.2700858,1.9766849
-44.6345864,1249951206734823882,224.5498969,909.064778,6.1740077,1953.8680398,9532.4699431,6184.1703108,177.8303854,173.8963989,26.0,2704.6030684,2.0031745,-0.6018072
-44.5475748,1249951206734823904,73.2031642,443.5688101,5.7066382,299.1422729,2491.1865091,544.3390597,253.6032867,-2086.4616423,3.0,2560.9230513,3.8348215,-1.7055012
-44.5973178,1249968798920868548,1203.379628,922.9144731,-1.8421899,3984.5208088,20052.4819888,10589.1925924,171.1551321,-5708.3358888,29.0,5904.6261324,4.7999691,-0.4484438
-44.4932064,1249968798920868994,75.6545152,258.8162218,-2.728531,65.5821017,1863.0612767,-528.8446923,145.023349,-1229.8198394,3.0,1767.0481003,3.3170031,1.7293672
-44.6493112,1249968798920869015,74.7716931,221.3570011,1.4762014,611.8621761,-1300.3438314,-2163.095444,68.4612775,-3151.5470137,10.0,655.2421818,1.9949363,-0.0891643
-44.6145824,1249968798920869014,153.2072567,200.7246956,-5.5676076,158.0440901,1303.9097633,359.4187501,99.3306346,-1621.9507489,4.0,1385.7710596,3.7841769,-1.9473867
-44.6468081,1249968798920869016,12.3369744,198.4745814,-0.8559972,108.6133018,-1087.4285011,-1475.7443326,77.1631709,-1991.2476527,6.0,295.4475532,0.2097587,-0.4759712
-44.6341685,1249968798920869002,220192.7294414,422.6001531,-27.5204347,2020.8172744,329610.2325709,19197.0689972,194.9416434,-8642.9304296,3.0,194709.8166908,201.6486752,1.7318409
-44.6302695,1249968798920869010,751.3153167,284.0374123,-2.9371541,938.3370387,1893.9272068,-304.2081397,98.6759532,-5396.0686115,8.0,2944.7152933,7.6505663,-0.8732693
-44.6245988,1249951206734823881,216.1961332,750.0121171,2.8924033,1335.0872162,6647.5582836,-2583.6700792,180.8869031,-6239.5440235,17.0,2853.2672031,2.0253187,2.1047701
-44.4805535,1249951206734823803,211557.4148208,799.7922735,-7.9074183,153421.489783,292044.6462022,81581.8585362,294.2515519,-39006.567719,7.0,150392.6387452,177.7212719,0.0294547
-44.6021407,1249968798920868973,50327.3764854,422.6593835,-289.8871841,14907.9923389,130436.3398954,31954.8862268,182.771888,-8843.5872696,5.0,51933.6558537,79.4429276,1.4237576
-44.6563399,1249968798920868971,776.4157021,256.8810048,3.7690729,356.7310036,145.9677311,-2216.8456284,67.7771667,-6663.3638886,14.0,1836.3591416,4.4810942,-1.2847498
-44.5226924,1249951206734823777,84.6140013,241.3649484,-3.8572112,111.5119315,1314.9225143,-362.6774924,139.0253989,-1394.5345876,3.0,1533.1292513,4.0175175,1.7217479
-44.5671205,1249951206734823791,123.43765,448.5348827,-4.9086635,301.9427632,2173.936035,-585.5199468,213.385209,-2840.6629511,4.0,2420.0789011,3.6201118,1.9219115
-44.5473771,1249951206734823853,29.9700771,582.6228177,-1.8108968,770.6128172,4308.852609,2796.7574775,285.9902992,-36.1514318,4.0,1927.168606,1.9469014,-1.3955853
-44.488738,1249951206734823859,365651.749021,733.6565829,-119.8410005,142444.7544632,539109.9666546,209928.0380037,283.2050436,52435.9028183,6.0,212664.8577946,227.8858327,0.4831736
-44.5936382,1249968798920868573,115.4269023,343.1330083,-1.0384727,290.9902724,876.0426288,-1738.3108331,107.8274306,-3504.4075519,10.0,1192.1977072,1.5563648,1.0897767
-44.5419901,1249968798920868568,157898.9779206,733.3155395,347.9537367,103643.0125612,179533.4226205,-97159.6162322,321.6593675,-229458.4649531,5.0,159772.695424,156.2825019,1.1482055
-44.5706332,1249968798920868570,74.4505149,383.138935,-5.8651666,390.8327952,2249.7769389,769.0184727,220.70671,-2063.2640628,3.0,2385.3298224,3.6682192,-1.6798857
-44.6081813,1249951206734824149,12.9547471,318.9635731,-0.0065194,138.4882961,1959.5127428,1513.0168232,157.9553104,529.5392228,4.0,660.9616459,0.4291305,-1.8261174
-44.6168584,1249951206734824148,20.7861282,240.7398784,3.5738627,330.6642594,1617.4997927,1045.3439552,97.4818412,251.2603641,6.0,506.7895403,0.8909936,-0.5935222
-44.6424317,1249951206734824114,5714436.891972,1180.5506868,-297.8420322,303529.9421691,1748934.2242332,427685.633295,197.2326938,-93290.9472411,28.0,611393.5720499,353.2332935,0.6831337
-44.6541387,1249951206734824116,237.3826348,889.476081,24.6555361,898.6333989,16079.5268386,3377.25496,280.1957575,491.3451615,10.0,4707.0080631,1.9803459,2.6291782
-44.6217568,1249951206734824115,48.7620596,729.0105402,6.428941,1339.2751835,3459.1340903,1189.2852343,218.9301628,-1184.6933265,11.0,1594.2473193,1.3806742,-0.2253304
-44.6534706,1249951206734824113,450.7201289,640.5701185,3.3345612,1859.254586,5615.2813465,-1810.4700239,135.9465905,-6445.3598821,22.0,3028.470345,3.3001426,0.7084815
-44.6267358,1249951206734824112,40857.5382907,486.2918422,105.8212564,25220.1653717,172029.8121162,77390.1980222,239.4839927,41897.4707452,4.0,61182.9917499,104.9102652,1.2440422
-44.616843,1249951206734824111,0.5884596,229.7418449,-1.821499,16.8963259,1281.2159803,1193.7406256,132.0860519,1064.9856868,3.0,120.2601737,-0.8292969,-1.693666
-44.6502352,1249951206734824110,4817943.0698346,1270.0191622,-1802.0793082,487142.0176983,2795616.8960564,598481.7457073,282.6732208,70897.9323432,15.0,856614.0878114,492.6358783,0.8131011
-44.6348937,1249951206734824109,2230787.498374,1252.4470151,-360.3793916,78516.9652408,497491.6559639,208299.0002256,217.6836936,-562243.5344764,31.0,254365.7963746,181.3535344,-2.0907813
-44.6280189,1249951206734824136,94.6917868,323.6548151,-2.2620377,492.8359266,1574.2511282,-151.9138174,121.3100711,-1916.1864895,7.0,1233.1787176,2.6688399,-0.3344582
-44.6383438,1249951206734824135,16.830229,167.5504698,-1.2492175,195.7064919,32.2541754,-559.278075,95.1364248,-926.9410892,3.0,506.83194,1.6718406,1.44607
-44.5716055,1249951206734824134,567650.2977949,802.8240694,800.7802899,105370.5634904,503936.2834601,196334.7334548,338.2694817,-119759.30355,5.0,244861.8165806,275.4907617,-1.7360873
-44.6337026,1249951206734824128,142853.9962636,1042.1344065,-90.8450208,7034.1803103,61235.500231,15297.3861834,192.0176666,-200380.9369846,29.0,61368.5161159,25.5763938,-3.4689819
-44.4735439,1249951206734824040,4208.9009548,367.7766582,35.5718513,11393.9557721,-12956.0355853,-25748.6402815,183.7920287,-38195.7118034,4.0,13749.0126331,36.7820873,0.0261695
-44.5806164,1249968798920868502,65.2330816,256.3818848,-0.607282,233.9917096,-181.2063993,-1619.3376007,84.480954,-2817.3821126,9.0,723.3197267,1.238029,0.6077472
-44.4803968,1249951206734824053,185602.0181385,672.6410992,93.7323817,36797.1387529,157675.9399733,-187984.9400068,321.4565324,-277796.7498426,4.0,199462.6604364,167.9322112,1.8559783
-44.5918126,1249951206734824005,39.3520935,562.4994523,-1.5131317,648.3964141,720.9964389,-831.1624588,196.7933125,-2491.0899445,8.0,1291.0824883,1.2400546,-0.432538
-44.5968719,1249951206734824004,98.84551,939.3668468,1.7791614,611.1206501,8300.9795136,2970.9888411,295.315588,-3017.6389431,10.0,3207.372118,1.6116783,0.0607082
-44.6529019,1249968798920869021,1319.1669998,305.5330992,11.3535503,808.9198058,-671.5576311,-4085.3889525,91.0827668,-10181.6805396,11.0,3434.4635683,8.3535545,-1.0447184
-44.6151884,1249968798920869018,3.6001167,184.5339231,-0.6362613,30.5152377,-1067.3206496,-1307.3979957,105.4980883,-1489.8402374,3.0,235.627316,0.1722248,1.699427
-44.5781397,1249951206734824084,70932.5597315,345.3093607,96.5879084,35975.6257584,110980.2995237,-61.2019311,180.0135795,-32897.2883619,3.0,74875.2733722,150.0326193,1.2931833
-44.507881,1249968798920868482,358306.2549569,886.6710451,-194.3312429,173817.622491,700337.7417837,174214.1804538,378.6646034,-64648.1409671,5.0,287079.9087933,246.6665789,0.8802745
-44.5892641,1249951206734823520,2.9846976,306.9808921,0.0798071,128.3009365,2078.0934134,1689.2468623,135.5943825,1459.8201196,5.0,258.3159321,-0.4082008,1.1334455
-44.5533224,1249951206734823521,65.5028859,291.2437898,1.0900951,141.3052638,1687.2137776,987.5181305,91.6437302,-445.6635818,10.0,778.6268445,1.3597949,-0.7881279
-44.4760839,1249951206734823517,8799.2074788,379.2406085,-22.1111244,14591.5993451,-29030.1222915,-54065.1641497,187.6700388,-73923.5389725,4.0,20702.3776184,51.5833762,0.3890274
-44.6285332,1249968798920868742,439367.4794293,1165.2717096,-123.7053833,11362.0571782,80134.1497157,14082.1699662,194.7536329,-470847.8150917,35.0,91334.4402306,33.7725055,-5.2291038
-44.529622,1249951206734823502,2636.7913999,169.1573338,1.728436,406.3644704,2343.5658093,102.0911054,29.0179976,-1480.9209592,31.0,1522.5918245,7.4141858,0.3808451
-44.54256,1249951206734823501,418911.8249204,752.097393,44.3416319,170606.1612033,121836.0016094,-161893.7049764,257.1159868,-346821.4871701,8.0,189150.9404444,209.9666565,0.2117344
-44.4735513,1249951206734823499,333500.1377885,396.3049702,106.8099727,1503.6577421,386363.5174453,-25439.7227437,159.7473411,-47925.6215371,4.0,216171.4104157,173.0586799,1.9997537
-44.6225802,1249968798920868741,2321810.5921353,1007.7283339,-7804.0665734,370846.3103113,2543390.6734231,67426.0570707,337.5701925,-224982.0710571,5.0,1130670.7969752,620.4339692,1.6734782
-44.5474749,1249951206734823492,193.8852748,616.243692,0.362948,957.4662259,5242.3846482,1396.1247582,125.3282499,-3136.0651687,24.0,1719.8290625,1.4462249,-0.5079717
-44.5240997,1249951206734823490,332.9000632,491.8550373,-1.0216042,889.583881,2778.0889765,-524.1664037,93.9990122,-3873.8963438,27.0,1677.4267914,2.1510471,-0.1793866
-44.6511524,1249968798920868744,828756.6122481,720.2977273,-2024.7987183,104525.0680402,299417.5470872,-70768.94244,234.5709735,-236693.8315622,7.0,245906.1899851,342.257503,-0.4426975
-44.4858032,1249951206734823487,144.5821257,499.4684029,0.7228211,791.5605144,3979.3627515,1746.6640944,103.9269707,-660.1335684,23.0,1293.1380662,1.6384116,-0.2249889
-44.4883988,1249951206734823505,6.9498418,279.2641816,0.7486609,279.9675547,-47.5256117,-453.6528671,137.4260682,-946.0784112,4.0,416.7231869,0.7405775,-0.4849289
-44.4857693,1249951206734823572,98.1611148,366.4706645,0.655731,528.8210735,3606.8502952,-668.1226748,197.1731019,-1865.8295243,3.0,3018.5983346,4.3958204,1.6724397
-44.4734363,1249951206734823570,27538.5241828,326.123557,8.6994242,9588.143938,30204.8891408,-16815.0481672,132.0500716,-36587.1684728,6.0,25839.5574883,60.9644509,1.2974996
-44.5426693,1249951206734823568,343386.1737321,845.3742654,70.1626742,141305.5643389,492157.3292425,113521.0877525,309.700388,-102081.3358431,7.0,210649.7773058,217.1828525,0.2848422
-44.4735351,1249951206734823575,2506.2232691,312.9629104,7.8262063,731.0274231,-21551.0648941,-35470.7191852,179.9584087,-41688.4863629,3.0,11421.166566,24.9328666,1.7240713
-44.4890903,1249951206734823556,363688.219892,675.3304069,-129.5115873,54435.9215262,568336.7797729,157179.6496552,237.8724536,55861.2462349,7.0,195340.1264315,186.6822106,1.0941938
-44.4761129,1249951206734823550,84960.8333639,334.288082,18.0774693,10360.1008982,20785.2132465,-64646.7202733,110.6065851,-99261.2342112,9.0,34611.6944771,66.7262041,2.0962767
-44.6112464,1249968798920868819,61.0529324,351.9649559,-2.0664226,914.3913474,-696.8689261,-2589.2151271,142.0736968,-3862.9892207,6.0,1182.1234404,2.268349,0.4865499
-44.4757287,1249951206734823425,30221.7685784,403.8864854,433.2873084,41115.8651691,29300.2626604,-29924.0001805,231.2532837,-71054.2259124,3.0,50449.2356204,99.6174084,0.5311154
-44.6176013,1249968798920868763,307688.8670639,597.7106978,-1662.078112,36662.2527678,491359.3053263,18985.0596028,241.8217607,-100798.8003838,5.0,231986.9588164,191.2819766,1.9011962
-44.4804453,1249951206734823434,6275524.7381305,1139.5218376,144.6465367,232637.8887485,1845981.8824272,405249.4838399,169.5601946,45462.0416077,37.0,608934.9192648,333.4728682,1.1026011
-44.4889254,1249951206734823433,261078.2351958,508.2934492,-18.1580747,41422.2852634,58415.6891076,-88665.2329029,118.1265794,-165899.760346,18.0,66342.5947475,97.7835988,0.7427599
-44.639278,1249968798920868765,906.0685423,986.9071379,-74.1174955,13588.5686365,37610.7665164,18494.6537289,492.9461164,2457.9115363,4.0,17259.2990788,16.7724559,0.1382191
-44.480388,1249951206734823432,1480321.7805781,875.023575,59.4709908,83752.5054716,1468181.5267442,-76038.2496237,241.2104832,-244003.501055,11.0,522823.9160048,239.4599445,2.315814
-44.6222619,1249968798920868812,204.4601232,426.6628184,6.4567549,1894.9880134,2823.0262658,-299.3276287,159.6890973,-3743.0605299,7.0,2498.2314221,4.7947943,0.1776955
-44.6176431,1249968798920868811,4829.4520618,316.33382,-8.9160732,1803.0866009,7422.6258191,2126.230282,68.0244779,-7368.6008988,21.0,4665.6284577,11.782638,-1.032528
-44.539388,1249951206734823473,7093646.787143,1149.2031046,465.0155848,427440.2128097,2972369.3820856,374230.3529854,220.4978386,-161326.8534135,18.0,943163.0038273,507.7739709,1.2083177
-44.4759589,1249951206734823470,30487.1909214,345.329047,-4.0241866,6545.209165,-67812.2524561,-87048.4463604,62.882862,-106830.3824511,29.0,10802.3364558,25.2320585,-0.5053615
-44.5038707,1249951206734823468,289.629499,717.2298567,0.7802711,1000.8692218,3421.5196325,-1993.2564044,125.6599041,-7318.8884557,32.0,2179.0674626,1.7825655,-0.3740138
-44.4733395,1249951206734823481,897.0400946,320.7550419,-6.8648724,2434.5530282,-6990.0988186,-14775.0058346,159.5145608,-19417.3314962,4.0,5479.5930534,13.7012503,1.2648892
-44.6156282,1249968798920868844,1523419.3187402,847.6089294,-3668.7745749,468348.0642038,1463954.9021448,240535.4934193,307.3791297,94127.1544161,4.0,687256.1850087,538.1768799,0.3323342
-44.5394768,1249951206734823479,1440056.9518849,782.7440118,-236.5268693,228854.8508765,644497.6347191,-14205.7080142,222.0107245,-228590.4321429,10.0,349346.3677474,341.6039106,0.5475844
-44.4730089,1249951206734823446,174.9489591,354.8505337,-4.7466688,1993.4945163,17167.1894124,13553.9651908,204.8528464,10721.4117633,3.0,3300.1236084,7.1127546,1.0486572
-44.5715814,1249951206734823450,8750113.8169208,1041.1104011,-41.6216932,320389.1711128,2948770.0301435,366017.1463785,166.7488677,-30513.5617846,26.0,837403.4603862,466.8368456,1.4596853
-44.5354821,1249951206734823449,7800406.1359432,1106.1853177,-20.4577552,244227.5138941,1832231.0463029,342103.9909011,160.807575,-292586.2387156,37.0,566826.6259259,348.8442068,1.0000051
-44.4760923,1249951206734823445,11161.0093849,371.4178463,-15.0208456,12757.8757204,2833.2326468,-31775.5156802,178.3841454,-53007.1899839,4.0,24078.1091453,51.2230616,0.9727029
-44.4732175,1249951206734823456,8907.8213479,317.7678103,-8.594296,6763.428789,16360.2234118,-2345.833909,129.057279,-24619.96775,6.0,13934.722067,31.4718667,-0.418223
-44.5419315,1249951206734823460,1093631.0807004,1171.1072969,-23.1776965,8385.7804628,107241.5846604,-3164.5070395,182.1441997,-547985.9904713,40.0,147023.7294354,60.7017236,-3.2375816
-44.4890308,1249951206734823457,1636318.5231797,671.7499115,112.6763188,103574.8144609,1792295.6250477,56021.4255165,211.4926326,-69468.554731,7.0,668431.9359722,311.9470013,2.5345898
-44.5426453,1249951206734823454,4089941.79952,1302.1992491,82.0879312,494147.7065745,2956110.6444602,636444.7375043,318.4200553,81041.0357031,13.0,923511.3196449,485.0749975,1.2500919
-44.5225952,1249951206734823453,138.9666035,275.0715503,0.675427,710.4926019,1519.9991323,-304.7033282,102.8140684,-1531.8990216,7.0,1290.949428,3.6233056,0.8236814
-44.5718549,1249951206734823452,125257.7702738,1037.3673879,-20.8848436,3928.9052705,37799.4125953,11782.0568285,179.7329957,-268250.4015395,33.0,51541.12752,14.872795,-5.6315244
-44.5118299,1249951206734823451,89.5658194,350.0594886,0.0709556,366.1306604,84.1132723,-1695.1404703,84.5609405,-2723.3936609,17.0,816.3738307,1.0166544,1.1910871
-44.4890001,1249951206734823703,140497.8915239,700.5650324,-58.4870295,61894.9955871,464910.5578606,221704.0668397,279.6067762,102291.987697,6.0,125774.3301399,124.430506,1.0644509
-44.5089753,1249968798920868645,292455.2299035,728.0809696,-100.1452992,123981.1985079,60283.9859194,-171078.8823023,234.9200998,-340351.6503851,9.0,131209.0691721,160.4724321,-0.1016567
-44.6343349,1249968798920868933,73185.4460497,517.9667921,1312.8419382,87687.6883779,278020.5261285,147155.7991921,284.6613538,80533.0176919,3.0,98949.8586545,160.6844821,0.3333421
-44.4725442,1249951206734823720,2014.0996532,517.5381584,1770749.4607216,16419.0613481,169301.2686367,151988.7279867,298.323327,136149.042996,3.0,16576.3608176,25.599118,-0.0284221
-44.6177527,1249968798920868657,4071502.1637992,843.4351139,-314.6984105,122983.9215716,2202237.510573,74002.9395871,209.5634755,-122827.2851755,8.0,916814.879094,543.248428,0.9231736
-44.5319405,1249968798920868924,6940.0145905,411.1957616,-72.2197057,15609.5508321,87885.8749406,58579.1958497,236.3523932,39353.6375102,3.0,24775.4564036,46.5211876,0.9913292
-44.6393044,1249968798920868658,117718.3705435,1036.3125831,-17.3708929,8686.3620566,60286.2559041,4687.8375862,213.8145796,-177950.154288,23.0,63772.3711955,34.0093262,-2.6669589
-44.6512452,1249968798920868659,5467947.2170045,1343.3536908,-4426.0921624,694572.6602579,2941967.408967,490844.1338929,360.3592863,-102971.6588115,8.0,1114456.1475678,766.0732447,0.3514939
-44.5651653,1249968798920868649,326578.3239013,924.4905235,421.20504,139612.6674479,496866.9165602,158491.80932,370.6510073,-140214.615358,6.0,227672.6454341,211.8227504,-0.3436243
-44.6513151,1249968798920868951,214532.6948042,654.9800791,-49.4410733,122282.11885,225781.2181528,1008.8020173,240.6516619,-122191.7595017,7.0,126767.6408735,161.1805757,0.4018896
-44.5778196,1249951206734823760,1422.9431102,343.6185886,-100.105413,450.3057586,6244.6745382,-5482.2816246,197.1571008,-10442.9290899,3.0,9507.2668017,17.8555981,1.7276805
-44.5671302,1249951206734823755,183.4598213,539.0020721,-1.0420173,1000.5764167,440.848512,-2341.1346333,109.6565235,-5828.5610375,24.0,1532.1963684,1.8234199,-0.562702
-44.5740743,1249951206734823774,1.9993471,293.7371225,-0.057815,27.4048874,395.7351145,224.1873206,169.2063639,-139.1107302,3.0,301.1941319,-0.1568307,-1.7159332
