decl,diaObjectId,rPSFluxChi2,rPSFluxErrMean,rPSFluxLinearSlope,rPSFluxMAD,rPSFluxMax,rPSFluxMean,rPSFluxMeanErr,rPSFluxMin,rPSFluxNData,rPSFluxSigma,rPSFluxStetsonJ,rPSFluxSkew
-44.6225841,1250355827013845298,10270379.2812058,1422.0171252,1.0781293,1230031.9566145,2958079.0618036,501402.3750428,286.4798197,-192277.4994006,13.0,1233623.1559838,799.1261439,-0.0774753
-44.4719038,1250355827013845390,1419814.8865241,590.3514591,-253.3720928,174011.7783277,783451.2441096,36284.1153698,147.6942418,-70234.7053787,10.0,272716.3822099,345.4054927,1.1471831
-44.5135869,1250355827013845317,654875.4338551,895.4249375,-195.6508617,99070.8189431,771444.645978,204654.2725375,295.8804374,-100136.6145165,8.0,253738.9468204,225.7858664,0.4182821
-44.4891781,1250355827013845354,76.8457876,194.9797286,-162.1731507,1048.6797155,4520.1835019,3145.5447599,99.3110824,1847.4474118,3.0,1346.6505647,4.6140525,0.6278976
-44.5207525,1250355827013845123,1.0902044,256.8857907,-0.3116654,143.1793903,-1136.4832056,-1283.5109754,145.9992053,-1527.6841706,3.0,197.9281159,-0.4597335,-0.769777
-44.480738,1250355827013845149,42.8026413,422.4072379,1.544051,341.4834106,857.1347319,-1601.7155659,169.4996672,-2965.8158811,6.0,1288.9055188,1.0202075,1.5452457
-44.4717541,1250355827013845151,199209.367697,365.9512546,-65.6666738,30283.4929948,141420.6267884,-62777.7062932,138.6831558,-121859.345558,6.0,93080.620061,150.6995218,1.6889262
-44.4716604,1250355827013845021,1067.7426388,282.4739189,11.7669233,4596.2048096,-107773.5789193,-113831.2414717,160.9533974,-119849.6529908,3.0,6095.1498178,18.5172799,-0.6920127
-44.4716242,1250355827013845013,11740.0430137,439.1939199,-146.6309773,26501.4106058,49927.7076721,13223.6198377,253.493211,-17413.5103968,3.0,33924.0678789,61.692114,0.621408
-44.5135498,1250355827013845009,11532960.0737862,1371.4269615,314.0437414,998214.0363591,3152656.1650872,370756.3907305,246.9711476,-206781.3084494,16.0,1282065.7462989,741.2594363,0.2737479
-44.536707,1250355827013845008,537.3842205,587.0110451,0.7248709,1513.1403223,630.827035,-4424.049429,105.0940617,-9412.7424636,31.0,2443.2143638,2.7431898,0.0185606
-44.4821839,1250355827013845006,485.6372963,564.5702414,-0.8076616,1397.6035963,2633.6248684,-1820.5969616,92.428328,-5551.2623911,37.0,2047.6915853,2.5063075,0.2603073
-44.4718033,1250355827013845004,546322.0617469,428.0765766,-62.8123842,59491.1732156,443554.2112443,-30070.8413397,119.9416364,-107267.4126845,10.0,158461.8285728,183.525945,2.3653791
-44.482248,1250355827013845448,72.6972708,393.6107005,4.0133794,830.1096879,2567.0734084,1008.9492653,214.5415998,-2274.1510977,3.0,2588.937327,4.0362742,-1.5338815
-44.4820321,1250355827013845077,19.8363375,423.3122084,-6.9335708,14.8130615,1883.0172619,1308.7860517,238.1660284,-674.6721091,3.0,1472.4251124,1.3274426,-1.7318536
-44.4714703,1250355827013845074,290369.9819557,450.2324173,11.3782984,60782.1831509,291883.0934561,-3603.1341613,154.7795723,-57190.8285156,7.0,122980.0372233,178.4010903,1.7713074
-44.4937454,1250355827013845063,12.2800367,947.9461495,1.1200655,1243.3454408,14795.2246429,13028.6573433,473.8957696,10686.8895109,4.0,1916.6888649,1.5210104,-0.5462784
-44.4842858,1250355827013845043,526.0295872,592.1055317,0.0369364,1609.0147154,1031.4640596,-3265.5757977,89.9929524,-6793.6888925,43.0,2047.2706256,2.4406863,0.3600115
-44.4937186,1250355827013845042,401021.3588373,943.6214809,18.936871,3605.7231575,27763.1724235,-1995.5751972,128.1662305,-383629.6215013,53.0,55047.8373962,16.3357925,-7.1844852
-44.4808026,1250355827013845041,445.9203111,454.2837094,-0.241297,1068.6410867,2440.0433644,-1027.7090374,77.5816053,-4389.3463372,34.0,1610.0536665,2.6694352,0.0607445
-44.5289131,1250355827013845040,409.0730096,444.1320933,0.7039769,1102.6613011,568.6892928,-2990.5547969,81.9558303,-6009.9719503,29.0,1717.1621778,2.6370122,0.1728252
-44.4718816,1250355827013846340,603146.4803038,764.1079889,-1881.3788406,110100.4371823,660382.660184,163032.569161,347.2437081,-1216.7375831,3.0,354491.8835271,524.0172891,-1.5459846
-44.4817077,1250355827013845290,60.6067061,368.6043109,-11.2392783,699.8778774,1726.4598418,-936.3103209,181.5892884,-2035.7000107,4.0,1741.476695,2.9698427,1.3210452
-44.5206406,1250355827013845284,36.6139325,315.620488,-3.6548821,812.2917049,319.2036666,-730.2062402,140.5583245,-1930.9777221,5.0,918.0355758,2.1049317,-0.3928978
-44.5051668,1250355827013845281,97.2999057,242.2752012,-3.2204538,139.1014215,1051.9597767,-639.3370181,119.5191362,-1614.3382075,4.0,1257.3495353,2.8036924,1.9460719
-44.5136457,1250355827013845200,2486823.412113,823.296673,62.72487,392817.3622359,1065681.1555998,-53023.6023249,215.3659343,-325239.3756776,10.0,476101.8493443,454.9704859,0.5210182
-44.4716266,1250355827013845198,537033.3492989,448.9800388,-96.2202272,89848.2779839,213020.5009111,-21654.954107,126.2057214,-110344.3538088,10.0,110534.205557,201.7131269,0.3526575
-44.4715313,1250355827013845168,399856.9002802,610.9924173,-672.7663291,99286.7678867,569530.4361725,119411.2588928,228.974031,17621.8344339,6.0,208208.9835409,222.295443,1.4262394
-44.5410283,1250355827013845966,25.3614798,202.1341695,3.7781732,89.4641705,1060.7422028,695.6134219,114.5251488,-340.0414908,3.0,784.1936076,1.6459094,-1.7067243
-44.6225368,1250355827013845807,667421.5595129,941.1599142,-125.731297,133562.6442513,1201626.5314169,319101.9901852,314.2111649,75723.9835752,8.0,347687.8801887,217.5677005,1.8511405
-44.5134425,1250355827013845873,278094.4958726,718.3024561,98757.0031517,1153.4980665,417457.5913937,-73738.4928007,376.7333706,-154644.5305438,3.0,329970.8319391,232.706503,1.732027
-44.6226864,1250355827013845783,491109.3682269,621.6913049,145.6689591,74249.6171119,126496.3807816,-161766.9284646,156.607696,-291763.3854109,15.0,122290.4828895,143.8183435,0.9135463
-44.6050455,1250355827013845781,31.3451737,296.9849344,-1.4054925,393.1626085,2401.0375355,1122.1584632,130.7187164,69.4792247,5.0,864.6351696,1.7990037,0.6326375
-44.6022586,1250355827013845762,45.6091613,450.9214733,-2.2875711,344.1289327,2720.8800631,698.4524162,170.0336897,-1124.4828593,7.0,1268.9808494,1.2600084,0.5363565
-44.5368286,1250355827013845907,60.3841608,416.6029123,-0.6963508,717.5644116,2670.0048328,1166.8387527,183.8483079,-2839.8475084,4.0,2424.86492,2.593116,-1.6270872
-44.4714504,1250355827013845395,311327.9772312,612.0687833,80.1667004,67106.1723293,559155.9660817,150810.2490053,220.0696322,34163.4106353,7.0,176007.9292356,160.7504735,1.7718097
-44.5134397,1250355827013845468,247778.5398211,657.2255359,240.7947159,78001.6769737,181948.3334092,-105661.7603128,234.8631036,-190682.6365069,7.0,146743.0889764,174.632733,0.7530444
-44.5290166,1250355827013845612,147.3807106,382.0684982,-10.6230131,889.8251809,1739.5854597,-805.0318422,211.517285,-3783.3925764,3.0,2965.3886934,7.0603533,1.5582528
-44.4954853,1250355827013845983,8273.6775305,191.5605476,-28.3024835,130.9009591,20051.0558766,5513.631389,65.4128352,-550.6383733,7.0,6045.2083725,20.9005844,1.0327949
-44.5135315,1250355827013845597,313529.0788503,735.5110749,-612.5233641,190921.1858657,176608.6561077,-42552.2429772,268.2423846,-211508.3337255,7.0,169236.6221571,208.9506156,-0.0117018
-44.5712233,1250830816037044546,26609.6017428,404.2649581,131.6843096,10009.8982957,54451.6388486,4235.9884668,233.0593946,-29112.136765,3.0,45631.2676557,87.1859852,1.6387557
-44.5715347,1250830816037045561,75317.4887784,633.5827399,-3365.7048635,43906.7615954,289166.6412609,178534.5708926,358.2307311,70357.9013975,3.0,115755.3241083,157.9542844,-1.4559424
-44.559213,1250830816037045593,5.512295,424.5096652,-13.8418459,148.7556603,3377.577139,2566.9155813,244.1757793,2100.6755846,3.0,698.2500727,0.392048,1.6440322
-44.474819,1250830816037044560,64469.9153728,986.7111051,-70.5671039,77341.2544569,444322.2443078,189471.0947867,552.5318692,83947.6882359,3.0,189718.8007412,136.4903936,1.4138838
-44.5614819,1250830816037044534,1.1382051,289.8200322,-0.1447656,193.8551238,308.8809364,82.7511629,167.3271385,-127.0859855,3.0,218.4281304,-0.5748255,0.3295933
-44.5033848,1250830816037045586,1.7372605,433.0832644,0.9134353,262.7524426,2714.2785357,2292.6875814,240.2161946,1986.9572199,3.0,368.2977465,0.0126855,-0.7945329
-44.6213597,1250830816037044535,68.4601014,309.4881236,-1.1671156,741.0767005,1887.5820649,649.3046589,88.2182762,-411.5569126,12.0,768.4366259,1.4213616,0.2147454
-44.5265874,1250830816037044526,24.3414396,530.0904214,0.8387819,942.4002226,4306.999547,2532.6714014,226.7334353,908.1673989,5.0,1355.7157243,1.790094,-0.091403
-44.4975434,1250830816037044522,79.6901462,422.2783597,-0.8138853,755.4417942,2470.941591,490.9435503,147.5316812,-1673.3785456,8.0,1377.0628975,1.8306978,0.3792191
-44.5392111,1250830816037044523,479144.5962892,709.9095634,0.0050264,58277.9962819,440218.8027169,-53203.7578184,255.1658712,-177771.6838559,7.0,240547.5750375,219.1643486,1.307855
-44.6419646,1250830816037045579,0.9327126,240.4576356,-3.6142176,110.8728075,1699.4595609,1540.8949123,119.2716888,1397.3043124,4.0,136.791759,-0.8230064,0.0238199
-44.5291575,1250830816037044527,59.5392438,370.2971816,1.3812481,912.9106817,146.2207224,-1017.0161035,130.4132962,-2329.5970048,8.0,1078.0810027,2.4426421,-0.2176248
-44.5987162,1250830816037044545,387.9461347,828.8795145,5.1823339,1764.5319049,11512.1812406,3898.1608979,159.2909015,-2182.2679174,27.0,3215.2253361,2.6940497,-0.0865065
-44.5814757,1250830816037044537,176.8899924,537.599743,1.1452729,1088.9983747,4201.2238981,1833.7983507,114.1969369,-1090.0552777,22.0,1552.241117,1.7276291,-0.0363009
-44.4746972,1250830816037044509,382054.7229976,819.3599182,81.6592377,78848.1395727,413126.4342335,-167028.072229,262.658254,-319899.8995449,9.0,217977.3235341,155.5127977,1.9807481
-44.5254299,1250830816037044538,4.4708992,301.2701751,0.3588585,421.1549692,-804.229732,-1254.8592669,171.0671056,-1766.3837233,3.0,482.3193536,0.6801023,-0.3701549
-44.5712845,1250830816037044696,4421.063014,328.1758358,16.693731,3907.4819716,-36835.910332,-53498.9818282,161.417009,-63658.2135285,4.0,12406.2938469,29.144318,1.5784933
-44.4748699,1250830816037044703,192983.2487215,811.8136889,154.4111988,153215.6615091,77854.3906969,-153283.7899135,321.0840858,-291477.9104167,6.0,155838.453644,174.9131966,-0.0842236
-44.4857587,1250830816037044705,99.7321688,303.7388249,3.9662022,477.5771916,2529.5836144,-62.7622391,130.6680103,-789.522967,3.0,1794.3818688,6.1647769,-1.5950445
-44.582947,1250830816037045527,3427.2245922,265.2965119,-249.8753498,230.9255172,13192.806676,5366.6213476,88.6055318,1403.1498306,7.0,6040.0038885,21.6420192,-0.3779961
-44.6464983,1250830816037045515,613551.2097057,526.1705443,-885.3950319,66829.6277824,771672.2416126,7007.2072259,187.0467303,-50011.8446884,5.0,349756.1377834,269.6259578,2.156755
-44.5216649,1250830816037044599,18.302954,319.6137292,0.103033,300.9494865,1682.0360746,1263.8687906,120.1809495,197.0126714,7.0,555.5051309,0.3202046,-1.3677763
-44.5712745,1250830816037044611,32958.1990552,342.3892213,-62.5156196,2165.0638565,-3987.2087567,-80810.8512223,148.6714409,-92589.1296671,5.0,38625.6780184,46.9589746,2.223599
-44.5421454,1250830816037044580,84.1852703,240.2897481,2.0464795,627.7414259,1321.7036854,0.5733658,117.7973993,-1450.2164027,4.0,1135.1423593,3.2052236,-0.3980818
-44.5207232,1250830816037044577,24.871568,209.9878964,0.3552619,153.4451985,37.4707068,-1008.7650558,76.4682753,-1550.6199492,7.0,512.6604923,0.7338179,1.3652892
-44.5510348,1250830816037044582,95.1507332,239.1746598,0.9364079,847.845504,1363.5778546,-251.9492023,118.6473795,-1360.0271326,4.0,1297.3658908,4.4581817,0.4988835
-44.5254846,1250830816037044583,0.5394439,277.3676818,-0.1158826,103.6779722,-1383.1296568,-1513.8625162,123.5067893,-1629.0719076,5.0,98.1176367,-0.9276737,0.2047981
-44.5392823,1250830816037044584,170242.1452021,719.4034617,234.0425996,188698.4462867,197127.8557758,-67903.8516204,406.4449842,-234746.3701423,3.0,216509.0107604,239.8576786,0.3747704
-44.5032007,1250830816037044587,138360.7780436,667.8982226,232.1692669,39740.6930915,68488.4879048,-191156.3027189,327.8455289,-278913.9935343,4.0,160796.0043685,160.6959396,1.7489908
-44.5227169,1250830816037044588,140.6292175,414.2752169,0.4407629,1922.5905358,2767.7698753,-607.7901706,234.3791277,-3931.9431453,3.0,3449.7199925,6.4538483,1.1467733
-44.5304722,1250830816037044650,40.485929,397.6427792,-2.0627161,956.4116029,14.09719,-1359.5714714,149.8086966,-2922.4136431,7.0,1012.7664633,1.6565127,-0.4646507
-44.5711086,1250830816037044645,62206.401604,307.6356761,25.9391946,13278.5723018,-26393.7787214,-90482.256583,96.4162928,-124562.0018718,10.0,27067.637307,64.542934,1.0450004
-44.6189402,1250830816037044617,8028525.9010104,1182.5864592,-957.7955494,409971.3406305,2107664.663246,499661.4688372,193.3202387,-134365.1084439,28.0,740122.4172708,443.8557401,0.7026178
-44.4873937,1250830816037044317,117.5248263,420.2199269,1.092036,1150.7148828,2167.4922342,434.2571039,119.2922299,-2210.0758573,12.0,1356.0867481,2.1181265,-0.37636
-44.5039103,1250830816037044322,2.4064914,315.3823682,0.2750673,102.6272684,-1561.8890996,-1897.8917907,140.012503,-2167.3046899,5.0,225.8800694,-0.4517846,0.8084895
-44.5034254,1250830816037044307,212.6232178,477.6961797,1.3302227,1282.9566222,1394.6780685,-1188.0435017,106.262028,-3703.6116604,20.0,1564.4476372,2.3903217,-0.1742147
-44.5207089,1250830816037044302,8.4848417,258.8936654,0.4108861,166.3894504,455.7250833,-21.1731979,91.0080911,-426.3029189,8.0,274.3371967,-0.1645856,0.268965
-44.5305688,1250830816037044308,0.3746504,300.1874616,0.2704056,85.1809557,1680.5214838,1533.2780573,172.522958,1428.6241624,3.0,128.1291031,-0.8980079,0.9115822
-44.5625521,1250830816037044309,89.458233,497.3809298,-0.6867292,801.4806418,1986.2187693,272.0119423,156.7712536,-3488.0107916,10.0,1572.1123877,1.4009191,-1.7311751
-44.5539076,1250830816037044310,321.928257,920.7527341,0.6029141,1582.5498008,7106.3774337,-2613.7091911,170.5220902,-6810.7659886,29.0,3149.1016768,2.0752189,1.2769082
-44.4976121,1250830816037044313,110.9863881,411.8551459,2.7968901,394.0052722,2855.8303272,1375.9985144,165.3798612,-1915.9710338,6.0,1820.3720973,2.3555411,-1.7542357
-44.4775663,1250830816037044342,2364144.330963,932.496379,135.2731845,209594.8237799,1036301.8239815,287057.2843949,184.0316554,-134336.2768605,22.0,290024.140601,260.3631968,0.3538429
-44.6189504,1250830816037045663,520975.4928599,888.498622,-790.8758564,198792.5850757,900645.3832146,213582.8399526,405.808066,-43283.6067448,4.0,394294.7402761,325.8529746,0.9002892
-44.5336872,1250830816037044348,287.7169918,623.3508688,1.4814532,1359.3930708,2392.2894836,-1978.9120371,129.6269174,-8254.1397014,23.0,2235.9097965,2.3609548,-0.5724896
-44.5255824,1250830816037044349,12.8858218,459.4853403,0.1521738,470.0223333,3742.0430801,2558.4364795,218.1838317,1653.3980329,4.0,880.2207574,0.9037654,-0.8768073
-44.5244115,1250830816037044353,58.4483742,463.9090049,-1.3618385,258.9625053,2204.0467978,882.57506,262.5547058,-2555.0756568,3.0,2676.0589084,2.9369824,-1.7138214
-44.5243072,1250830816037044357,344.3809644,580.6744061,1.6437278,1202.6770925,2575.6872307,-1074.8239408,105.6521872,-6003.3308558,30.0,1999.7580766,2.1835526,-0.3405419
-44.526557,1250830816037044327,182.2920502,577.854514,0.7215744,810.991425,5678.8493408,2544.1238426,97.323412,-242.6875632,35.0,1338.0374645,1.1634518,-0.1498219
-44.4741254,1250830816037044253,536.6863487,425.7879892,0.0016198,1226.0232423,3368.2803219,825.7207037,77.2734278,-3215.0514506,30.0,1814.083893,3.1038778,-0.7539718
-44.4801219,1250830816037044256,108.658741,288.2721427,0.1524837,581.1916606,1750.2415636,808.7978839,85.1159201,-1354.584945,11.0,905.0118247,1.7625149,-1.3515445
-44.4840302,1250830816037044262,40.5392013,328.3776813,-2.0534916,1357.2643875,2057.5143677,498.9308091,188.8263622,-887.6264244,3.0,1474.0744203,3.2989093,-0.2340298
-44.4775506,1250830816037044248,252658.6970605,913.3682953,-700.6199429,66729.0258797,811144.4445227,289198.0875463,395.3324198,121887.2265745,5.0,267999.256272,170.8489984,1.8211472
-44.5253866,1250830816037044239,101696.6179573,1074.1605808,44.8012952,3887.5651139,35438.8112991,8105.0153205,171.4658305,-232430.3851623,39.0,48250.8929479,16.4533835,-4.1603507
-44.5037192,1250830816037044240,371.6916463,461.5548449,1.1122466,1020.4059689,4085.5666985,1799.3533614,75.4802858,-2257.9823751,37.0,1449.9663863,2.040269,-0.6802242
-44.5255617,1250830816037044241,324.872083,870.7061251,1.9339914,2013.3558195,1747.4293188,-3641.559261,164.1918819,-11681.4451643,28.0,3017.2963129,1.9953226,-0.6420085
-44.4711125,1250830816037044243,242372.3641421,1087.0640242,22.4923349,5606.980612,64197.8143687,24904.4065646,137.3605503,-235148.7537858,62.0,58384.0727536,24.5901969,-3.3131792
-44.4854729,1250830816037044286,16.7342153,266.8144645,-0.5202036,376.0949912,1840.6521189,1141.8434095,108.1235647,560.7279382,6.0,496.5229492,1.1575373,0.4605021
-44.4858596,1250830816037044290,1762.779276,344.7421369,-0.4179626,2251.9468972,5389.6310566,593.7647861,72.8650243,-4175.719608,22.0,3116.2755319,7.790464,-0.2707753
-44.4799175,1250830816037044270,280.3558899,857.4739998,-12.986498,1201.3794691,5155.7583593,-1199.865992,490.2638122,-13108.7196001,3.0,10215.868358,8.0935637,-1.7051419
-44.5264383,1250830816037044271,230.7937137,530.7358886,-1.1524569,942.1362655,2746.5138437,-1740.657041,97.7335604,-3523.9158063,29.0,1412.4515784,1.6643022,1.2750476
-44.5266684,1250830816037044274,141.1718033,422.7227498,1.0755493,1079.3275912,1451.6277226,-1682.2061646,112.5485125,-3734.7165859,14.0,1405.0818046,2.1679142,0.6210042
-44.5227388,1250830816037044276,184.6088837,580.9950148,-0.240287,1238.5097735,1615.6558849,-1762.7405235,113.328443,-4112.4555655,26.0,1603.0949492,1.8097711,0.3269504
-44.5039034,1250830816037044279,118.6928754,313.7386189,0.149812,922.5521316,1029.5295005,-413.2691902,89.2295824,-1830.4494954,12.0,1019.6185713,2.4265223,0.0043697
-44.5032857,1250830816037044280,1217765.7046872,836.5672689,94.7219206,145248.1310687,674763.9502521,135432.9879424,194.6252597,-200569.2382733,17.0,223584.6015356,222.742761,-0.0050896
-44.4912902,1250830816037044281,879469.1011677,950.3516108,-67.8289969,102442.6805247,979508.5797968,320491.5761499,196.810224,86543.1385722,22.0,220610.7121925,157.4129149,1.3158472
-44.4798616,1250830816037044282,284.5993051,1018.5859477,-2.2511597,1980.1183497,7277.5682842,2300.6914951,164.4752447,-4013.6655516,38.0,2827.3839348,1.804209,-0.3160141
-44.4903698,1250830816037044283,20.3053565,265.7663585,-0.2389323,418.0212693,1133.2859052,471.6853976,117.0209308,-275.127302,5.0,547.8980128,1.3717399,0.0999593
-44.5580642,1250830816037044449,10.4225817,383.1774967,0.3163888,356.8408141,767.3969115,-295.3612267,169.8240907,-854.7240765,5.0,643.6142836,0.5743584,1.0763891
-44.503662,1250830816037044440,90.5280391,348.3219815,3.4517548,890.2816462,2481.0739181,507.3042841,198.2272908,-1888.8068943,3.0,2309.2592637,4.9660808,-1.4469583
-44.5931013,1250830816037044445,128.4680195,271.9167419,-0.3380877,690.6315364,1457.5801153,598.4104074,89.1632733,-1817.5224253,9.0,1069.3294818,2.6503791,-1.4197324
-44.5304604,1250830816037044450,82.0469847,370.6833918,0.1797468,1032.1152905,1627.7833846,285.7725822,160.8017248,-2419.1566696,5.0,1589.8897003,3.303687,-0.9299702
-44.5031612,1250830816037044476,208916.9259781,867.0563432,-95.997734,84307.2258158,558217.659686,233654.3526822,319.7019975,31133.0216562,7.0,161106.842676,132.7643421,0.5405961
-44.4911954,1250830816037044477,728289.6062773,746.5958821,182.7032832,135119.0192882,293468.0299013,-129013.0444681,207.2295079,-327603.3961469,12.0,202518.4049789,214.1478605,0.5914328
-44.6480248,1250830816037045604,141665.7139048,658.367789,3906.0338037,94265.6257296,25443.6877275,-200114.3150004,319.543094,-343726.2806659,4.0,152329.3010681,171.1645278,0.3684321
-44.5393879,1250830816037044484,233857.4453735,865.0637731,-470.4138701,145685.1992489,637291.0706368,209779.1436475,373.3127721,43023.5132657,5.0,233124.4711569,189.177434,1.2019908
-44.474088,1250830816037044486,5.4193708,278.5231513,0.4045029,238.4548943,-995.0633899,-1313.935125,131.9270308,-1917.1481994,4.0,380.7450001,0.328174,-0.34811
-44.6364195,1250830816037045600,0.0387121,396.6331393,0.0375449,48.1229393,2098.9185373,2047.9409661,228.6961459,1990.6794282,3.0,54.2301821,-0.9902504,-0.3299285
-44.5864383,1250830816037044464,4292759.5983373,1254.3511029,-1192.4329006,420104.3524844,1418308.7110448,464758.4436031,215.5237564,-42507.3122543,29.0,517975.5217932,344.0040932,0.2532365
-44.4710683,1250830816037044468,68.8843665,282.9646336,1.9709118,601.5598811,1443.6723655,147.0387701,105.8846857,-1196.5619415,7.0,890.0587428,2.2388697,-0.1166451
-44.5799115,1250830816037044383,389.4127821,945.6018226,-1.2200611,1212.4844175,5770.08149,-1904.6435659,196.8096465,-14532.5643394,23.0,3968.3620811,1.919456,-1.289095
-44.5592445,1250830816037044384,208.4434378,456.0533366,-0.7645985,1024.1363,3661.9300752,459.9344545,94.4687499,-2014.8659226,23.0,1409.2467702,2.0854489,0.3093152
-44.4741339,1250830816037044359,131.7238597,314.0132928,-1.6757457,370.4360672,1689.5910049,-354.7344332,140.0056962,-1909.1269072,5.0,1791.7004868,4.2722759,0.5903926
-44.5360679,1250830816037044360,55.0762422,396.4871432,0.0659638,664.5993913,2991.1771601,1969.7835513,98.3668005,185.806591,16.0,762.8748469,0.8012185,-0.7537207
-44.508651,1250830816037044362,212.256702,411.3856243,1.125213,694.8659545,3092.6857839,844.0575084,91.0999588,-1867.7329984,20.0,1280.7422178,2.0608474,-0.6357495
-44.5346851,1250830816037044365,209.552316,455.3030772,1.0411377,716.2450922,1734.6563763,-1803.7951032,90.7887029,-4474.4677216,25.0,1383.830306,1.4994947,0.7451727
-44.5795441,1250830816037044379,99.1987097,459.4881565,1.7771318,1425.8570544,2506.0727452,567.0064869,159.005411,-1946.1275394,8.0,1660.6696683,2.9504054,-0.4189638
-44.6054656,1250830816037044381,353.822842,214.8314022,-1.1712994,216.0797059,2201.1066407,826.6075101,53.9257531,-1001.1714877,15.0,939.9349542,2.4583173,-1.2770344
-44.6032464,1250830816037044382,329.9470554,456.5273875,-0.065853,585.5755462,4877.2756943,2771.4270132,84.1158445,-2389.5028908,29.0,1353.1734833,1.4414877,-2.1145039
-44.4975324,1250830816037044397,77.1030986,391.7461373,-0.5873804,214.0615513,2290.8522787,1098.3737871,194.7787566,-2076.9278193,4.0,2063.1372461,2.2256035,-1.9507024
-44.4858491,1250830816037044398,1214.3118165,342.7333685,-0.6716485,939.0994841,5586.7981806,1780.3073269,80.2854548,-4631.2128193,18.0,2816.2345404,5.7693989,-1.0794993
-44.5755645,1250830816037044400,809.668634,544.8650028,-4.7882929,1750.3429399,6970.0076231,-3057.3628272,204.3866454,-8122.362352,7.0,6177.3748511,8.6242714,1.2314178
-44.5795722,1250830816037044409,75.6435672,498.6694458,-0.5204934,651.8933894,1191.9416359,-164.9564155,149.4518465,-2572.780096,11.0,1294.1649706,1.5332028,-1.1736323
-44.5031195,1250830816037044411,698218.1270876,795.9327955,22.6749322,140831.5481758,879361.5591236,35268.8153868,279.3220384,-132556.6621626,7.0,353302.2734222,247.509345,1.8720226
-44.5225699,1250830816037045189,0.8058069,504.6346456,4.8760709,180.1374723,2988.5287751,2675.4793689,286.2228964,2379.2636022,3.0,312.9973757,-0.7530681,-1.1093517
-44.6388153,1250830816037045413,2.1971647,460.1625729,2.1096187,399.4534547,2826.3506647,2242.3375111,252.4538008,1896.8416841,3.0,466.2811863,0.1966723,-0.4164771
-44.646223,1250830816037045213,142891.990575,538.4436536,-627.2226837,97169.5183294,234583.889234,59913.2027493,244.1027938,-3692.9387186,4.0,120693.3492911,184.1751299,0.0894193
-44.5711279,1250830816037045220,10708.7431927,373.0290153,-3452.3399314,50.4075101,-64907.8088859,-84090.6549156,212.1084063,-109238.2630507,3.0,25579.6606673,55.4042244,-1.7320432
-44.5986539,1250830816037045221,3.1552265,256.543849,-0.0743503,230.178844,1465.2367137,1177.3460181,147.1251327,802.3240756,3.0,336.5744104,0.3847838,-0.8663925
-44.6461104,1250830816037045095,1274521.3206581,795.1961877,-958.3524397,316849.880864,1467340.6352954,105244.8965567,321.4099313,-56033.5158151,3.0,803820.4055186,708.230203,1.4342338
-44.6181205,1250830816037045097,8.5977961,319.7654752,0.8396723,260.9279213,1116.749674,412.0600371,142.7524967,-35.293235,5.0,464.5027829,0.2878583,1.0681119
-44.6412161,1250830816037045098,88.2444444,963.2285777,-1.7321901,988.941955,11442.7500728,4183.1844589,256.7043155,882.6079996,14.0,2549.3449233,0.937276,1.6972
-44.6364291,1250830816037045099,80.4212105,393.9778044,-3.925529,834.7655306,2915.7434317,1433.7445966,116.1121513,-686.6401384,11.0,1132.5323918,1.7971867,-0.155425
-44.5865616,1250830816037045428,23108.6018733,840.3033724,2294.4475969,37135.2614583,-60876.2494015,-168420.8314198,484.554757,-234635.9239368,3.0,91503.8090162,82.3897691,1.4166826
-44.6225773,1250830816037045074,30.2349967,298.1924456,-0.5315041,536.1093105,1628.1086515,744.4724904,121.5075428,-207.8810675,6.0,725.1996453,1.3837575,0.2131284
-44.6244036,1250830816037045073,13.9092467,277.0101936,-1.7647896,372.9741049,1360.273645,908.5094687,137.9915681,121.7544741,4.0,602.1383616,1.5289324,-0.5454353
-44.5602209,1250830816037045135,104.3942366,267.9577976,-7.5209576,118.9372026,1875.4043357,469.9733418,147.3016352,-1237.0000241,3.0,1763.6161988,4.8460854,-1.7231928
-44.6181447,1250830816037045133,16349.1507783,364.2156615,-93.0168641,26212.3844852,3857.1633875,-33056.5953814,205.0639863,-60717.325504,3.0,32477.1837102,75.2483156,-0.5524243
-44.6411145,1250830816037045131,13.6230487,866.5702159,5.3911844,1507.3321679,2092.8503802,-839.9650027,479.1869537,-2777.4296431,3.0,2493.3610532,1.5887828,1.0476338
-44.5263271,1250830816037045142,4.3334735,464.2827002,32.6588956,298.2589934,-2234.2494103,-2788.3258063,267.4781855,-3506.6477634,3.0,665.4451503,0.4948192,-1.3488913
-44.5178335,1250830816037045103,0.6040361,266.6504555,-0.1672856,30.3297512,611.278901,429.9114053,153.6123583,336.5807107,3.0,150.6070625,-0.8164554,1.6533612
-44.5266013,1250830816037045291,158.5968795,369.2457853,-8.7071463,980.0721496,2808.2788339,-230.0307727,158.4577631,-2554.2672818,5.0,2368.2884362,4.964472,0.6758643
-44.4858406,1250830816037045301,97.2724108,292.2158183,-8.7226176,391.5467142,2178.3066072,1016.3956343,145.7411906,-1601.9231299,4.0,1722.1308334,3.4682757,-1.7953285
