decl,diaObjectId,gPSFluxChi2,gPSFluxErrMean,gPSFluxLinearSlope,gPSFluxMAD,gPSFluxMax,gPSFluxMean,gPSFluxMeanErr,gPSFluxMin,gPSFluxNdata,gPSFluxSigma,gPSFluxStetsonJ
-44.582622,1250399807478956372,115.1597587,950.600957,-9.3199783,2438.4557547,18895.8676642,14226.5627691,331.6030628,6762.0210058,8.0,3873.0701862,2.6430645
-44.5341391,1250399807478956439,1.3792226,134.7093052,-0.499318,112.3353429,823.2904913,690.534053,94.0593633,598.6198056,2.0,158.8661654,0.3132659
-44.5691198,1250399807478956419,1801.7860624,253.4518194,-45.2078389,7615.8243406,8837.6889453,503.3016966,178.6173205,-6393.959736,2.0,10770.4020712,40.0533914
-44.5115373,1250399807478956424,31625.017801,373.5050905,603.7083548,28079.8255156,120054.0374806,71361.0878351,209.6726198,32862.001077,3.0,44506.8932662,105.1003386
-44.5114697,1250399807478956428,1.247281,169.1449091,0.6647666,134.9227088,1004.8976571,832.3136632,116.008129,735.0522396,2.0,190.8095246,0.1733924
-44.5121601,1250399807478956262,540.2852902,275.1691739,-4.85192,1398.5529204,12971.8018401,7709.6444131,158.7366876,4522.7466,3.0,4528.6507866,12.1506609
-44.5159442,1250399807478956264,35.4485682,201.6950444,0.2157752,504.380526,1033.2052027,500.732335,75.5492331,-154.4137296,7.0,480.3178296,1.6473444
-44.5374045,1250399807478956266,15.784466,185.7426939,0.5221172,344.2950423,1208.7251216,752.8699551,92.1470764,374.3709812,4.0,422.5556919,1.7450797
-44.6054473,1250399807478956269,11.901493,157.6771025,4.0598542,386.0209227,927.0443716,606.0367974,110.2964892,155.0025261,2.0,545.9160243,2.4993773
-44.5593286,1250399807478956271,67.5794218,307.9463731,0.267499,572.3555596,1037.3608929,-373.7945011,107.5268009,-1638.3600186,8.0,925.0685612,2.1482706
-44.5212937,1250399807478956236,15.0807325,229.3096718,0.6055861,240.2617779,292.0673288,-198.1459627,80.7799789,-530.9234432,8.0,339.3944264,0.5962051
-44.5871153,1250399807478956220,565.4355948,349.4195281,-3.1437056,364.8459946,1446.677662,-1376.8838715,86.0031883,-6549.3095005,16.0,1811.6431624,2.6089212
-44.5935155,1250399807478956221,11.6600031,142.3861619,-1.6581593,194.4273373,-79.4479978,-369.0769953,70.4902882,-663.9789827,4.0,278.14787,1.3319313
-44.5429925,1250399807478956222,24.6248533,263.9056202,-10.2961723,554.4628547,447.3616308,-349.1695648,152.3294601,-1345.5002991,3.0,917.9156848,2.3963253
-44.5139984,1250399807478956237,40.446487,336.6400332,6.6986657,1519.5343681,1687.5552013,-92.9588115,235.3793432,-1351.5135348,2.0,2148.9461118,5.2531136
-44.5078426,1250399807478956249,3102.036258,650.4411964,2148349.8454825,25625.5144401,325595.3662334,298596.3961182,459.435416,274344.3373532,2.0,36239.950064,53.7422344
-44.483289,1250399807478956256,0.0031065,99.6685391,-0.0102706,3.9280543,-513.9862459,-517.9309355,70.4758259,-521.8423545,2.0,5.5551077,-0.9984456
-44.4897109,1250399807478956325,40.3219942,209.0998349,-1.242193,314.2014933,2199.2203777,921.3761265,103.2345048,360.8033784,4.0,839.5714818,2.4723921
-44.5834104,1250399807478956344,198.6783307,437.7553607,7.1929874,1099.7890205,2362.1107357,291.0628798,211.8656225,-6954.0502875,3.0,5090.9914062,6.5018047
-44.5087514,1250399807478956303,13.8964135,162.9228602,0.1949156,123.4453945,1290.9779515,929.9213166,61.1212886,551.0874873,7.0,242.1854893,0.3350293
-44.5170569,1250399807478957285,12.4220842,165.4552383,-1.4569897,170.6090247,394.691052,-50.9859983,81.6587033,-329.695307,4.0,328.4891984,1.0456271
-44.623303,1250399807478957286,6.0118865,163.459888,-0.6894177,145.0434587,484.8179309,167.6501954,80.6297756,1.33415,4.0,231.9761146,0.540082
-44.615109,1250399807478957289,5475.6217678,431.6892523,-162.1483849,22627.305512,133528.6004421,108231.2476696,303.6485814,88273.9894181,2.0,31999.8423351,69.4705916
-44.6439829,1250399807478957300,0.0017475,166.6964559,-0.1676231,4.9355085,22.2699291,17.8959975,117.2972863,12.3989121,2.0,6.979863,-0.9991258
