decl,diaObjectId,iPSFluxChi2,iPSFluxErrMean,iPSFluxMAD,iPSFluxMax,iPSFluxMean,iPSFluxMeanErr,iPSFluxMin,iPSFluxNData,iPSFluxSigma,iPSFluxStetsonJ
-44.5539758,1251261824595134384,0.8637408,389.3688837,1.7678449,-2794.9343072,-3162.905374,257.1500875,-3318.1237444,2.0,369.9507989,-0.0936964
-44.6189959,1251261824595134877,65.1178235,351.3732183,14.8024909,1715.3521764,-64.8622347,247.2520357,-2301.0451029,2.0,2840.0217521,7.0394782
-44.6561553,1251244232409091310,41798.9304354,924.7339494,3665.8361319,-183933.2840142,-283801.2281264,448.9008376,-411362.9036768,4.0,101036.7262521,84.9874965
-44.6464678,1251244232409090976,84221.9598234,561.6158733,3897.5452145,120578.6908633,-30629.8136315,383.5434088,-112566.4577582,2.0,164858.515591,254.3110807
-44.4818692,1251253028502110777,45081.5729989,893.690242,366.9496165,457783.053811,286414.3613404,614.7726018,186989.1353646,2.0,191480.2160376,188.2251084
-44.5023054,1251253028502110776,0.6583283,314.899355,23720.6989869,2640.5958012,2458.1869903,222.6597236,2279.2582834,2.0,255.5042091,-0.584476
-44.5607242,1251253028502110741,17.9055956,529.3620863,3.4126419,2712.8947094,2047.2615538,263.9432465,-14.4311969,4.0,1333.4869328,0.5863226
-44.5641374,1251253028502110738,9.1739412,513.746136,-3.6704085,2302.1001858,1532.2294571,272.9323107,598.0510387,3.0,946.7436342,0.9642518
-44.5077766,1251253028502110831,26004.4054309,552.547303,-67.2975377,90484.6744075,13041.248976,268.5955433,-24361.6225645,4.0,53507.4659144,80.9713241
-44.5771057,1251253028502110793,66.7635544,615.6615823,-4.0836705,4380.4959394,727.5848314,192.7188511,-820.6200507,10.0,1639.9491793,1.3788371
-44.5931106,1251253028502110791,6252.4258278,689.6359247,175.3738813,71361.1106329,21707.0839556,392.8450815,1618.5109416,3.0,39802.4199376,38.8063187
-44.4781862,1251253028502110814,179173.0016098,991.091541,1134.7811064,58127.51423,-223804.6331996,479.519424,-419676.7213377,4.0,234620.0944899,217.628579
-44.571241,1251253028502110653,0.034314,305.6173082,-0.0974341,-1900.9581733,-1937.0435076,215.295803,-1981.1204347,2.0,56.6832786,-0.9826916
-44.5008565,1251253028502110646,7594.4229195,552.5727309,93.3932364,135346.9982057,95195.1468179,386.2094666,66983.0716091,2.0,48340.596085,79.896675
-44.5513775,1251253028502110643,25.306636,446.5618105,1.3052022,3205.0168287,2288.5407842,146.5159308,440.8650763,9.0,784.6801479,0.1309353
-44.5856044,1251253028502110641,30.8889989,429.9307329,0.5694539,671.2157645,-1547.7964254,213.7795501,-2461.7369928,4.0,1425.9294899,1.4101402
-44.5509219,1251253028502110638,25.2685809,406.9869418,0.1874859,-358.3843578,-2216.8640326,135.1571515,-3203.3103558,9.0,761.2551659,0.0371508
-44.5929599,1251253028502110637,13.923897,315.0218306,1.4146417,301.6474188,-681.5439131,220.0735974,-1367.4405056,2.0,1180.2233897,2.7568232
-44.5623071,1251253028502110681,120.4895422,583.9306617,-0.9222616,2880.656884,-1708.2998069,164.2983966,-3485.1617201,12.0,1921.11748,1.8191386
-44.4779876,1251253028502110679,179953.7767762,1181.0136713,982.8218658,481688.7118716,6057.8853262,800.8552585,-236602.5847492,2.0,507908.6467079,368.1198893
-44.5602013,1251253028502111005,211769.3971829,872.4289416,-157.0698778,273745.8584773,-229043.72228,435.3813672,-335351.2968104,3.0,326139.0752382,247.0323693
-44.5929924,1251253028502111006,209996.2120393,909.137005,891.7834583,484735.3101119,67790.0531711,604.5722385,-116299.3648475,2.0,424995.6943921,388.5445676
-44.5436912,1251253028502111007,9.248003,635.4402811,-3.2623566,-2443.5577879,-3179.1911476,327.0769663,-5417.2157741,3.0,1512.2048893,1.2932812
-44.5105852,1251253028502110968,0.0176278,197.2117076,-34.7152343,1285.2340822,1266.5886179,139.4471318,1248.2044526,2.0,26.1839022,-0.9911469
-44.5101217,1251253028502110991,0.8417412,1146.4426263,2.0337625,8361.2592587,7670.2726847,809.098815,6872.8067672,2.0,1052.4948502,-0.3784087
-44.5849535,1251253028502111018,235245.2965372,728.1999072,-12961.5526009,336878.3885495,13088.300472,498.973757,-167800.9707142,2.0,356862.1972602,427.6735708
-44.5930436,1251253028502111057,792177.5035965,895.2527745,-1066.716189,694105.6744649,32767.1119644,324.6493481,-148049.8530499,6.0,388332.9870586,326.3350795
-44.5131214,1251253028502111055,0.4172965,632.0134715,2.0696905,-2838.458009,-3078.0714247,441.8228477,-3418.0331325,2.0,409.8215001,-0.7610338
-44.5014296,1251253028502111054,419.095504,383.3016608,-30.9811572,19433.9196051,10819.8420582,243.0456632,7945.8869707,2.0,8123.2657783,16.1908322
-44.5076492,1251253028502111031,1564.8101289,495.3219974,1049770.672485,-6202.7755436,-15018.5179561,285.8336045,-30628.1146273,3.0,13758.1133723,20.5612336
-44.5934262,1251253028502111023,244717.8778686,892.8052786,-1992.0547643,208093.3832995,-233424.3212479,298.4554618,-360762.2723079,8.0,184380.4039411,145.9195013
-44.6003447,1251253028502111022,3.022802,574.1542785,0.9185364,3755.7896807,3292.4070218,255.6841732,2512.3729155,5.0,513.1757494,-0.394308
-44.6346195,1251261824595134323,2075646.7605417,994.5360644,-1385.4388558,2557375.0448429,-20739.6685685,272.2539931,-174978.1869233,9.0,902131.1628712,319.6135242
-44.5031816,1251253028502110854,15.0629462,631.5952496,1.1193648,5155.4968079,3658.5858728,304.157701,2522.609821,4.0,1339.7299711,1.5766821
-44.4830641,1251253028502110850,354898.6739962,1058.8788435,1432.4818207,482972.6186755,-99265.755552,458.8497028,-324017.4890666,5.0,338853.6413822,233.7446919
-44.5931307,1251253028502110877,45560.584185,1047.7874281,193.9363822,660166.0856714,449511.3295248,594.43022,337471.2537084,3.0,165552.0284977,119.0965899
-44.6145841,1251253028502110876,6040754.0806069,1572.1220092,110.0119355,3263141.3611295,734560.6945178,293.8205587,100057.1712213,20.0,915472.8472316,488.2404138
-44.602444,1251261824595134328,2145.4045839,456.2164803,25.0802594,-22286.2066758,-38513.6614305,226.9299557,-48644.0127308,4.0,11701.7703235,19.4344659
-44.6086352,1251253028502110950,253546.9063288,1361.2702089,-154.3956045,71701.5138297,4871.2910202,263.6288079,-360582.6685641,26.0,106544.744012,33.9622544
-44.4780516,1251253028502110939,365414.3686664,1221.2814866,-2413.4919033,454978.6221117,-47429.2084693,645.0464458,-379256.4281834,3.0,458551.1502641,383.7819044
-44.5919364,1251253028502110957,466214.0246979,745.0829186,-19.8899009,525222.5101919,-68883.5467486,234.3469233,-207449.2850473,9.0,227905.6775575,183.675966
-44.5537054,1251253028502110933,900514.9970123,1603.4217806,-1060.2436013,148077.8611267,-219235.3265797,527.0768066,-1055729.8918182,9.0,476298.0792098,203.3013475
-44.5079406,1251253028502110924,18870.184484,523.8699581,-226.9633883,74315.0771692,18745.1232383,369.2802886,-27562.0597551,2.0,72038.014367,131.0126471
-44.5278451,1251253028502110923,1075961.4750249,1075.5024221,1598.5973725,1076030.6579766,11215.6577395,364.5988668,-208546.33325,6.0,590287.6237315,353.7277842
-44.5008833,1251253028502110307,2.9652182,507.5806272,-1.9695405,-35545.8211733,-36110.9550793,357.9048273,-36783.0651632,2.0,874.8636152,1.3476877
-44.5261336,1251253028502110304,186.1349896,706.3399603,2.5434558,5495.4428323,-1109.9521717,186.5260508,-5491.3089415,14.0,2710.181711,2.4482039
-44.5297382,1251253028502110303,3245727.140334,1518.4527336,-160.7550739,532077.0543952,30543.1552647,232.5906958,-753620.8049767,40.0,386788.3921004,240.696593
-44.5288072,1251253028502110298,18.4049213,424.4447312,-0.8385356,2501.2536731,1513.671312,210.2862717,369.0350374,4.0,1039.3851632,1.8435063
-44.5130918,1251253028502110293,452.9999355,828.0885108,2.8244779,10871.546482,958.9445954,160.1471455,-4362.8127296,26.0,3426.3997577,2.8921837
-44.4950857,1251253028502110317,19.8689026,411.9932522,3.0895061,-155.2966588,-1327.9972606,290.2702191,-2755.5484636,2.0,1838.655684,3.5740691
-44.5868172,1251261824595136317,50826.3135565,809.1850566,-256.7583162,-175411.3057098,-362052.4684385,457.4360896,-432919.5585247,3.0,141184.2155995,113.4271139
-44.4851604,1251253028502110316,30.2278759,417.2158293,-0.6008014,-100.353921,-1444.9828406,206.6809334,-2578.3787536,4.0,1321.2857846,2.3934263
-44.5147315,1251253028502110313,9.3578853,437.0165858,0.586773,-1387.5775656,-2224.5902798,194.4564411,-3235.2221687,5.0,664.3017736,0.3022203
-44.4737613,1251253028502110312,58.0825351,429.0325078,1.1971883,2078.1990841,-45.8520586,190.4979383,-2131.4983745,5.0,1528.9454613,2.262858
-44.4765686,1251253028502110311,119.8834343,437.8727816,-1.1023971,1912.5829182,-281.9791781,143.1805699,-2458.4963272,8.0,1685.7743628,3.4836693
-44.4823302,1251253028502110310,104.0704636,396.9894403,0.9321662,2646.1169434,-425.7586331,184.2048639,-1818.8641451,4.0,2398.3361518,4.4699656
-44.5034318,1251253028502110270,105.1108124,823.8334319,-10.1853082,3343.5002442,-580.9682776,396.9547919,-7577.4920299,4.0,4679.1288217,4.5822333
-44.5550885,1251253028502110269,38.7015964,427.8194673,2.2242188,2756.9885742,1042.7835314,245.339909,-1096.0088972,3.0,1927.206837,3.2036907
-44.5010503,1251253028502110265,3033641.6424869,1082.6803993,-319.8961626,14112.3779822,-217457.3933537,198.0131701,-803176.0982431,25.0,205330.0334363,120.0242532
-44.481978,1251253028502110271,921169.8828542,1140.3009946,508.5169647,1558081.1379295,417936.2155552,466.1475448,105529.4169831,4.0,596950.3274565,449.326857
-44.5049718,1251253028502110261,485.6113206,990.219181,-1.4379983,6518.4953462,550.6080648,165.8792788,-11385.3031097,35.0,3709.1951271,2.4256553
-44.507755,1251253028502110260,2327.8070562,522.0674963,0.7302612,-11592.5608562,-27742.6460731,293.1401542,-50113.2181871,3.0,19309.9478155,27.5376003
-44.5278966,1251253028502110259,8733304.1077304,1583.2471092,66.0354152,3180211.3585685,687706.962508,242.6386073,38075.9387641,33.0,923588.461815,458.5393412
-44.5438115,1251253028502110289,485.5530833,1087.2069496,3.2064249,8508.2112686,-3524.9220099,204.3314709,-11930.6438788,28.0,4631.0151677,3.0804318
-44.5256329,1251253028502110288,307.6826673,742.7247813,2.1744608,5415.0291185,-1150.7751226,171.9820948,-5453.6829492,18.0,3057.7425476,2.8737639
-44.5416931,1251253028502110287,7.2944881,435.3586581,0.6204418,2222.3341916,1269.4863216,251.1240604,625.307021,3.0,830.7274482,0.9134194
-44.5101012,1251253028502110283,1003.0228985,1174.4732314,1.5830639,22185.3433809,10046.3971437,169.0193815,-273.590259,48.0,5392.3213434,3.0476328
-44.5193879,1251253028502110281,106.8163375,516.3475491,0.4724744,5288.1074577,2880.3523507,117.6169676,476.5232359,19.0,1244.0450667,1.3305253
-44.5097856,1251253028502110280,202.0108554,653.0584019,0.7934993,5437.0890263,3008.3047535,109.3108053,-1923.3629505,35.0,1638.3062966,1.5667977
-44.5759452,1251253028502110320,439632.4522386,1237.9765037,-0.5064624,194942.5312047,-10385.4438395,205.5654493,-258753.7711103,35.0,138123.7008641,94.7704158
-44.5012941,1251253028502110278,53454.0803488,539.2754019,-297.6519823,122095.715771,29351.2630314,260.2504781,-26768.7499981,4.0,71573.6686435,118.8806656
-44.5048848,1251253028502110275,1.9974209,589.0224281,1.8098788,-2134.9728397,-2562.4758085,403.7983627,-3324.3084137,2.0,840.9872495,0.54175
-44.525006,1251253028502110369,98.7266137,493.5669573,0.2454154,4840.6846997,3031.2723211,92.7162442,997.3601079,28.0,944.5045522,0.5714593
-44.5097855,1251253028502110368,108.670032,531.4365087,1.9330043,3376.9519732,-1392.0626492,264.2314879,-5934.0490061,3.0,4658.2084351,5.639661
-44.5012026,1251253028502110359,114367.5255947,960.7569871,-1019.5555779,754524.0342586,446059.65768,651.4946644,288690.5670088,2.0,329394.003596,293.3637486
-44.4821418,1251253028502110356,1441345.9376359,823.6815317,-126.051861,1122563.4253745,128957.3019122,206.3921497,-68210.3019536,12.0,337782.8056966,316.8270744
-44.5131036,1251253028502110355,221.3341728,788.1433041,-3.8593279,6710.4935062,1456.4277965,260.654669,-3883.8571944,9.0,4152.1145092,4.1870858
-44.5183447,1251253028502110384,20.5713102,385.2037538,-4.8462356,-33.1003131,-1426.7290899,270.7535922,-2508.8188884,2.0,1750.597393,3.6039887
-44.5300006,1251253028502110381,112.5980261,375.241055,4.0919167,2424.9033249,-78.532049,185.9471852,-1806.6806095,4.0,2311.6211892,5.0963943
-44.5014358,1251253028502110379,4494.5346981,493.2451211,-0.6231913,47702.3084186,19741.6048069,219.2424289,3343.7615353,5.0,17348.2010311,26.37306
-44.5013399,1251253028502110378,11992.6229813,777.1065455,-10.7330311,490735.2868087,442968.10009,387.2746372,376174.7396112,4.0,48780.2006045,44.1779553
-44.5018458,1251253028502110374,1.6787563,215.054095,-0.2623663,-1262.8720101,-1371.4839405,138.6747931,-1668.7225121,2.0,286.9796421,0.3379977
-44.5159989,1251253028502110373,370130.5264687,1046.5855061,-61.9867534,140431.018099,-208722.6635753,285.5284479,-467964.6626053,13.0,174274.6445219,149.858389
-44.4851485,1251253028502110339,0.5836419,410.2947235,-0.9342659,-1991.3686036,-2198.8400631,289.669948,-2434.8851423,2.0,313.613552,-0.6440182
-44.5849016,1251253028502110328,357047.6776874,971.5465074,-513.1997196,885807.2131648,292406.9845279,370.9723211,67006.9595656,6.0,292874.1909168,202.1101735
-44.5911511,1251253028502110326,228.7116665,1158.4610687,6.3797097,9665.0113219,1458.9268029,320.2792598,-7182.5587051,13.0,4889.8618597,2.9073487
-44.593409,1251253028502110325,3969027.1701879,1713.088772,158.1643819,2559212.696915,943255.3987005,328.6844468,175199.2093761,23.0,745169.5442366,350.560541
-44.5682025,1251253028502110323,286.3643351,1175.5102808,2.9945746,-1710.409497,-7156.104792,229.8130951,-17170.2103898,26.0,4021.4651077,2.2024382
-44.5257132,1251253028502110322,89.8707829,646.3114945,2.2534866,3216.8970382,-1346.8694943,317.8846935,-3623.5561719,4.0,3310.6645452,2.5811022
-44.501202,1251253028502110344,8868.7882307,545.5165373,-19.7042596,103441.7803286,58242.539372,313.6680539,37428.7010407,3.0,37324.3716061,46.7379375
-44.5279901,1251253028502110343,128213.5351325,762.8446089,-42.9952295,56562.7960859,-224508.7644416,269.7535064,-305335.06164,7.0,123102.8847361,120.1488187
-44.4819971,1251253028502110341,71771.7522874,712.7663786,-325.9681347,328793.1899948,158851.2940394,344.8642819,65555.6800178,4.0,110461.8431311,125.0639256
-44.6055465,1251261824595134884,0.0172621,334.608009,0.1689664,-1838.7513677,-1872.1459242,236.1229893,-1900.96599,2.0,43.9923814,-0.9913312
-44.5262573,1251261824595134883,0.4933172,329.4695614,-1.0032493,1725.6277346,1515.7576645,226.4014925,1395.2723001,2.0,233.5965679,-0.7013561
-44.560502,1251261824595134882,0.1510722,343.247981,14983.0382541,-1669.7468103,-1757.6748655,242.2852991,-1858.5330924,2.0,133.4920603,-0.9213523
-44.5730442,1251261824595134880,0.8691058,370.0530728,-1.3664231,60.5971564,-192.7626021,261.5221357,-427.3755123,2.0,345.0487831,-0.3541672
-44.5963992,1251261824595134879,7.4831161,373.4161066,4.0452145,511.3304502,-206.0087295,264.0403772,-933.2836672,2.0,1021.4964386,2.0005034
-44.5033129,1251253028502110237,12.1666589,523.0220095,0.0678835,-1505.0028834,-2786.0725083,213.2081041,-4101.1540244,6.0,840.660916,0.215501
-44.5095031,1251253028502110236,316.0609761,917.4338646,0.1928156,102.0777441,-6350.697202,156.4966705,-13609.1643506,34.0,2897.9678565,1.593842
-44.5150477,1251253028502110231,26.1717871,555.3340147,0.4428274,-439.9738192,-2793.6928906,184.2484222,-3598.5253575,9.0,1042.4681647,0.4702126
-44.4821658,1251253028502110239,16215.6680805,472.0344498,-8567.2378442,49108.0179609,-7002.9322284,321.7803919,-36926.0178794,2.0,60835.2501555,110.9912876
-44.4913086,1251253028502110227,36.687886,419.0105004,-0.9729922,380.1270322,-2080.568456,186.3899331,-3052.0750282,5.0,1362.7236949,1.3805336
-44.5010336,1251253028502110225,12082.4022868,954.5720588,-134.5284193,530408.7650828,431059.7745424,476.0422698,397914.2326657,4.0,63534.6044482,39.0818728
-44.4820133,1251253028502110248,2937.1241763,483.8833722,23.7485582,30708.2930057,16296.4358658,238.1619003,1177.9616384,4.0,14560.9085909,30.1275345
-44.5132025,1251253028502110253,1.5645442,680.4864406,3.7992904,4620.8737858,3984.7971197,480.6014744,3416.6659927,2.0,851.5034965,0.7404797
-44.5159077,1251253028502110250,7263421.0326371,1735.4822096,99.8259204,1748926.8008119,826469.0928173,246.7941609,66732.7147338,41.0,635595.3993977,387.1715379
-44.5124038,1251253028502110249,3169694.9308619,1569.0728699,70.3970196,551360.6539056,183455.5225311,221.4614087,-668220.7975436,47.0,328419.5688839,198.0381445
-44.5601013,1251253028502110246,7780334.3830838,1587.9237327,703.0361973,2751080.0438088,484806.4424038,287.9004497,-286178.40199,21.0,916795.0488782,560.1900996
-44.5344382,1251253028502110245,8153.4301406,405.3764423,1.541013,9664.9854612,521.4206179,71.235036,-10959.5244778,30.0,6426.2928137,15.3408672
-44.5537276,1251253028502110244,1546912.8956625,1699.93318,-260.5498062,132928.4633934,-175329.0377901,329.4129407,-1109220.1725602,26.0,374723.0929706,195.5226451
-44.594747,1251253028502110243,88.8773342,931.7755031,-2.9288471,7759.1518421,4532.2058952,202.2583598,683.0325929,21.0,1965.0327448,1.2327912
-44.5920148,1251253028502110242,2299.5406997,774.2243457,73.8296845,30258.101958,14320.6788876,446.8571077,-16770.9390352,3.0,26498.2843864,24.5656931
-44.599425,1251253028502110241,101.0224875,880.8488745,3.2251204,8326.8531089,2348.2336144,219.4198375,-886.1475813,16.0,2327.1194137,1.4180979
-44.4796217,1251253028502110240,0.1589626,324.9663726,0.267017,-1823.7425681,-1929.4292664,227.823481,-2007.4970272,2.0,129.9340241,-0.9169696
-44.4830629,1251253028502110210,11057542.2623463,1690.7265861,552.7016497,2919873.6851424,671149.5226811,250.8007079,-342607.3196825,35.0,936354.2213066,472.2771634
-44.5033445,1251253028502110217,59.7317149,937.0727836,-0.5618633,-1583.9962845,-4907.2451301,269.304098,-9438.4364656,12.0,2238.5140822,1.3311375
-44.4780615,1251253028502110215,6110259.8261398,1693.2200534,274.7289831,1208875.193216,687487.1652006,211.1244196,-303003.4696714,58.0,438787.3917919,219.1477943
-44.5072972,1251253028502110214,420.2627123,939.2401804,1.7712822,5249.7999479,-3567.9541219,155.5248265,-8347.5024718,36.0,3309.9426853,2.4447278
-44.5009409,1251253028502110543,47.0699897,696.1464471,-15111678.5957913,219045.1789066,215583.5775337,492.1353071,212290.2411206,2.0,4776.462315,6.1368005
-44.4821311,1251253028502110541,695367.7536814,858.4517117,-260.7526463,866943.4873085,179559.8514016,268.4750912,23154.1524858,7.0,304109.7059863,288.1389803
-44.5007,1251253028502110557,81694.2619427,573.3213229,37.3630543,212534.6251474,6024.0573907,301.9003693,-39893.4326392,3.0,139241.997338,140.6929493
-44.5077947,1251253028502110510,11428.2025112,496.7619246,-78.2063868,48970.1162754,6797.88502,349.3251153,-26270.346568,2.0,53203.0414962,100.4596889
-44.5622722,1251253028502110506,11.570206,608.2415577,1.3023025,-2814.7576912,-4158.7403367,301.7318939,-5542.7349106,4.0,1119.2082209,0.8036912
-44.4818555,1251253028502110504,160125.8327996,660.22919,56.6172639,420891.6173345,78823.7152148,344.8143282,3904.7900972,3.0,229481.0986688,197.7110669
-44.507658,1251253028502110514,3728.7101635,497.4649577,-21.39696,-30296.7317482,-46259.9113718,273.107193,-65363.0773556,3.0,19009.3136078,33.809389
-44.4818949,1251253028502110610,1226626.6447811,798.723046,-75.5379736,792424.0660187,130285.0115988,194.5965448,-23481.8156748,11.0,292199.5755551,308.0033622
-44.5013426,1251253028502110589,159349.4913972,638.1157235,1993.2123945,348917.8458648,52901.5431415,388.7661531,-28458.6453631,2.0,266845.4760077,318.2045349
-44.507797,1251253028502110607,7550.9881478,685.5627221,-21.4689733,140781.9552404,84451.1459855,302.8305612,62370.209074,5.0,31226.4871505,30.9987856
-44.5096076,1251253028502110606,55.9457782,621.5412146,7.053726,3715.9821912,-239.7902104,432.9821466,-2891.194788,2.0,4671.9796465,6.2327773
-44.5050785,1251253028502110575,111.9614485,623.9865159,5.5801625,6664.741157,-919.955796,338.4150954,-2724.2897521,3.0,5367.4828484,4.0942806
-44.6000887,1251253028502110574,7709042.581021,1592.8786861,-758.2131535,1647912.8048985,411443.3894294,258.2108763,-408991.8366164,28.0,758306.056122,486.3148895
-44.5991468,1251253028502110573,5.0344396,495.8587147,1.0665921,-2571.3386082,-2950.7994131,243.9215878,-4013.0288775,4.0,666.8936799,-0.0892878
-44.491451,1251253028502110562,51.9176897,330.5789995,-2.4390869,1599.2098365,164.2873225,231.7534235,-1779.0098777,2.0,2388.7620682,6.1046091
-44.5260869,1251253028502110582,28.8059359,601.2373579,-1.3679746,4903.688243,3151.1760038,215.4265963,704.5416168,7.0,1444.3822481,1.5137509
-44.5439753,1251253028502110431,47.0538629,453.6224453,-5.8991033,2223.861775,-70.6816859,320.5410103,-2177.6897488,2.0,3112.3669303,6.0812195
-44.5682356,1251253028502110430,0.1512931,1017.0243116,2.3727286,-4806.1212837,-5056.4219546,716.0764792,-5366.3607804,2.0,396.1491472,-0.9212033
-44.4822656,1251253028502110427,579524.2740749,831.8425454,-97.567012,562741.0725607,170083.5841799,278.0338305,-48742.4206575,7.0,230821.6417464,256.7796396
-44.5048334,1251253028502110432,124.5248859,199.3980595,1.3979637,1361.860673,-337.7329808,111.8801438,-1581.7288174,3.0,1568.9748044,5.7391087
-44.5978872,1251253028502110417,176.3013702,1029.71327,-1.5555871,828.3601592,-4096.5385169,248.0551542,-10058.876501,17.0,3382.8430456,2.4909671
-44.5194121,1251253028502110440,47.8857195,409.3344093,74.7646978,2348.2167149,11.0920119,286.5337017,-1671.0999449,2.0,2842.0860659,5.801824
-44.5851696,1251253028502110416,466036.3798289,845.1117738,-259.8105485,500503.3924173,46408.0520376,297.8729307,-114305.3496446,7.0,268911.7971797,233.0798611
-44.501493,1251253028502110433,405.1620241,412.7094403,7.8780877,-45322.8384304,-52575.4166098,286.1047839,-57148.2623617,2.0,8361.8374522,17.6347638
-44.4829614,1251253028502110398,143215.4029012,1038.6508567,-119.4593698,230127.8074684,-159117.0651316,421.7433379,-273070.3276229,6.0,189585.1661454,105.3367712
-44.5014022,1251253028502110390,33970.8319053,529.6446142,-117.6754075,157874.1186088,63373.1575681,356.7749115,17616.0492039,2.0,99177.4319923,158.2718359
-44.5851083,1251253028502110413,303268.4246537,993.7684784,92.4765787,838624.4992503,317902.1895234,383.4761234,158466.2973504,6.0,280403.6981026,186.0943506
-44.5079205,1251253028502110409,40476.4063216,465.4906177,-33.0562442,-2821.5804576,-58963.8951071,125.9255174,-104870.4525783,13.0,28957.1882869,50.9680191
-44.4932433,1251253028502110404,0.0412091,186.4751131,-1556.0803178,1517.3965582,1490.0974241,131.8383819,1463.8596149,2.0,37.8563357,-0.9791786
-44.5033399,1251253028502110400,124.2832369,929.1925374,1.576008,4271.9433477,-3073.7438737,289.9603395,-7251.8261346,10.0,3278.1876221,1.8796137
-44.5016455,1251253028502110485,58528.8839798,437.6603961,-106.4574367,100007.4833092,-29603.7762091,233.7114555,-62019.7156524,3.0,89712.2031344,117.3496748
-44.5079613,1251253028502110453,13832.3107618,469.2219008,-8.886733,-47991.784774,-73597.5623896,145.1898277,-108492.3259653,10.0,18164.7074494,31.0676001
-44.4995313,1251253028502110465,109.985245,364.2232552,0.4629688,2045.0717117,610.1382233,136.1849951,-1495.4706851,7.0,1522.8168108,2.9842143
-44.4830862,1251253028502110463,1271356.2152221,1018.1910597,-147.7459614,815166.2191736,-71041.9087059,222.9881481,-379850.1287907,19.0,307620.3898396,220.5912474
-44.5224419,1251253028502110460,14.7543936,313.9356168,1.5266569,487.2288085,-660.7685496,212.6889329,-1242.1621678,2.0,1222.8640866,2.6902581
-44.4898958,1251244232409088832,53.0351829,441.4102819,-12.752213,2613.7299404,-95.0586599,308.0037119,-1952.4390627,2.0,3228.7690662,6.0792533
-44.5566641,1251244232409088787,119.2674386,811.9571375,1.3947877,4518.8497656,713.6485728,223.5004277,-3831.4338867,13.0,2525.559221,2.0494095
-44.538554,1251244232409088819,7171.8398675,444.1430058,4473.4739465,20524.3021083,-12782.7472716,306.9577714,-33071.3290259,2.0,37897.834217,75.4525311
-44.5936557,1251244232409088817,1351069.8818153,1617.252346,-594.929678,604251.2793278,268160.6737406,304.0021753,-400873.4998582,27.0,310717.5595357,144.8150821
-44.525475,1251244232409088954,67.9570398,763.429177,40.7464384,4202.9815496,-941.2783685,535.0728393,-4723.4162902,2.0,6311.9164441,7.0783576
-44.4798739,1251244232409088871,0.7302279,403.5221312,0.3240853,2410.8973057,2203.6791582,197.0359684,2016.7676729,4.0,185.0786316,-0.8648121
-44.5077959,1251244232409088901,13.1183033,534.1917542,-6.825776,-1762.3302229,-2409.9085691,265.2191634,-4336.1473871,3.0,1286.9337811,2.1275667
-44.550759,1251244232409088898,1524.469409,745.3952587,62.9328894,203377.9369976,182759.2519349,527.0733192,162219.2815166,2.0,29103.5643952,38.4790662
-44.5402904,1251261824595137431,0.6750028,281.9473336,243772.3513618,-1629.9568233,-1798.5805538,199.3024182,-1957.5860182,2.0,231.6688254,-0.5695397
-44.5029005,1251244232409088600,16.5424532,815.9940186,-2.9277058,6128.4737226,4262.8544531,374.7838899,2607.6808849,4.0,1572.2796265,0.7935315
-44.551101,1251244232409088617,59425.3339574,512.6135136,-0.8936908,60396.8140856,-57639.7358658,157.200149,-97115.0999238,10.0,47471.0875226,68.5847122
-44.539064,1251244232409088619,10137.5569858,497.576171,-12.1865983,20203.2964664,-5591.7097644,248.3246702,-47237.4155157,4.0,29826.799761,49.9755353
-44.5525376,1251244232409088618,57.1008373,477.9772318,0.0905427,2582.9030299,297.2486396,274.661061,-2644.6155474,3.0,2651.2139216,3.9102619
-44.4799338,1251244232409088748,55.2505862,497.6063971,-6.3572045,2073.5042342,271.196917,337.8289608,-3227.4635577,2.0,3748.3502725,5.8828628
-44.5009339,1251244232409088737,0.8171156,456.8147477,-0.5394228,3249.2805972,2995.8955455,320.8220444,2663.9774655,2.0,413.8718135,-0.3613453
-44.5599137,1251261824595137380,69.3208443,277.6803252,-239153.9651438,1705.2079702,40.8802924,196.3257109,-1564.5053161,2.0,2312.0364373,7.6327381
-44.5605727,1251261824595137383,10.0975198,293.4821837,61992.5904768,-5423.8463708,-6108.7791428,169.3306712,-6722.2799144,3.0,651.0503497,1.3669658
-44.5392484,1251244232409088683,5400.8910875,586.3393011,-52.0565212,128499.581386,92906.1531768,289.224184,66072.567009,4.0,25758.8206055,33.5427547
-44.6030769,1251261824595134664,118.892272,534.5767586,-18157579.7114141,55150.7300664,50977.0843921,377.9803691,46907.2518541,2.0,5829.0193444,10.2419008
-44.5832079,1251261824595134657,86.6403855,588.4939064,110.8154409,6039.5563114,-268.9398265,361.0424861,-2059.1794137,2.0,5726.6709503,6.9078876
-44.4786908,1251261824595137154,0.0,175.3408158,-0.0151731,-930.78115,-930.78115,123.9846799,-930.78115,2.0,0.0,-1.0
-44.4898206,1251244232409089028,80.7925786,481.9489892,13.8728172,2911.2170427,654.3080466,273.3198591,-2121.4798875,3.0,2860.831969,4.1698034
-44.574345,1251244232409089016,50.3741712,816.3178934,-7.6164471,3092.9422065,285.7170247,441.9277111,-4081.9556311,3.0,3619.8277491,3.974825
-44.5512422,1251244232409089013,311.7739778,583.8397832,19.562421,-13736.3151241,-22513.9246814,406.6716689,-28388.1613679,2.0,10360.4198359,15.5843362
