decl,diaObjectId,iPSFluxChi2,iPSFluxErrMean,iPSFluxMAD,iPSFluxMax,iPSFluxMean,iPSFluxMeanErr,iPSFluxMin,iPSFluxNData,iPSFluxSigma,iPSFluxStetsonJ
-44.6110732,1251235436316066977,20323.3824794,565.2845864,286.0511534,-10553.9643089,-55746.1757376,317.5527451,-104155.9949586,3.0,52508.8128187,80.56012
-44.4768258,1251235436316066942,100.921577,643.8300221,-75.9517015,4209.5705369,-728.734974,370.2812933,-4154.9273247,3.0,4519.5613349,5.0781256
-44.6181249,1251244232409089162,8116524.1975861,1609.6413986,35.7816958,2282923.7036092,576326.4149511,272.9022767,-192982.6147846,24.0,929377.9619,547.2376963
-44.5517416,1251244232409089164,59312.8286588,886.3543575,-40.3204571,32873.4234882,-142764.895892,434.663996,-287533.7769513,4.0,130961.6692813,104.6738227
-44.5907914,1251244232409089165,116.1954048,456.7152256,4.1684056,3588.3506097,-805.3437618,258.1344414,-2579.104673,3.0,3551.7273417,4.502367
-44.5648678,1251235436316066939,18.5182648,372.6775096,5.5228823,1824.5137871,766.7541129,263.0680696,-444.8188141,2.0,1604.6604711,3.4718172
-44.5881358,1251235436316066948,141.935156,539.7692901,-7.3584751,4713.4129996,1416.9535062,224.076493,-1753.5105319,5.0,2530.058551,3.5442734
-44.5034129,1251244232409089142,16818.976193,754.5720575,1425.4745536,284968.4584003,196038.5699172,518.2494886,145242.5631356,2.0,98801.128049,114.4414406
-44.58429,1251244232409089152,14.5559457,428.983346,-8.5399341,-1277.5058746,-1774.7917971,257.3337206,-3713.121542,2.0,1722.2403547,2.4269007
-44.542382,1251244232409089154,71.7734498,331.2782418,-0.3321419,1717.3299839,656.7820614,186.4692675,-2177.3381343,3.0,2162.1639187,3.4007467
-44.5013924,1251244232409089156,1.3567924,185.711817,-0.3796304,-937.1405469,-1074.2998781,130.777866,-1243.482807,2.0,216.6166895,0.5409678
-44.525273,1251244232409089157,52.900545,377.6313531,5.0440851,2038.2137731,-303.2588735,262.981568,-1865.7648179,2.0,2760.5297353,6.0360776
-44.6120212,1251235436316066831,645275.5131651,1014.8226759,-1281.1678877,772191.51356,334421.4431815,347.4957446,-4916.2085207,7.0,248241.6521478,218.3759369
-44.6568805,1251235436316066824,98.7513579,616.4852015,3.9253198,670.9541217,-1885.914263,203.7151515,-4373.1769278,9.0,2190.6203893,2.7931901
-44.6523574,1251235436316066838,50710.686199,495.7635962,-242.6066175,3292.322254,-72287.7543254,181.010846,-120010.2262786,7.0,46068.8273152,82.4036616
-44.5132963,1251235436316066834,30.0116818,806.9618742,12.1234074,3147.9463483,937.361856,550.555236,-3177.7818774,2.0,4472.9653244,4.1879224
-44.5751626,1251244232409089407,59.8521656,486.2293835,-62.6106112,2927.6313737,236.11227,343.7979348,-2392.2724212,2.0,3761.7400486,7.062646
-44.5035045,1251244232409089381,264.8757576,436.3713384,25.4962187,-46604.6527651,-53447.8108383,294.428767,-56803.2248996,2.0,7211.4795148,13.5077378
-44.5428435,1251244232409089298,0.5089504,210.5302298,117.3735818,1415.8187551,1264.0036405,139.4085326,1198.8499338,2.0,153.4201248,-0.6751261
-44.6477864,1251235436316066879,0.274954,491.7616276,4.9572807,442.8662119,293.5262845,343.2356554,76.6216229,2.0,258.9740324,-0.8507879
-44.6214215,1251235436316066846,131.0640383,424.0304079,4.092814,1603.0451379,-1222.556886,167.1244868,-2826.8916894,6.0,1735.3770177,2.3461565
-44.6177991,1251235436316066853,18.254056,442.8547704,0.8119439,-145.0470395,-1326.6922421,193.5549476,-2215.2150474,5.0,962.6221686,1.5223644
-44.656173,1251235436316066852,1.3232734,443.7111468,1.4820245,-2146.6534109,-2402.6033388,302.8823298,-2876.8916597,2.0,516.3564176,0.2129685
-44.5597765,1251235436316067081,48.7713986,357.3963269,885.7333066,1714.4717272,-38.2705895,252.7128687,-1815.3296141,2.0,2495.9464647,6.3183655
-44.4902286,1251244232409088897,0.8150967,544.0441576,0.9719071,-2798.1233282,-3075.1469193,300.6544705,-3442.8884019,3.0,330.8424292,-0.7573984
-44.6414159,1251235436316067090,16.6880804,406.8108871,-1.7090173,-749.7908721,-2131.7228184,135.0741973,-2712.2711173,9.0,610.2248759,0.0461887
-44.549473,1251244232409088922,347047.7599406,1071.4327115,-11096.328582,720100.8591773,44717.5170557,582.6208039,-248794.7729024,3.0,492950.955861,339.5278822
-44.620747,1251244232409088928,19.4896589,520.3328642,-0.8179368,3268.5205141,2437.3132586,232.1002149,312.8343326,5.0,1182.0135846,0.5166505
-44.6231346,1251244232409088929,356909.05832,720.3781982,90.908694,456787.8640882,115148.8159798,235.6247722,-29715.240809,8.0,176582.988822,195.83499
-44.600501,1251244232409088931,64.1378339,911.7382102,3.3863142,18480.8241345,13162.6301352,372.0852101,9127.5727387,6.0,3304.3053641,2.2778842
-44.5803029,1251244232409088934,54.9782122,520.8922105,21.2696673,2902.9993452,-105.0559728,366.9388964,-2565.9465039,2.0,3867.1286958,6.4513695
-44.6029696,1251244232409088935,1.5793706,537.5165911,-2.6534109,1171.9384129,676.0784287,379.8766203,216.446574,2.0,675.6347587,0.7563502
-44.590792,1251244232409088936,79.7562453,820.297072,-0.6068164,-280.2617125,-3882.397618,208.5183687,-7297.4163948,15.0,2017.0717051,1.1682547
-44.5870742,1251244232409088937,11.4019825,593.5962266,25.5939779,55.6164616,-1240.5838437,342.1297116,-2719.4631952,3.0,1390.7017381,1.4911772
-44.5858964,1251244232409088938,775373.1682125,990.1784666,-2165.5343393,1089376.9315492,-6718.4301808,406.146968,-233153.8876229,4.0,586198.9469914,413.7751015
-44.5899733,1251244232409088939,4.9138614,409.3282186,-2.4961042,-1352.2261791,-2170.4547562,182.2428978,-2499.2673103,5.0,468.2061987,-0.2624342
-44.5593629,1251235436316067066,32.8936297,347.6911015,-125.5036264,4172.5175859,3401.7290111,135.278961,1980.0700707,6.0,881.0702883,1.725737
-44.5036018,1251244232409088815,962.225702,417.3862874,24.5811238,-1051.2882995,-10633.5607756,294.8984027,-19366.3560223,2.0,12950.7085847,29.7912758
-44.589197,1251244232409088823,50.9776963,1182.7814022,6.2304343,7733.1813874,2698.7598456,355.9091799,-1927.5093919,11.0,2650.5891543,1.0743459
-44.5995114,1251244232409090038,28564.6889586,537.3199604,66.4284955,72984.054436,12035.199064,253.5806262,-29267.8098359,4.0,53206.5098204,86.3066604
-44.5034161,1251244232409088797,106048.8378438,556.0414755,52.6673665,163799.1054513,34305.325708,265.3814633,-58437.7902431,4.0,96795.4945754,157.9552157
-44.5495817,1251244232409088798,250987.8742035,874.8537613,-826.586869,236902.3194524,-118745.4091685,426.111356,-377926.8125023,4.0,253593.0868977,228.6615552
-44.6033767,1251235436316067016,66.8874123,310.7843857,-905.1748569,1636.0953927,-49.0152154,219.4314944,-1960.2493971,2.0,2542.9997884,7.3189309
-44.6454328,1251235436316066981,4.2597063,381.4059269,-0.5637507,-1730.5284609,-2216.1068952,154.8474717,-2703.1847824,6.0,339.2819365,-0.2455461
-44.5372184,1251244232409088967,44229.8166254,935.1423245,-142.471863,28015.9601746,-96650.2802462,460.2703057,-219680.3252238,4.0,106833.9239182,99.7858266
-44.5145777,1251244232409088943,106716.4240329,1031.8639003,-1854.053965,753087.2571997,417930.2409085,688.0291145,267201.323175,2.0,343573.238832,277.6252522
-44.4970091,1251244232409088946,10.8300211,481.0693024,2.4159125,-720.3605124,-2107.672881,239.7766949,-2731.6300897,4.0,927.3477038,0.3053494
-44.5799817,1251244232409088991,32.4484887,757.7679909,3.8793375,4168.2049155,2573.7423735,377.8566893,-1248.686858,4.0,2543.9268932,1.1877441
-44.6185219,1251244232409088995,70.7011212,879.4275222,1.5146742,3930.6086996,-596.1865033,240.9810545,-3567.3505943,13.0,1928.4005843,1.0452672
-44.5495189,1251244232409088998,271213.940795,1372.7177198,164.252327,1488331.9460255,683679.802745,597.2211825,422365.4880001,5.0,417342.0115128,173.5446481
-44.5906324,1251244232409089866,51.1411089,740.2789921,-22.9396504,3464.2537389,457.7728472,515.4126154,-4061.0132239,2.0,5321.1672996,5.9194886
-44.6359863,1251244232409089849,48.2446557,674.8190284,16.1388327,3033.4732616,379.9249699,469.641945,-3630.182128,2.0,4711.9159134,5.7228312
-44.6109441,1251235436316066636,105081.6340448,689.0094423,-208.5344305,226360.8189991,98889.7539732,252.2465969,132.2781917,7.0,87819.4552327,109.6242721
-44.6535777,1251244232409089750,231.5118353,482.9313315,1.2669138,2963.3737846,-20.4268376,157.7645299,-2790.0734138,9.0,2515.5364838,4.9055319
-44.658225,1251244232409089735,101.4961522,850.0581604,-0.848485,5201.3202986,241.5995516,298.0088534,-5429.2412752,8.0,3107.90851,2.1167477
-44.6214479,1251235436316066647,81.7333389,351.3946912,1.9546593,1936.0387777,-793.0116568,201.2359316,-2447.8614725,3.0,2326.8037943,4.5138201
-44.6309436,1251235436316066651,57838.2763638,1405.2080126,-7272.873188,314947.4997806,132647.9495662,806.6894012,-110458.4535451,3.0,231385.5651579,131.0309643
-44.6313913,1251244232409089971,29.5028744,512.0126076,-1.0016803,2803.6264518,1046.5320724,295.512389,-1056.1730998,3.0,1950.0323058,2.7070856
-44.6338061,1251244232409089972,0.0004894,551.8301589,0.0474629,1472.4770131,1464.5872338,389.0967284,1455.1970761,2.0,12.2187606,-0.9997553
-44.6470549,1251244232409089974,13.8603736,457.3885582,-28.0943017,2312.4030842,1217.3041633,322.4048127,-98.2981227,2.0,1704.6231708,2.8582978
-44.6271534,1251235436316066587,5063880.9582096,1662.3614835,-839.1418066,2644909.1181527,656433.5310915,339.1528914,-21761.1688834,18.0,901418.8162157,471.6642825
-44.5994013,1251235436316066569,211449.0391198,745.9566974,-92.47173,466850.6519265,71012.0342418,317.560219,-59014.0921512,5.0,201909.5803325,166.0636114
-44.6561901,1251235436316066571,41.9563715,593.3623048,-1.1307397,2737.6395702,481.7821483,209.1284604,-1327.0516894,8.0,1409.4623765,1.3871332
-44.6525267,1251235436316066575,44796.1077227,553.7656924,258.5948595,65242.125534,-27108.2247894,389.7032459,-100774.6811659,2.0,117391.6098084,200.1559246
-44.6523393,1251235436316066593,101147.5392942,503.3070378,-276.3491982,154757.2711323,-55483.2838543,234.6680693,-91018.9338367,4.0,117917.5176865,131.5465951
-44.6331522,1251235436316066566,181.8775714,612.2064589,-1.6647381,5619.6544851,2450.8543632,213.2109466,-4514.4994612,8.0,3313.6283724,2.9705198
-44.6393214,1251235436316066567,209.9888279,692.1262981,-1.3884206,5285.3434903,1810.1014437,207.5218276,-6256.3283771,11.0,3098.9465691,2.4521388
-44.644324,1251235436316066606,136.4319739,588.963625,1.0104052,2671.55891,-840.6785808,174.8520709,-4496.341237,11.0,1978.3803622,2.0650159
-44.6270646,1251235436316066601,108124.2878658,1198.072126,20219.1819485,573914.0768427,215723.5649414,822.7414662,11391.767632,2.0,397763.3394116,290.8774387
-44.6337681,1251244232409089495,26378.437811,1321.489862,-45.7637381,35554.8303607,12757.4407554,244.3425639,-163542.4666041,29.0,34712.5175703,8.2627451
-44.6039472,1251244232409089496,30.2303494,511.2568913,-3.0653884,2514.7522002,536.9474055,295.0510805,-1436.5283924,3.0,1977.8604823,2.7711072
-44.6277087,1251244232409089497,438967.4415735,882.4503172,126.5540554,450298.5586836,19400.0370226,322.4394476,-174723.7706657,7.0,249483.8926045,242.6671813
-44.5995118,1251244232409089500,18923.636192,426.6264857,-89.3510477,51553.8348234,-10047.5401776,233.1527135,-29826.5840831,3.0,45672.5570115,65.8266885
-44.6278214,1251244232409089555,779329.8373935,1139.436235,-506.6996289,1190063.5725525,320708.9446986,416.0073182,76733.3079566,5.0,471668.974128,393.4518875
-44.6278978,1251244232409089478,21076.9298095,685.1283102,176.3046716,128309.3538921,60575.4146739,339.2091854,2523.0618031,4.0,57739.0961069,76.0444265
-44.6089787,1251244232409089675,52.0926883,657.3379789,-2.5926147,3114.0520016,1063.8966045,246.5107486,-1261.2978797,7.0,1904.4014491,2.1013412
-44.6278073,1251244232409089676,67571.4168365,1003.5962922,625.4459725,598954.3153856,318898.1684802,441.277496,237420.2787335,5.0,149068.1214246,91.1222907
-44.5092341,1251244232409089680,65.6770696,442.4268127,10.1708733,2240.8032231,64.4565543,310.3982876,-2843.0742543,2.0,3594.844239,6.9745899
-44.5999661,1251244232409089674,41807.420449,609.3911449,253.1065657,113077.5106343,24721.8151711,294.2663052,-46824.9453387,4.0,67595.8926942,94.4694738
-44.5035998,1251244232409089664,541.7663575,501.8477502,251.1561155,-21254.8091271,-28880.1269077,354.0590544,-37786.5945749,2.0,11689.7375952,21.8811188
-44.5139383,1251244232409089665,80.3671024,466.1143881,10.3689603,2876.8012697,1137.3116434,268.3746094,-2421.1842507,3.0,2999.8148508,3.7218816
-44.6592134,1251244232409089701,11.0604482,1134.6382346,-4.5864772,2284.217916,268.4233084,462.9171603,-2508.971033,6.0,1700.9632893,0.3861304
-44.5999225,1251235436316066706,160800.0449084,1113.0545059,42048128.3857555,890323.0933876,443990.5378732,740.4215044,246482.1029628,2.0,455264.3303353,340.0540061
-44.6234794,1251244232409089707,44070.6090415,827.139584,1553.7239456,386641.3548656,215802.3426273,553.8261819,136678.2091988,2.0,176750.6353477,179.054422
-44.6230707,1251244232409089595,145601.1100405,795.589285,586.1526667,585270.2297135,216049.2563269,429.0210333,135593.5746896,3.0,255019.0972877,176.8107397
-44.6339378,1251244232409089597,60.0757829,754.4519278,-7.4859885,5245.6076763,2617.4496808,264.9007385,-1001.2044783,8.0,2259.032022,2.0929362
-44.6359578,1251244232409089574,143.2520832,770.2801239,-7.3637117,5312.2291224,1459.3510549,228.5432738,-4225.8389119,11.0,2759.3655838,2.394117
-44.5805374,1251244232409088507,0.1252152,337.6373304,6.5028907,-2559.090991,-2648.7422333,238.4153582,-2728.13286,2.0,119.5306519,-0.9352891
-44.4717206,1251244232409088542,2214101.3480047,1015.9266097,144.1892988,905390.9453633,25363.2859871,228.3907724,-292036.9110464,17.0,411592.3081591,337.8118111
-44.58594,1251244232409088447,4125668.8322408,1685.1503677,3500.6460835,2768518.5867803,666782.4782607,491.8585604,-176379.9535601,7.0,896322.6193141,563.2267969
-44.5495991,1251244232409088446,427656.189571,1317.2978039,819.9366782,1070399.7826223,437607.8602534,680.3639098,83223.5229986,3.0,531022.0912598,429.6538063
-44.6142713,1251235436316067299,4.7678429,382.9461678,3.276166,-875.8279484,-1434.5936035,270.4726144,-2058.8152625,2.0,836.4983518,1.771971
-44.5997421,1251235436316067237,3034.1380153,489.2919256,-63.9853532,-38421.646435,-58056.0723189,215.972023,-75818.7894783,5.0,13899.7030336,22.263424
-44.5301938,1251244232409088572,801227.1462959,1020.9373077,-71.8514277,666011.2332347,-49353.8036223,328.7228139,-297448.9932173,8.0,379848.3813285,282.5488525
-44.5995813,1251235436316067262,255479.8495123,876.1345503,-7699.2454483,621971.3000573,115988.5152084,540.6956928,-31625.2067149,2.0,462162.5220985,405.7087028
-44.5525451,1251244232409088556,74.6061394,598.6140081,-0.2108218,1301.1176481,-1864.1643545,184.7318942,-4526.8404182,10.0,1790.1209392,1.9321017
-44.5859548,1251244232409088558,1634379.9469294,987.2398038,86.0690569,1343011.9309721,-4241.4217303,265.6870914,-244862.3365018,11.0,528480.4629975,323.1530745
-44.584218,1251244232409088563,121.9408364,560.3339738,-1.2433124,2331.5670935,14.2963583,174.1267038,-3799.0028524,10.0,1926.5719831,2.1798433
-44.506126,1251244232409088567,100.2277796,272.4367763,14.4452002,1698.0123644,-339.9978371,192.4126146,-2160.7416281,2.0,2728.5511151,9.1451239
-44.5023398,1251244232409088568,97.9952844,276.6334478,-5.1182035,-2826.7114059,-4906.7229672,159.1885611,-6629.1171891,3.0,1904.2542305,5.3334514
-44.4822578,1251244232409088605,51.0631979,633.6865424,6.8367372,3292.3258584,67.5620221,448.0755304,-3111.5991812,2.0,4528.2588217,6.4820522
-44.5373488,1251244232409088594,169163.6041903,1133.4969876,-1044.2616381,726170.1566554,347081.062174,453.1455564,99502.7969506,6.0,212024.936477,142.9829412
-44.5040359,1251244232409088591,367.2924521,496.4139769,896058.1501193,-25203.611846,-31785.7445738,350.9561344,-38658.8189546,2.0,9514.2681888,18.4064121
-44.5037959,1251244232409088596,2958.8774,626.8462423,117.6395046,143379.2273884,119025.6722452,443.2304048,95157.2511516,2.0,34098.0863993,53.6039006
-44.6112479,1251235436316067426,668.1137703,641.9946939,-2063482.7083586,-2084.4054733,-14817.557051,452.7489312,-25573.0267592,2.0,16608.963392,24.2862254
-44.5092112,1251244232409088311,30.9091301,512.8557252,-0.4587896,2392.3343281,1120.2686473,165.4173692,-968.2768167,9.0,991.1993468,0.7397488
-44.504156,1251244232409088309,18579.4642555,418.09031,7.5957702,56576.4689666,-9764.6760364,201.5659056,-27836.4212118,4.0,39314.1180819,58.3598847
-44.5777418,1251235436316067401,11452.0102652,926.8293074,-5276.9309273,-259918.0099137,-304573.0993773,522.5659955,-377173.2840718,3.0,66434.8027196,56.1107488
-44.5751963,1251244232409088239,97.557696,522.0256984,-2.8573398,321.2854946,-1699.1663112,173.1820392,-4407.326563,9.0,1802.367635,2.75502
-44.5144399,1251244232409088263,1007304.5625942,814.1696974,44.7882166,1154315.7599945,141306.4432957,221.9371301,19688.1614095,10.0,384921.0478705,255.3532591
-44.4901383,1251244232409088264,236.620525,521.249359,-2.8726925,3017.7196993,-1014.584022,148.3621295,-4075.9357552,12.0,2216.3383085,3.0828441
-44.523452,1251244232409088244,3.9748995,622.5480908,-1.6521557,-2305.4220009,-2754.4749713,393.4024751,-4124.4187932,2.0,1286.2249668,0.9626804
-44.513968,1251244232409088252,134.3796622,544.0637309,-1.5165592,3325.5764171,1020.0386142,142.968491,-1824.3877075,14.0,1740.544178,2.4739851
-44.5037224,1251244232409088278,3256.0890548,759.3233461,43.0813852,254440.9725121,223346.4603361,436.275792,193640.1386853,3.0,30593.3008365,32.6557951
-44.5141253,1251244232409088388,262870.69122,867.3936791,135.6470707,546059.7269162,288376.2473065,275.4191671,122377.4133785,9.0,157406.5449921,162.893976
-44.5478188,1251235436316067331,10.0631172,552.4486371,6.441885,-1896.4021094,-2714.8296321,294.301605,-3962.5375635,3.0,1074.6487068,1.414985
-44.6121085,1251235436316067464,136014.8112208,1173.6189827,-3098.1473653,980873.8847317,553972.0740656,785.0635815,357605.3618454,2.0,440717.3990331,314.6005419
-44.5037055,1251244232409088412,857.7631562,490.1838763,-50.1373525,8210.7227724,-4009.9400235,341.4511818,-12193.266304,2.0,14427.7990392,26.2307782
-44.4901545,1251244232409088414,53.7479415,529.4757937,-16.0974212,3025.5153121,-444.2002847,365.144412,-2509.5674823,2.0,3913.8945783,5.9510996
-44.5803354,1251244232409088379,159.1971975,556.5395129,-3.2764106,3325.2132045,141.5053961,173.513376,-2805.0924638,10.0,2307.5028562,3.6314908
-44.4715555,1251244232409088419,1830136.5705254,1155.6318265,600.3017593,1005174.6422852,229081.8023636,300.1337986,-300896.6293678,13.0,432349.0179886,341.4645565
-44.5036766,1251244232409088338,17508.1233382,499.1701821,-4.4918617,36693.4713654,-32312.9115349,175.3129131,-52110.7443575,8.0,28091.0674435,32.7051715
-44.6520831,1251235436316067386,78.5549529,377.6947462,8.0098,1819.3269365,-335.5834669,187.3281773,-1990.7026263,4.0,1831.747347,4.2483448
-44.5302788,1251244232409088333,672596.7745516,1136.5395251,376.5135962,722421.518216,190424.1713226,405.9217112,-207954.1687858,7.0,348236.9432389,274.1097785
-44.5373912,1251244232409088334,1370226.4398376,1216.8312375,523.2842111,1515674.7352962,261784.4489089,378.0427919,-19518.7832894,8.0,647013.2216475,358.2923511
-44.5152583,1251244232409088335,9.4415612,443.6768862,-0.2872945,-2131.4990269,-2496.1747614,180.3785894,-3772.9735466,6.0,619.8086273,-0.2459375
-44.5424519,1251244232409088362,0.0429017,334.8811004,-0.2412403,1804.3929936,1750.5071086,235.952292,1706.1821493,2.0,69.445554,-0.9783115
-44.5143459,1251244232409088363,577090.5672379,687.2198507,92.1193071,552205.3576538,-38194.1860139,219.7178038,-121250.0828314,8.0,265045.4794606,194.7864327
-44.4971033,1251244232409088365,63.7832359,514.6160269,-5.379389,648.9952529,-1263.4879944,179.6280388,-3042.8908966,8.0,1523.6888472,2.4205729
-44.4716469,1251244232409088714,1219671.9873098,1200.534401,3.721559,1009550.0462165,293798.0388901,346.8666793,-100576.2636808,10.0,405832.299172,339.1652528
-44.5142451,1251244232409088699,310155.3218086,844.1372045,-119.9212581,630563.0562814,250257.5070147,298.6869955,82633.5550327,7.0,190245.9167162,199.8264619
-44.5494291,1251244232409088687,56237.3749749,1176.217901,-1224.930331,626953.623615,365297.08772,800.6274932,227527.153112,2.0,282437.1658781,206.677975
-44.4899931,1251244232409088701,1.5662745,418.341176,-0.2778567,2505.4744837,2178.2696846,236.1668195,1816.6459353,3.0,362.0175817,-0.2576727
-44.4864529,1251244232409088773,0.4503314,351.6158035,-112.3382322,579.1275594,409.2562922,248.5994316,245.4190892,2.0,235.9675223,-0.7413629
-44.5858082,1251244232409090039,594714.7898845,1255.1399446,1054.5237736,1161040.7245667,510441.8174078,445.3337433,153209.1007665,7.0,379104.7691603,274.4146086
-44.5305662,1251244232409088779,278719.8405024,1188.3342783,-2390.6453045,1031599.7500082,354139.8784426,761.0057236,115874.9309008,2.0,647515.2292917,433.5188104
-44.5081094,1251244232409088212,51.6959752,233.2624368,-1.5302722,1371.7873666,-215.6529685,158.3314271,-1032.0352561,2.0,1699.7592773,5.6670889
-44.553542,1251235436316067166,66.23702,354.5344749,-1026.9283639,2338.3194756,257.4989317,250.6568316,-1742.479212,2.0,2885.5604247,7.4378837
-44.6059243,1251244232409090045,4.1460477,321.5926246,3.0068239,2386.9124423,1809.2132665,222.4441187,1454.0938627,2.0,659.6023433,1.1504831
-44.5891886,1251244232409088685,30.8391469,1148.4452012,15.659266,11308.9037434,6733.9897346,573.3009954,2679.7847076,4.0,3652.9068804,2.3876961
-44.5144813,1251244232409088679,191784.043871,840.8898137,-410.1146838,481444.1239193,194919.1662876,455.3958139,13934.2736152,3.0,239978.2655485,270.72214
-44.5042499,1251244232409088677,49600.4027087,568.2272192,-151.7067148,141889.6165468,25990.3233429,389.4641439,-38923.826837,2.0,127854.4119464,196.19572
-44.4881218,1249546586455803183,49.3117036,405.1358675,12.0591217,2292.0455933,-306.7312845,277.873954,-1771.8630826,2.0,2873.6173829,5.6127692
-44.5044293,1249546586455803201,8463.6290992,469.8909422,2363.1640762,46257.4695662,10327.5307333,328.577523,-15104.1959756,2.0,43389.2498095,84.5029686
-44.504345,1249546586455803168,26401.746432,499.4217978,-243.8627806,69894.8653477,-3881.1951437,286.9970254,-39082.1755363,3.0,59779.7919087,83.1640994
-44.5838287,1249546586455804120,13713.0651566,1421.5004385,-1788.570595,32758.068074,-64244.5535982,634.549669,-132883.5264878,5.0,84319.1003845,49.1901046
-44.5887638,1249546586455803257,40.679282,791.6498596,11.9367518,4249.2566955,-785.6887018,437.4111796,-3047.0336994,3.0,3718.8507162,3.2309566
-44.5298478,1249546586455801868,207.4096509,952.882676,-0.2487149,6439.8820806,799.0685567,207.3167736,-5112.1057215,21.0,3098.9287631,2.2063136
-44.4957755,1249546586455801867,85.5626202,573.6924756,0.9508553,748.0454418,-1897.3703376,140.9508385,-3944.7476095,16.0,1365.9832637,1.3821387
-44.5151304,1249546586455801866,132.160095,947.5311635,0.4392496,6264.4382071,2272.9787916,164.1654723,-1509.8324464,33.0,1891.6718474,0.9184404
-44.5181693,1249546586455801865,273142.6312812,849.9943321,-6504.6898729,586266.3942767,76737.3187322,523.0710586,-69932.8865806,2.0,464002.961304,418.8842516
-44.5508552,1249546586455801862,1705888.5337909,1579.2667811,-214.0082149,573296.4903197,245248.6939192,244.9090612,-299755.5801702,40.0,299373.6458607,186.361318
-44.4853129,1249546586455801875,698.0316408,1259.0578811,-1.177885,22516.4765185,3705.2416708,201.2075232,-8918.5982913,39.0,5489.4923381,2.4398785
-44.5135608,1249546586455801873,102.1284477,662.9492261,0.8073033,5013.8766012,1903.096327,140.7333586,-236.6505296,22.0,1454.3208676,1.1301388
-44.4883266,1249546586455801871,868411.4407018,772.5381888,-27.1287834,1163277.3620153,49280.1096111,236.7294932,-44348.8285887,7.0,460270.5740237,256.3920528
-44.5151326,1249546586455801870,1349344.3778712,1580.619196,-37.0013044,419239.9818343,178453.0440401,219.0999585,-333796.9938899,51.0,237237.590433,143.4983731
-44.488454,1249546586455801924,150.4551457,809.7958769,33.8626429,232153.3143484,224964.5084944,572.4941428,218105.0096696,2.0,9933.6515026,11.5417748
-44.4763904,1249546586455801926,116.2664457,598.9949897,-2.1552196,2285.9902845,-1977.5891134,238.71014,-4463.2448881,6.0,2414.766382,2.0344231
-44.5041042,1249546586455801923,28009.1799173,666.5574818,-84.3196866,250520.2885422,146662.3586891,381.2001639,98106.5042346,3.0,82267.7914649,87.0849476
-44.5183125,1249546586455801920,16.4403023,424.5460168,0.0490626,-1273.5504446,-2084.0543202,132.2957748,-3277.5936647,10.0,591.1656262,0.179167
-44.5231869,1249546586455801917,4149.538475,721.6501289,-56.1722853,219062.5081016,187959.7731017,509.7222623,153296.591733,2.0,46503.5254352,62.2248865
-44.4759434,1249546586455801891,236.1558117,650.7077003,-1.003357,6147.2799308,821.292543,151.7677859,-2579.0135338,18.0,2285.5993275,2.4124456
-44.4789139,1249546586455801890,164.6710996,645.1024694,0.8106712,3827.6943727,213.6768351,160.2322301,-5173.9390197,16.0,2055.0916899,1.7384935
-44.485363,1249546586455801884,114.3031143,927.753441,9.1205996,6178.4638191,-3540.401783,455.4912544,-9052.6088989,4.0,6423.5939134,3.7642643
-44.5234527,1249546586455801907,4967.9135227,443.0281944,24.040201,31363.0557829,3384.5577877,249.8163574,-12447.286503,3.0,22137.774428,40.1236907
-44.4854045,1249546586455801908,101.0774154,956.9201289,2.0415204,4373.3067122,926.0921254,408.7215714,-5083.9348486,5.0,4687.3393102,3.3898416
-44.4881063,1249546586455801910,189140.9670002,763.4067454,-19.6284791,460906.2189492,167212.4791318,293.449826,82459.4200928,6.0,171414.4105436,132.8471193
-44.5345614,1249546586455801913,4.0805328,520.1062468,0.9945308,1161.8087907,470.9306144,367.0816928,-324.937029,2.0,1051.288051,1.6368412
-44.5289325,1249546586455801914,3640357.2808106,1563.6056099,100.271315,993088.6015067,488915.3525979,215.4723598,-189660.7588669,47.0,375855.6885094,259.5104748
-44.5184844,1249546586455803100,196.8420064,895.0370348,-206.9858361,387980.5799153,378982.7934882,632.8447263,370221.3344786,2.0,12557.6828771,13.3634732
-44.5235976,1249546586455803121,36462.4353783,485.5601631,108.2006074,67053.932715,-7106.9994544,229.2764346,-37997.1447749,4.0,54852.258079,94.2320421
-44.5584797,1249546586455803123,6441.0309003,437.1393285,-6.5059368,19674.7934514,-10719.0662739,248.4343424,-27136.6032651,3.0,24640.6032553,43.1640893
-44.6155175,1249546586455803643,52.7211463,460.1511119,-55.9349732,2528.770299,-364.4921158,319.5151903,-2224.7794934,2.0,3361.2672929,5.9786363
-44.503676,1249546586455803873,38.4664839,566.0819043,259292.7933876,100270.1045777,97798.5903212,400.2773606,95304.9062793,2.0,3510.9253867,5.5311474
-44.5586396,1249546586455803877,31480.6931774,445.6292485,-1309.9510563,65644.2899764,5379.4666214,251.6156958,-43992.5792171,3.0,55388.7604153,103.7845029
-44.5040525,1249546586455803932,232.1267582,674.2450072,4067567.9657492,175711.6980362,168224.2377564,476.5950252,161182.3404985,2.0,10273.8072412,14.4402781
-44.5298223,1249546586455803946,52.5311144,810.5425542,-173.6684048,4939.1049872,235.1731971,569.4873162,-3386.6205139,2.0,5887.1769601,6.2025907
